GO:0000278,287,822
GO:0006082,209,528
GO:0006259,156,382
GO:0006260,233,745
GO:0006281,157,434
GO:0006310,168,495
GO:0006396,272,1010
GO:0006397,188,601
GO:0006399,160,473
GO:0006403,407,1772
GO:0006415,84,175
GO:0006518,115,303
GO:0006732,179,592
GO:0006974,391,1752
GO:0007005,199,711
GO:0007049,197,709
GO:0008033,138,423
GO:0008380,121,358
GO:0009123,96,252
GO:0016071,162,555
GO:0016072,202,765
GO:0019637,83,208
GO:0022402,220,876
GO:0022613,256,1076
GO:0032543,54,107
GO:0033365,294,1308
GO:0034470,116,365
GO:0034660,93,263
GO:0042254,106,332
GO:0043603,53,113
GO:0043604,86,248
GO:0044281,83,238
GO:0045333,76,209
GO:0048285,227,982
GO:0051186,134,493
GO:0051276,231,1034
GO:0071897,123,448
GO:0072594,43,92
GO:0090305,213,943
GO:0090407,49,115
GO:1901135,65,181
GO:1901564,103,357
GO:1901566,141,552
GO:1901657,55,142
