GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_REGULATION_OF_AUTOPHAGY	249	33	2.5159946351e-09	1.11609522013e-05	PINK1:RRAGC:TMEM59:USP33:KIAA1324:PIP4K2A:SVIP:AMBRA1:ULK1:ATG14:HERC1:MAP1LC3B:PHF23:IFT20:CDK5R1:RNF152:ATP6V1B1:TP53INP2:MTMR3:EP300:RAB5A:CISD2:DAP:PLK2:EPM2A:LZTS1:BNIP3L:RB1CC1:TP53INP1:UBQLN1:DAPK1:TSC1:TAB3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_AUTOPHAGY
GO_REGULATION_OF_CATABOLIC_PROCESS	728	63	4.55729459206e-08	7.86834766266e-05	PINK1:RRAGC:TMEM59:USP33:KIAA1324:BTG2:YOD1:PIP4K2A:PNPLA2:BRSK2:SVIP:AMBRA1:STX5:RELA:VPS11:CDKN1B:ULK1:IRS2:ATG14:HERC1:FURIN:RHBDF1:GABARAPL2:MAP1LC3B:PHF23:IFT20:CDK5R1:TEX14:NEDD4L:RNF152:ZFP36:PPP1CB:PSME4:ATP6V1B1:DNAJB2:TP53INP2:MTMR3:EP300:RAB5A:CISD2:DAP:PLK2:CREBRF:HFE:GCLC:EPM2A:ZFAND2A:GNA12:ZC3HAV1:NUB1:PPP1R3B:LZTS1:BNIP3L:PTK2B:RB1CC1:TP53INP1:RNF19A:UBQLN1:DAPK1:PTPN3:TSC1:TAB3:OGT	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CATABOLIC_PROCESS
GO_AUTOPHAGY	392	41	5.32124503787e-08	7.86834766266e-05	PINK1:RRAGC:TMEM59:KIAA1324:PRKAB2:OPTN:STAM:ANXA7:AMBRA1:VPS11:GABARAPL1:MAP1LC3B2:ULK1:ATG14:VTI1B:ATG2B:MYH11:GABARAPL2:MAP1LC3B:PHF23:NBR1:EPG5:TP53INP2:MTMR3:MTMR14:CCDC36:BOC:CISD2:DAP:HIST1H3E:HIST1H3H:EPM2A:WIPI2:PDK4:VPS37A:RB1CC1:TP53INP1:UBQLN1:C5:STOM:VAMP7	http://www.broadinstitute.org/gsea/msigdb/cards/GO_AUTOPHAGY
GO_RESPONSE_TO_STARVATION	152	22	1.45415237561e-07	0.00012236005855	RRAGC:USP33:KIAA1324:NUAK2:ATF3:GABARAPL1:MAP1LC3B2:ULK1:ATG14:ADSSL1:GABARAPL2:MAP1LC3B:PPM1D:RNF152:ZFP36:MTMR3:DAP:FNIP1:CPEB4:HFE:PDK4:PFKFB1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_STARVATION
GO_MACROAUTOPHAGY	279	32	1.47088889977e-07	0.00012236005855	PINK1:RRAGC:KIAA1324:PRKAB2:OPTN:AMBRA1:GABARAPL1:MAP1LC3B2:ULK1:ATG14:VTI1B:ATG2B:MYH11:GABARAPL2:MAP1LC3B:NBR1:EPG5:TP53INP2:MTMR3:MTMR14:CCDC36:BOC:HIST1H3E:HIST1H3H:WIPI2:PDK4:RB1CC1:TP53INP1:UBQLN1:C5:STOM:VAMP7	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MACROAUTOPHAGY
GO_AUTOPHAGOSOME_ORGANIZATION	43	11	1.6550053005e-07	0.00012236005855	KIAA1324:GABARAPL1:MAP1LC3B2:ATG14:ATG2B:GABARAPL2:MAP1LC3B:TP53INP2:WIPI2:RB1CC1:TP53INP1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_AUTOPHAGOSOME_ORGANIZATION
GO_CELLULAR_RESPONSE_TO_STARVATION	115	18	4.3715856051e-07	0.000277033624917	RRAGC:USP33:KIAA1324:NUAK2:ATF3:GABARAPL1:MAP1LC3B2:ATG14:GABARAPL2:MAP1LC3B:PPM1D:RNF152:MTMR3:DAP:FNIP1:CPEB4:HFE:PDK4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_STARVATION
GO_POSITIVE_REGULATION_OF_AUTOPHAGY	75	14	5.73333642248e-07	0.000317913504627	PINK1:TMEM59:KIAA1324:PIP4K2A:SVIP:AMBRA1:ULK1:ATG14:RNF152:TP53INP2:PLK2:EPM2A:BNIP3L:TP53INP1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_AUTOPHAGY
GO_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	34	9	1.0492496745e-06	0.000517163506231	PINK1:KIAA1324:PIP4K2A:AMBRA1:PHF23:IFT20:MTMR3:RAB5A:UBQLN1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY
GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	186	23	1.55535678637e-06	0.000689956270434	RRAGC:USP33:KIAA1324:NUAK2:ATF3:FOSL1:GABARAPL1:MAP1LC3B2:ULK1:ATG14:GABARAPL2:MAP1LC3B:PPM1D:RNF152:MTMR3:HMOX1:SFRP2:DAP:FNIP1:CPEB4:HFE:PDK4:TSC1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS
GO_VACUOLE_ORGANIZATION	166	21	2.68779845524e-06	0.0010839158134	KIAA1324:STAM:TPP1:MYO7A:VPS11:GABARAPL1:RAB5B:MAP1LC3B2:ATG14:VTI1B:ATG2B:GABARAPL2:MAP1LC3B:EPG5:TP53INP2:WIPI2:CLN8:VPS37A:RB1CC1:TP53INP1:VAMP7	http://www.broadinstitute.org/gsea/msigdb/cards/GO_VACUOLE_ORGANIZATION
GO_PROTEIN_K48_LINKED_UBIQUITINATION	47	10	3.66525402046e-06	0.00135492223623	SYVN1:AMFR:RFFL:NEDD4L:RNF152:UBE2D3:MARCH6:UBE2B:TRIM38:UBE2H	http://www.broadinstitute.org/gsea/msigdb/cards/GO_PROTEIN_K48_LINKED_UBIQUITINATION
GO_CELLULAR_RESPONSE_TO_STRESS	1550	102	5.52815802728e-06	0.00177733105459	PINK1:SYF2:RRAGC:PTPRF:GADD45A:USP33:KIAA1324:ARHGEF2:BTG2:PPP1R15B:NUAK2:YOD1:ATF3:HIST3H2A:MAP3K8:BRSK2:TPP1:MAPK8IP1:AMBRA1:SYVN1:RELA:GABARAPL1:CDKN1B:HIST4H4:STAT6:MAP1LC3B2:ULK1:RGCC:CUL4A:DHRS2:MAP4K5:ATG14:ZFYVE26:BDKRB2:RORA:VASN:USP7:KIAA0430:MYH11:AMFR:GABARAPL2:TERF2IP:MAP1LC3B:NPEPPS:PPM1D:RNF152:ARID3A:MAP2K7:CDKN2D:RELB:BRSK1:PSME4:NHEJ1:DNAJB2:SP100:SLC52A3:OSER1:UBE2V1:BACH1:MTMR3:HMOX1:EP300:IRAK2:WDR48:CCDC13:SELK:BOC:PDCD10:SEC62:BCL6:UBE2D3:RNF175:MARCH6:DAP:PLK2:FNIP1:UBE2B:SLU7:CREBRF:CPEB4:UIMC1:TDP2:HFE:HIST1H4H:PHF1:FOXO3:SESN1:ARG1:CITED2:GET4:EIF2AK1:PDK4:NEIL2:BNIP3L:PTK2B:RB1CC1:TP53INP1:UBQLN1:C5:STOM:TAB3:FOXO4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_STRESS
GO_REGULATION_OF_ORGANELLE_ASSEMBLY	148	19	5.60925039771e-06	0.00177733105459	PINK1:KIAA1324:STAM:PIP4K2A:AMBRA1:VPS11:TBC1D15:PAN3:PHF23:IFT20:TBC1D3:TBC1D20:MTMR3:EP300:RAB5A:STX18:PLK2:IL5:UBQLN1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_ORGANELLE_ASSEMBLY
GO_REGULATION_OF_VACUOLE_ORGANIZATION	41	9	6.82426039274e-06	0.00201816127348	PINK1:KIAA1324:PIP4K2A:AMBRA1:PHF23:IFT20:MTMR3:RAB5A:UBQLN1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_VACUOLE_ORGANIZATION
GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS	688	54	7.50028716267e-06	0.00207945461585	PINK1:PTPRF:GADD45A:KIAA1324:ARHGEF2:PPP1R15B:YOD1:PIP4K2A:BRSK2:SVIP:MAPK8IP1:AMBRA1:CNTF:SYVN1:ULK1:CUL4A:MAP4K5:BDKRB2:ELL3:YPEL3:TERF2IP:MAP1LC3B:SERPINF2:PHF23:PER1:NDEL1:IFT20:CDK5R1:NBR1:MAP2K7:CDKN2D:AKT1S1:ATP6V1B1:UBE2V1:MTMR3:EP300:RAB5A:PDCD10:BCL6:SFRP2:CREBRF:UIMC1:FGD2:EPM2A:EIF2AK1:CRHR2:LZTS1:BNIP3L:PTK2B:GRINA:BAG1:UBQLN1:TSC1:OGT	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CELLULAR_RESPONSE_TO_STRESS
GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS	260	27	7.97455639839e-06	0.00208089012843	NPPA:RRAGC:GADD45A:USP33:KIAA1324:NUAK2:ATF3:FOSL1:PDE2A:GABARAPL1:MAP1LC3B2:ULK1:ATG14:GABARAPL2:MAP1LC3B:PPM1D:RNF152:MTMR3:HMOX1:SFRP2:DAP:FNIP1:IRF1:CPEB4:HFE:PDK4:TSC1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_EXTERNAL_STIMULUS
GO_CELLULAR_RESPONSE_TO_NITROGEN_LEVELS	10	4	3.05727422606e-05	0.00739897881108	GABARAPL1:MAP1LC3B2:GABARAPL2:MAP1LC3B	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_NITROGEN_LEVELS
GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION	1481	95	3.16908470267e-05	0.00739897881108	PINK1:TAL1:TMEM59:TXNIP:ELF3:BTG2:CD55:ATF3:HIST3H2A:NODAL:ANXA7:SFRP5:NFKB2:RELA:PDE2A:BIRC2:CDKN1B:HIST4H4:ANKRD33:BAZ2A:STAT6:EAPP:PPM1A:CHP1:USP7:ATXN1L:SERPINF2:ARRB2:PER1:RASD1:CDK5R1:NR1D1:HDAC5:HEXIM1:SUPT4H1:TGIF1:NEDD4L:NOTCH3:ZFP36:RELB:DLX2:CIR1:SP100:SCRT2:CBFA2T2:ZNF217:BACH1:DIP2A:HMOX1:EP300:IRAK2:PDCD10:IGF2BP2:BCL6:MXD4:UBE2D3:SFRP2:IRF2:DAP:NR2F1:FNIP1:IRF1:UBE2B:PAIP2:CREBRF:CPEB4:UIMC1:HIST1H1C:HIST1H2AC:HIST1H3E:HIST1H4H:HIST1H3H:PHF1:SPDEF:UBR2:GCLC:AKIRIN2:PRDM1:FOXO3:CITED2:EIF2AK1:TAX1BP1:CRHR2:ZNF746:HR:PIWIL2:DUSP26:OSR2:MAF1:RFX3:DAPK1:TSC1:WWC3:USP9X:MECP2	http://www.broadinstitute.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_GENE_EXPRESSION
