N_unmapped	4209305	4209305	4209305
N_multimapping	0	0	0
N_noFeature	8486164	11469682	11492962
N_ambiguous	371620	68135	66641
ENSG00000243485	0	0	0
ENSG00000237613	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	4	3	2
ENSG00000239945	0	0	0
ENSG00000237683	1	2	1
ENSG00000239906	2	3	3
ENSG00000241599	0	0	0
ENSG00000228463	12	7	5
ENSG00000237094	5	9	4
ENSG00000235249	0	0	0
ENSG00000236601	0	0	0
ENSG00000236743	0	0	0
ENSG00000231709	0	0	0
ENSG00000235146	0	0	0
ENSG00000239664	0	0	0
ENSG00000230021	0	0	1
ENSG00000223659	0	0	0
ENSG00000185097	0	0	0
ENSG00000235373	8	5	3
ENSG00000240618	4	2	2
ENSG00000229905	0	0	0
ENSG00000228327	6	3	3
ENSG00000237491	57	21	36
ENSG00000269831	1	0	1
ENSG00000177757	67	35	32
ENSG00000225880	5	5	0
ENSG00000230368	10	3	7
ENSG00000269308	0	0	0
ENSG00000272438	0	0	0
ENSG00000230699	1	1	0
ENSG00000241180	0	0	0
ENSG00000223764	0	0	0
ENSG00000187634	0	0	0
ENSG00000268179	0	0	0
ENSG00000188976	6	1	5
ENSG00000187961	0	0	0
ENSG00000187583	0	0	0
ENSG00000187642	0	0	0
ENSG00000272512	0	0	0
ENSG00000188290	0	0	0
ENSG00000224969	0	0	0
ENSG00000187608	1	1	0
ENSG00000188157	0	0	0
ENSG00000273443	0	0	0
ENSG00000237330	0	0	0
ENSG00000131591	1	1	0
ENSG00000223823	0	0	0
ENSG00000272141	0	0	0
ENSG00000205231	0	0	0
ENSG00000162571	0	0	0
ENSG00000186891	0	0	0
ENSG00000186827	0	0	0
ENSG00000078808	6	3	3
ENSG00000176022	27	10	17
ENSG00000184163	0	0	0
ENSG00000260179	0	0	0
ENSG00000160087	27	13	14
ENSG00000230415	0	0	0
ENSG00000162572	0	0	0
ENSG00000131584	2	1	1
ENSG00000169972	0	1	2
ENSG00000127054	13	11	5
ENSG00000224051	0	0	0
ENSG00000169962	0	0	0
ENSG00000107404	0	0	0
ENSG00000162576	0	0	0
ENSG00000175756	8	7	1
ENSG00000221978	38	17	21
ENSG00000224870	9	21	31
ENSG00000242485	63	53	53
ENSG00000272455	5	4	1
ENSG00000235098	10	4	6
ENSG00000225905	1	1	0
ENSG00000205116	0	0	0
ENSG00000225285	0	0	0
ENSG00000179403	0	0	0
ENSG00000215915	0	0	0
ENSG00000160072	3	1	2
ENSG00000197785	3	0	3
ENSG00000205090	0	0	0
ENSG00000160075	186	83	103
ENSG00000215014	0	0	0
ENSG00000228594	3	2	1
ENSG00000272106	31	14	17
ENSG00000197530	0	0	0
ENSG00000189409	0	0	0
ENSG00000248333	13	9	4
ENSG00000272004	0	20	9
ENSG00000189339	108	65	72
ENSG00000269737	4	3	1
ENSG00000008128	157	92	65
ENSG00000215790	6	4	2
ENSG00000008130	33	15	18
ENSG00000078369	912	456	456
ENSG00000231050	0	0	0
ENSG00000169885	0	0	0
ENSG00000178821	0	0	0
ENSG00000142609	0	0	0
ENSG00000233542	0	0	0
ENSG00000187730	0	0	0
ENSG00000226969	0	0	0
ENSG00000067606	19	13	17
ENSG00000271806	0	1	1
ENSG00000182873	8	7	1
ENSG00000162585	2	7	5
ENSG00000269554	0	1	0
ENSG00000203301	0	0	0
ENSG00000243558	0	0	0
ENSG00000234396	0	1	0
ENSG00000157933	121	54	67
ENSG00000116151	7	6	1
ENSG00000269753	0	0	0
ENSG00000157916	187	98	99
ENSG00000157911	1	5	6
ENSG00000149527	0	0	0
ENSG00000224387	0	0	0
ENSG00000229393	0	0	0
ENSG00000157881	3	1	2
ENSG00000197921	0	0	0
ENSG00000272449	0	0	0
ENSG00000157873	8	2	6
ENSG00000225931	0	0	0
ENSG00000228037	0	0	0
ENSG00000157870	11	7	12
ENSG00000142606	0	5	3
ENSG00000237058	0	1	1
ENSG00000215912	10	6	6
ENSG00000233234	0	0	0
ENSG00000231630	0	0	0
ENSG00000169717	0	0	0
ENSG00000177133	7	1	6
ENSG00000142611	72	37	35
ENSG00000226286	0	0	0
ENSG00000272235	5	3	2
ENSG00000130762	0	0	0
ENSG00000272088	6	4	2
ENSG00000162591	2	2	0
ENSG00000238260	0	0	0
ENSG00000158109	83	49	34
ENSG00000116213	3	2	1
ENSG00000078900	0	0	1
ENSG00000227589	0	0	0
ENSG00000235131	0	0	0
ENSG00000227372	95	43	53
ENSG00000162592	1	1	0
ENSG00000235169	0	0	0
ENSG00000130764	150	78	73
ENSG00000272153	4	3	2
ENSG00000116198	209	90	119
ENSG00000169598	33	14	19
ENSG00000198912	70	35	35
ENSG00000236423	0	0	0
ENSG00000233304	0	0	0
ENSG00000226374	0	0	0
ENSG00000235054	0	0	0
ENSG00000227169	0	0	0
ENSG00000232596	0	0	0
ENSG00000196581	0	0	0
ENSG00000231510	0	0	0
ENSG00000260972	0	0	0
ENSG00000236948	0	0	0
ENSG00000131697	8	3	5
ENSG00000069424	98	51	50
ENSG00000268332	0	1	2
ENSG00000116254	0	0	0
ENSG00000116251	6063	2983	3086
ENSG00000226944	0	0	0
ENSG00000158286	0	2	7
ENSG00000116237	256	141	124
ENSG00000225077	0	0	0
ENSG00000173673	0	0	0
ENSG00000158292	1	0	1
ENSG00000097021	17	7	11
ENSG00000271746	0	0	1
ENSG00000069812	0	0	0
ENSG00000187017	0	4	2
ENSG00000231868	0	0	0
ENSG00000215788	0	0	0
ENSG00000171680	0	0	0
ENSG00000162408	412	198	214
ENSG00000173662	0	0	0
ENSG00000204859	8	5	3
ENSG00000162413	36	16	20
ENSG00000116273	22	12	10
ENSG00000041988	0	4	3
ENSG00000007923	90	48	49
ENSG00000228750	0	0	0
ENSG00000237436	0	0	0
ENSG00000171735	280	142	138
ENSG00000237365	0	0	0
ENSG00000237728	0	0	0
ENSG00000225126	0	0	0
ENSG00000270171	0	0	0
ENSG00000270035	0	0	0
ENSG00000269978	0	0	0
ENSG00000049245	669	361	308
ENSG00000049246	160	112	134
ENSG00000236266	7	23	11
ENSG00000049247	0	31	28
ENSG00000049249	0	0	0
ENSG00000116288	519	267	252
ENSG00000116285	6	4	2
ENSG00000238290	0	0	0
ENSG00000227634	0	0	0
ENSG00000233645	0	0	0
ENSG00000162426	2	2	0
ENSG00000142599	861	425	436
ENSG00000232912	19	10	9
ENSG00000228423	0	0	0
ENSG00000074800	790	378	412
ENSG00000230679	1	1	0
ENSG00000131686	0	0	0
ENSG00000197241	0	0	0
ENSG00000142583	97	47	50
ENSG00000180758	15	10	5
ENSG00000228526	0	0	0
ENSG00000234546	0	0	0
ENSG00000049239	160	79	81
ENSG00000171621	5	4	1
ENSG00000235263	0	0	0
ENSG00000171612	108	52	56
ENSG00000188807	28	14	14
ENSG00000171608	72	41	39
ENSG00000179840	6	4	2
ENSG00000231789	0	0	0
ENSG00000171603	472	242	238
ENSG00000178585	17	15	17
ENSG00000223989	0	8	7
ENSG00000162441	496	257	239
ENSG00000173614	66	35	31
ENSG00000162444	0	0	0
ENSG00000130939	1051	498	553
ENSG00000054523	476	234	242
ENSG00000142657	842	428	414
ENSG00000271989	0	1	2
ENSG00000175279	12	6	6
ENSG00000251503	0	0	0
ENSG00000241563	3	3	0
ENSG00000160049	290	197	205
ENSG00000203469	0	55	55
ENSG00000142655	14	8	8
ENSG00000130940	3	1	3
ENSG00000272078	2	2	1
ENSG00000175262	0	1	0
ENSG00000120948	2185	1099	1086
ENSG00000009724	133	75	75
ENSG00000271895	21	19	20
ENSG00000116649	79	36	43
ENSG00000171824	593	339	306
ENSG00000226849	1	23	28
ENSG00000230337	0	1	1
ENSG00000198793	624	308	326
ENSG00000225602	3	6	7
ENSG00000171819	12	3	9
ENSG00000120942	155	74	81
ENSG00000204624	0	0	0
ENSG00000235643	0	0	0
ENSG00000116661	0	0	0
ENSG00000132879	1	1	0
ENSG00000116663	2	2	0
ENSG00000116670	11	7	4
ENSG00000162490	1	0	1
ENSG00000177674	5	2	3
ENSG00000215910	0	0	0
ENSG00000177553	0	0	0
ENSG00000177000	55	30	25
ENSG00000011021	77	43	34
ENSG00000242349	1	2	0
ENSG00000175206	0	0	1
ENSG00000120937	0	0	0
ENSG00000116685	29	18	11
ENSG00000083444	20	15	5
ENSG00000116688	257	116	141
ENSG00000116691	1	0	1
ENSG00000120949	0	0	0
ENSG00000028137	38	23	15
ENSG00000048707	1342	695	647
ENSG00000229484	0	0	0
ENSG00000162496	0	0	0
ENSG00000272482	0	0	0
ENSG00000204518	0	0	0
ENSG00000188984	0	0	0
ENSG00000157330	0	0	0
ENSG00000116726	0	0	0
ENSG00000116721	0	0	0
ENSG00000228338	0	0	0
ENSG00000204513	0	0	0
ENSG00000179172	0	0	0
ENSG00000120952	0	0	0
ENSG00000243073	0	0	0
ENSG00000187545	0	0	0
ENSG00000204510	0	0	0
ENSG00000232423	0	0	0
ENSG00000204508	0	0	0
ENSG00000239810	0	0	0
ENSG00000233336	0	0	0
ENSG00000229571	0	0	0
ENSG00000204503	0	0	0
ENSG00000204502	0	0	0
ENSG00000182330	0	0	0
ENSG00000204501	0	0	0
ENSG00000228229	0	0	0
ENSG00000204495	0	0	0
