gene	baseMean	log2FoldChange	pvalue	padj
TNS1	26244.5	-9.1	6.522e-283	1.692e-278
SLC25A37	195757.6	-8.5	3.852e-238	4.997e-234
TRAK2	13529.9	-7	1.477e-215	1.305e-211
SLC25A39	98563.2	-6.3	1.162e-181	1.037e-177
MICAL2	11231.7	-6.9	1.238e-170	6.424e-167
DMTN	16505.4	-5.6	1.706e-166	1.015e-162
HBA2	781957.4	-11	3.973e-165	2.026e-161
SLC2A1	41223.5	-7.3	7.926e-154	2.140e-150
SLC22A23	1694.7	-6	6.077e-146	1.459e-142
ANK1	27203.9	-6.2	1.010e-144	2.599e-141
GDF15	24091.5	-8.1	2.317e-144	5.466e-141
RAD23A	10450.8	-4.1	2.601e-133	5.576e-130
CLIC2	9423.7	-7.6	1.190e-130	1.977e-127
PNP	8731.6	-5	1.801e-129	3.338e-126
SLC4A1	63651.4	-10.9	2.014e-128	2.900e-125
PKM	1976.4	7.6	8.981e-128	1.488e-124
DCUN1D1	9708.7	-4.2	1.855e-127	2.357e-124
FAM65C	14857.4	-7	5.456e-125	1.082e-121
MARCH8	25353.1	-7.3	1.392e-122	1.901e-119
OPTN	14737.2	-6.5	2.343e-122	2.531e-119
YPEL4	4670.4	-8.5	3.840e-120	4.744e-117
MBNL2	6149.7	-5.1	3.396e-120	5.509e-117
RB1CC1	11739.5	-5.6	9.548e-120	8.969e-117
TMCC2	105740.7	-12.6	1.453e-115	1.557e-112
RNF19A	6648.3	-5.3	2.582e-112	2.679e-109
RAPGEF2	7579.3	-5.2	4.528e-112	4.518e-109
RP11-85G21.3	3063.1	-10	5.821e-112	5.547e-109
KLHDC8A	1648.1	-9	1.751e-111	1.118e-108
MOSPD1	4786.9	-6.9	6.594e-111	8.116e-108
TMEM63B	1745.1	-5.5	1.616e-110	9.630e-108
RAP1GAP	10780.6	-9.1	2.713e-110	2.321e-107
EPB41	20751.3	-6.2	1.669e-108	1.383e-105
LPIN2	26918.4	-6.9	2.486e-107	1.997e-104
DENND4A	5636.4	-4.6	2.754e-107	2.084e-104
C17orf103	17641.6	-8.2	7.927e-106	4.893e-103
RABGAP1L	3589.4	-3.8	5.391e-106	5.345e-103
TOP1	7987.8	-4.5	5.550e-105	3.241e-102
EPOR	5014.2	-4.2	3.838e-102	2.182e-99
RIOK3	40720.1	-6.8	3.406e-102	2.246e-99
FCHO2	1868.2	-5.3	1.376e-101	1.128e-98
HMBS	49478.2	-6.5	2.459e-101	2.141e-98
TSPO2	1800.8	-10.7	1.264e-100	6.412e-98
PIGQ	7370.2	-4.4	1.276e-100	6.412e-98
ARL4A	20871	-7.6	1.519e-100	9.156e-98
CAPN5	797.6	-7.3	4.018e-100	2.646e-97
CALCOCO1	15382.8	-6	1.748e-97	8.210e-95
SP2	1226.4	-2.5	5.165e-96	2.033e-93
HAGH	5024.2	-4.1	4.908e-95	2.711e-92
SORBS1	1374.2	-5.2	6.676e-95	2.944e-92
SEC14L1	12265.6	-5.2	6.615e-94	2.859e-91
SLC2A4	3229.9	-9.6	8.563e-94	4.452e-91
PHOSPHO1	5135.4	-10.2	1.174e-93	8.057e-91
BCL2L1	36101.3	-6.3	2.917e-93	1.459e-90
SOX6	2724.6	-8.8	7.912e-93	3.802e-90
KHNYN	3207.6	-4.4	2.989e-92	1.398e-89
CR1L	2068.2	-6.6	3.563e-92	1.637e-89
YOD1	7112.6	-6	1.029e-91	4.684e-89
SMIM5	2302.1	-5.7	7.269e-91	2.708e-88
BPGM	17869	-7.9	6.039e-91	2.714e-88
MORC3	4798.2	-4.3	8.033e-91	3.550e-88
ISCU	18605.1	-5.4	2.157e-90	1.262e-87
ARG1	5418.7	-10.5	6.915e-90	2.894e-87
SLC22A4	2867.3	-5.4	1.684e-89	6.721e-87
KDM4C	2920.6	-3	1.996e-89	6.721e-87
ISG20	3261.8	-7.4	1.619e-89	6.721e-87
BTG2	8282.4	-4.9	3.346e-89	1.315e-86
GAB1	1977.4	-3.4	6.371e-89	2.521e-86
RBM38	9159.5	-6.6	1.390e-88	4.418e-86
CCS	5907.9	-4.7	2.604e-88	9.708e-86
RAB3IL1	1325.7	-7.4	7.667e-88	1.959e-85
TBC1D22B	3136.1	-5.2	5.113e-88	2.570e-85
SDE2	7126	-5.7	2.710e-87	1.344e-84
RFFL	2661.1	-3.7	3.218e-86	1.144e-83
BNIP3L	45320	-6.2	3.993e-85	1.400e-82
SLC6A8	1068.7	-6.6	1.443e-84	6.305e-82
GYPC	25713.8	-4.8	1.839e-84	8.637e-82
MSN	3712.2	6	3.438e-84	1.158e-81
BSDC1	9863	-3.8	2.879e-84	1.317e-81
XPO7	33970	-7.2	6.425e-84	1.757e-81
TXNIP	17597.1	-3.7	7.457e-84	2.471e-81
MARCH3	3782.7	-5.9	7.132e-84	3.143e-81
TNXB	2411.1	-7.5	1.401e-83	3.692e-81
GCNT2	2813.2	-5.1	1.483e-83	4.636e-81
RANBP10	7024.5	-6.4	2.047e-83	5.265e-81
FBXO30	9303.7	-7.2	1.913e-83	5.838e-81
FBXO9	2111.6	-3.3	2.194e-83	6.620e-81
NDEL1	3989.3	-3.6	4.491e-83	1.115e-80
ITSN1	1173.7	-5.3	9.265e-83	1.883e-80
OSBP2	10144.9	-7.5	7.231e-83	2.090e-80
RSAD2	10196.2	-8.4	1.151e-82	3.291e-80
TCP11L2	15354.7	-9.6	1.520e-82	4.333e-80
LEPROT	2572.5	-2.5	4.116e-82	9.666e-80
ALAS2	134100.6	-10	3.654e-82	1.011e-79
KIDINS220	3645.6	-3.9	2.128e-81	8.078e-79
ARHGEF37	561.1	-6.5	6.822e-81	1.552e-78
RUNDC3A	3593.7	-10.4	1.016e-80	2.286e-78
YIPF6	2016.1	-3.6	8.352e-79	2.283e-76
ATG13	5092.7	-3	1.631e-78	4.414e-76
ARPC1B	814.6	5.7	4.155e-78	9.398e-76
ARHGDIB	2010.6	6.1	4.925e-78	1.064e-75
TSPAN5	1802.7	-7.3	1.141e-77	2.441e-75
FAM214B	5742.8	-5.7	1.601e-77	4.073e-75
ZNF24	2411	-2.7	1.629e-77	4.103e-75
SNX22	895.2	-4.9	7.164e-77	1.488e-74
FOXO3	10380.9	-6.1	5.680e-77	1.931e-74
C7orf73	6939.9	-3.1	9.458e-77	2.315e-74
HDAC6	2355.3	-2.2	2.175e-76	5.228e-74
GAPVD1	8040	-4.2	3.055e-76	7.500e-74
WASF2	10683.5	-3.2	3.484e-76	1.141e-73
RP11-20D14.6	5111.4	-10.9	1.111e-75	2.677e-73
EPB42	33840.9	-9	1.166e-75	3.748e-73
RMND5A	3672.4	-2.8	2.275e-75	4.389e-73
HPS1	25197	-4.6	2.332e-75	5.355e-73
MFSD2B	2577.2	-4.4	2.682e-75	6.239e-73
BSG	79544.1	-5.2	3.193e-75	7.144e-73
WBP2	9732	-4	3.508e-75	7.780e-73
IBA57	1129.2	-4.2	9.262e-75	1.710e-72
FAM46C	42890.7	-6.7	1.331e-74	2.902e-72
SLC25A42	608.3	-4.2	1.609e-74	2.922e-72
TNRC6B	5374.6	-3.3	1.532e-74	3.386e-72
KIAA0232	3373.5	-5.2	1.725e-74	5.089e-72
CCDC176	895.8	-7.1	2.271e-74	5.517e-72
INPP5K	4014.4	-4	3.905e-74	8.419e-72
GUK1	12315.9	-4	8.129e-74	1.687e-71
LBH	6609.7	-4.9	1.325e-73	2.290e-71
SLC6A9	4749.9	-8.2	1.831e-73	3.852e-71
YPEL5	5619.9	-4.6	3.242e-73	6.769e-71
POLL	1880.4	-3.3	1.967e-72	2.747e-70
DCAF8	6505.5	-4.1	3.960e-72	8.138e-70
CLU	818.5	8	3.829e-72	8.421e-70
PPOX	3294	-3.3	5.253e-72	1.063e-69
USP9X	12475.6	-4.2	5.986e-72	1.167e-69
FHDC1	6915.9	-8.1	3.423e-71	6.622e-69
PRR5	1004.6	-4.5	4.681e-71	7.547e-69
DEDD2	5693.4	-4.7	6.109e-71	1.200e-68
TUFT1	5528.3	-7.5	5.415e-71	1.421e-68
IL15RA	570.3	-4	8.269e-71	1.789e-68
GCLC	5373.5	-5.8	1.888e-70	3.628e-68
SELENBP1	15553.5	-10.5	4.470e-70	8.465e-68
STAG2	4432.8	-2.9	3.305e-70	8.465e-68
HBB	4178049.6	-9.2	6.133e-70	9.397e-68
FAM13A	1344.5	-4.5	1.607e-69	2.023e-67
SEC62	14965.7	-5.1	1.572e-69	2.375e-67
CCNDBP1	27066.4	-6	1.940e-69	2.910e-67
TMEM56	3040.4	-6.6	1.771e-69	3.168e-67
RFX3	707.6	-2.9	2.977e-69	4.537e-67
FGFR1OP2	5030.3	-4.3	2.515e-69	4.537e-67
CLCN3	7183	-5.5	3.403e-69	4.968e-67
SPTA1	21834.6	-6.4	1.007e-68	1.739e-66
DDI2	3264.2	-4.4	1.213e-68	2.886e-66
EZH1	2585.6	-3.9	3.572e-68	5.111e-66
FGD6	2497.8	-7.5	6.549e-68	1.142e-65
IRF9	258.8	-4.1	1.121e-67	1.376e-65
STOM	42001.3	-5.5	1.243e-67	2.140e-65
ENTPD5	1590.8	-3.2	1.170e-67	2.474e-65
PPP1R15A	21268.6	-4.7	1.533e-67	2.527e-65
CTSL	4095.8	-4.9	1.622e-67	2.739e-65
DYRK1B	560.7	-4.4	2.348e-67	3.325e-65
ATG9A	14115	-4.9	2.795e-67	4.561e-65
SNCA	19193.5	-6.7	3.359e-67	5.446e-65
FECH	35356.1	-6.4	6.583e-67	1.061e-64
ARG2	1045.5	-5.4	1.698e-66	1.959e-64
CYSTM1	3137.2	-5.7	2.820e-66	3.738e-64
ATP5G2	2717.7	3.6	2.353e-66	3.805e-64
PTPLAD2	231.9	5.2	5.198e-66	4.766e-64
ATG14	6298.3	-6.1	5.128e-66	8.191e-64
KPNA6	7029.8	-3.4	3.855e-66	8.238e-64
MAP2K3	32141	-5.8	5.837e-66	9.015e-64
KCNAB2	907.5	4.1	7.072e-66	9.041e-64
MAST3	6505.5	-5.9	1.126e-65	1.431e-63
TBC1D17	846.3	-4.1	1.125e-65	1.880e-63
WNK1	32593.1	-5.4	1.315e-65	2.729e-63
CD63	2649.3	7	1.754e-65	3.619e-63
TMC5	1274.6	-9.7	3.833e-65	4.118e-63
CEP76	820.2	-3	3.088e-65	5.046e-63
GUCD1	4918	-3.1	3.553e-65	5.237e-63
TANGO2	2825.1	-4.2	4.355e-65	5.316e-63
FXYD5	736.3	6.1	4.427e-65	5.374e-63
RFESD	1676.4	-4.8	5.098e-65	6.153e-63
DOCK2	373.8	6.4	6.099e-65	7.588e-63
SERPINB1	872.4	4	8.069e-65	9.975e-63
USP15	24007.4	-4.4	7.333e-65	1.045e-62
ATG4A	1599.9	-4.3	1.416e-64	1.446e-62
ART4	1560.2	-10.5	1.689e-64	1.716e-62
SMOX	3874.6	-5.3	1.483e-64	2.125e-62
CCDC132	1655.2	-4.2	2.319e-64	2.307e-62
DCTN4	4026.2	-2.8	3.718e-64	4.296e-62
E2F4	3887.2	-3.5	1.076e-63	1.237e-61
NAPB	1175.5	-3.8	1.418e-63	1.621e-61
KLF3	5841.2	-5.3	1.205e-63	1.681e-61
GALNT5	3243.9	-6.4	1.488e-63	2.021e-61
PCMTD2	4187	-5	1.140e-63	2.119e-61
EMC3	7979.1	-4.5	2.793e-63	3.723e-61
CNPPD1	17880.9	-5.6	2.995e-63	4.006e-61
WDR45	2406.9	-4.2	2.839e-63	5.196e-61
FAM131A	969.9	-4.2	6.149e-63	5.804e-61
CLN8	2359.1	-4.9	4.771e-63	6.421e-61
SLC7A5	15329.1	-4.6	8.571e-63	1.545e-60
RP11-506K6.4	371.7	-7.4	3.703e-62	3.123e-60
ALS2CR12	315.9	-6.1	4.520e-62	3.794e-60
CHMP1B	650.3	-2.4	4.355e-62	4.682e-60
DNAJC6	2678.3	-4.8	5.256e-62	6.751e-60
ACHE	3182	-7.5	6.513e-62	8.324e-60
LRRC2	648.6	-7.7	5.893e-62	8.561e-60
ZNFX1	6655.9	-4.4	7.483e-62	9.390e-60
CHMP2A	3562.5	-2.8	8.294e-62	1.068e-59
ZNF23	462.4	-6.1	2.223e-61	1.803e-59
ADIPOR1	32325.5	-5.3	1.564e-61	1.994e-59
SLFN14	2392.8	-7.1	1.731e-61	2.130e-59
KIAA0513	2358	-4.9	2.538e-61	2.611e-59
DYRK3	618	-5.7	4.494e-61	4.770e-59
PCNT	3229.1	-3.5	4.501e-61	5.461e-59
CRIPT	1397.9	-3.8	6.401e-61	6.493e-59
OFD1	1993	-3.8	6.938e-61	1.157e-58
NARF	28690.9	-5.8	8.207e-61	1.362e-58
RP11-620J15.3	423.6	3.6	1.863e-60	1.448e-58
GTPBP1	3872	-2.8	2.205e-60	2.195e-58
HERC1	10899.8	-4	2.922e-60	4.785e-58
