gene	baseMean	log2FoldChange	pvalue	padj
TNS1	26244.5	-2.1	6.314e-15	7.673e-11
SLC4A1	63651.4	-3.5	1.680e-13	1.021e-09
AQP1	1602.8	-4.7	2.347e-13	4.061e-09
SLC25A37	195757.6	-1.9	1.612e-12	4.870e-09
CR1L	2068.2	-2.2	2.705e-11	5.684e-08
PKM	1976.4	2	1.467e-10	5.684e-08
SMOX	3874.6	-2.2	1.289e-10	5.684e-08
BEST3	480.5	-3.8	4.294e-11	6.484e-08
ART4	1560.2	-3.5	1.029e-10	1.382e-07
TSPO2	1800.8	-2.2	4.323e-10	5.253e-07
TMEM233	682	-4.2	4.315e-10	8.375e-06
FAM64A	42.2	-3.8	5.242e-09	8.406e-06
SOX6	2724.6	-2.3	2.564e-08	2.396e-05
LRRN2	287.8	-4.3	1.608e-09	6.481e-05
RP11-23I7.1	74.3	-4.3	2.628e-07	2.105e-04
ULBP1	202.7	-2.7	1.191e-07	2.105e-04
CHAC1	503.2	-2.8	9.045e-08	2.176e-04
ADM	64.1	-3.8	2.482e-07	2.433e-04
DOCK2	373.8	1.9	1.544e-07	3.323e-04
HLA-DRB1	144.5	2	1.069e-06	6.456e-04
IL9R	309	2	1.268e-06	7.337e-04
GYPB	9515.1	-3	6.749e-06	8.321e-04
FAM122C	276.5	-1	5.120e-07	9.103e-04
BTG2	8282.4	-1.2	2.454e-06	1.150e-03
TMOD2	39.6	-3	1.463e-06	1.150e-03
PLEKHH3	96.7	-2	2.460e-06	1.150e-03
CTC-756D1.3	166.5	-1.9	3.174e-06	1.370e-03
PIGQ	7370.2	-1	3.104e-06	1.370e-03
SYNE3	779.8	-1.5	3.351e-06	1.404e-03
SLC6A9	4749.9	-2	2.953e-05	1.978e-03
TRIM10	5395.7	-3	2.415e-05	2.113e-03
RP11-343N15.5	162.2	-1.1	5.891e-06	2.186e-03
ACHE	3182	-1.9	3.190e-05	2.186e-03
LIMD2	192.3	1.8	3.067e-06	2.274e-03
FAXDC2	6447.2	-1.8	3.019e-05	2.339e-03
TXNIP	17597.1	-0.8	4.828e-05	2.695e-03
ZNF521	64	3.4	4.632e-06	2.697e-03
ACSL6	1772.4	-3.3	4.300e-06	5.873e-03
HP1BP3	2905.6	-0.5	1.949e-05	5.983e-03
CARNS1	54.8	-1.9	1.111e-05	5.983e-03
RP11-768F21.1	42	-3.4	1.762e-05	8.227e-03
