gene	baseMean	log2FoldChange	pvalue	padj
LPIN2	26918.4	-5.6	1.005e-83	1.807e-79
NSUN3	3585.9	-5.3	1.786e-62	1.605e-58
TMCC2	105740.7	-8.1	1.365e-59	8.144e-56
ISCU	18605.1	-4	1.307e-58	5.827e-55
RB1CC1	11739.5	-3.5	1.399e-56	5.029e-53
CD55	5776.5	-4.6	4.658e-56	1.187e-52
MSRB1	2670.3	-4.3	4.564e-56	1.187e-52
SELPLG	3810.8	-5.3	5.791e-56	1.486e-52
UBR2	11072.7	-4.4	4.300e-54	9.807e-51
XPO7	33970	-5.3	5.992e-54	1.044e-50
KHNYN	3207.6	-3.1	1.189e-53	1.943e-50
RAPGEF2	7579.3	-3.3	2.122e-53	3.081e-50
FANK1	540.9	-6.2	8.567e-53	1.186e-49
ATG13	5092.7	-2.3	8.430e-53	1.236e-49
RFX3	707.6	-2.3	1.138e-52	1.364e-49
RIOK3	40720.1	-4.5	1.136e-52	1.458e-49
PNP	8731.6	-2.9	1.611e-52	1.945e-49
SAT1	13709.7	-3.9	1.329e-51	1.317e-48
ZNF24	2411	-2	1.491e-51	1.411e-48
RNF19A	6648.3	-3.3	2.077e-51	2.132e-48
TAC3	185	-5	6.278e-51	5.792e-48
HMOX1	11266.3	-9	1.423e-50	1.162e-47
HPS1	25197	-3.4	4.626e-50	4.129e-47
DCAF8	6505.5	-3.1	1.052e-49	7.636e-47
ATP6V0E1	4963.1	-2.6	1.113e-49	8.004e-47
ATG14	6298.3	-4.8	1.197e-49	8.274e-47
MCOLN1	2240.8	-3.1	1.686e-48	1.088e-45
NPEPPS	2385	-3.6	1.888e-48	1.212e-45
WDR45	2406.9	-3.4	4.573e-48	2.813e-45
CALCOCO1	15382.8	-3.9	5.146e-48	3.083e-45
HIST1H2AC	2792.2	-4.5	5.801e-48	3.350e-45
MICAL2	11231.7	-3.3	8.359e-48	4.676e-45
CENPU	2095.4	2.6	1.066e-47	5.589e-45
TCP11L2	15354.7	-6.5	1.062e-47	5.589e-45
CNPPD1	17880.9	-4.4	8.330e-47	4.246e-44
TMUB2	3465.7	-2.8	1.709e-46	9.743e-44
NUB1	2629.4	-3	6.745e-46	3.176e-43
DUT	1801.7	3	6.226e-46	3.973e-43
PER1	2006.6	-5.3	1.124e-45	5.915e-43
TSC1	4677	-3.4	2.071e-45	9.267e-43
FBXO30	9303.7	-4.8	2.391e-45	1.040e-42
CLN8	2359.1	-3.8	2.447e-45	1.169e-42
CSTB	5822.8	-3	2.448e-45	1.169e-42
CRIPT	1397.9	-3	5.311e-45	2.447e-42
C18orf8	3534.3	-3.3	6.060e-45	2.447e-42
DENND4A	5636.4	-2.7	7.593e-45	2.876e-42
SEC14L1	12265.6	-3.3	6.963e-45	3.041e-42
OGT	5076.2	-2.4	1.050e-44	3.916e-42
AMBRA1	2404.4	-2.9	1.078e-44	4.518e-42
PNKD	4735.3	-4.3	1.452e-44	5.199e-42
TUFT1	5528.3	-5.3	1.329e-44	5.348e-42
LRRC2	648.6	-5.2	2.757e-44	8.541e-42
FAM65A	722.5	3.7	3.232e-44	1.096e-41
FBXO9	2111.6	-2.2	8.107e-44	2.699e-41
CHP1	10003.2	-2.5	1.552e-43	4.917e-41
STAT6	5613.2	-3.6	1.665e-43	5.181e-41
YIPF2	712.4	-2.4	1.805e-43	5.695e-41
UBAP1	13992	-4.7	2.702e-43	8.338e-41
MAT2B	18115.5	-4	3.456e-43	1.203e-40
GABARAPL1	10151.5	-5.2	5.031e-43	1.501e-40
FGD6	2497.8	-5.3	5.996e-43	1.753e-40
KPNA6	7029.8	-2.5	1.604e-42	4.650e-40
FOXP1	3370.9	-2.9	2.158e-42	6.131e-40
MVP	2111.4	-4.5	2.333e-42	6.553e-40
MAST3	6505.5	-4.3	2.389e-42	7.545e-40
TAOK3	4882.4	-2.4	2.979e-42	8.113e-40
RMND5A	3672.4	-1.9	4.220e-42	1.127e-39
MYLIP	599.9	-4.2	5.459e-42	1.585e-39
ARL4A	20871	-4.4	1.914e-41	4.834e-39
CCDC176	895.8	-4.4	2.319e-41	5.335e-39
ABHD4	6353.7	-3.9	4.521e-41	1.145e-38
YPEL5	5619.9	-3.1	5.503e-41	1.363e-38
ZNF217	2063.8	-4	6.357e-41	1.565e-38
POLL	1880.4	-2.3	5.615e-41	1.844e-38
IFIT1B	22416.6	-8.4	8.567e-41	2.045e-38
WASF2	10683.5	-2.1	1.033e-40	2.392e-38
TMEM140	5277	-4.9	1.022e-40	2.392e-38
PCMTD2	4187	-3.6	1.210e-40	2.788e-38
FURIN	3704.6	-3.2	1.505e-40	3.910e-38
MIS18A	485.2	3.4	1.885e-40	4.218e-38
DYNLT3	978	-4.7	2.044e-40	5.231e-38
NDEL1	3989.3	-2.2	2.908e-40	7.281e-38
PCGF5	5306.7	-3.6	3.440e-40	7.450e-38
ZNFX1	6655.9	-3.2	3.667e-40	7.847e-38
RIT1	2574.3	-3.5	5.404e-40	1.143e-37
INPP5K	4014.4	-2.7	4.928e-40	1.176e-37
POLR1D	6065.3	-3	7.161e-40	1.434e-37
UIMC1	5192.6	-3.5	7.041e-40	1.642e-37
PBXIP1	703.7	-2.1	9.355e-40	1.654e-37
C1orf116	695.2	-6.5	8.967e-40	1.792e-37
ZC3HAV1	12620.3	-3	1.075e-39	2.123e-37
B4GALT3	11218.1	-4	1.179e-39	2.233e-37
HERC1	10899.8	-3	1.286e-39	2.838e-37
PIK3IP1	3784	-6	1.788e-39	3.394e-37
MRPL11	683	2.8	2.217e-39	4.608e-37
MARCH8	25353.1	-3.7	3.208e-39	6.860e-37
ASAH1	3137.8	-2.4	6.029e-39	1.113e-36
OSGIN1	1665.7	-7	5.293e-39	1.120e-36
DAZAP2	8849.6	-1.9	7.079e-39	1.275e-36
BCL2L1	36101.3	-3.7	8.213e-39	1.686e-36
C9orf78	9726	-2.8	8.879e-39	1.805e-36
GAPVD1	8040	-2.7	1.195e-38	2.105e-36
NT5C2	2291.3	-3.6	1.444e-38	2.520e-36
DAPK1	9178.2	-4.1	2.361e-38	4.050e-36
SERTAD3	583	-3.4	3.135e-38	4.698e-36
MTMR3	5914	-3	2.526e-38	4.892e-36
ABTB1	1717.3	-3.5	2.650e-38	6.018e-36
TAX1BP1	8207.6	-2.6	3.669e-38	6.082e-36
IRF3	2183.9	-3.1	4.286e-38	7.015e-36
DPH1	883.1	-3.7	5.067e-38	7.420e-36
TOP1	7987.8	-2.5	4.847e-38	7.817e-36
CLIC2	9423.7	-3.6	5.386e-38	9.872e-36
RFFL	2661.1	-2.2	7.225e-38	1.149e-35
EPB41	20751.3	-3.3	8.387e-38	1.317e-35
OSER1	8037.9	-4.1	9.005e-38	1.364e-35
TRPV2	1527.4	-6.4	1.092e-37	2.340e-35
FBXL4	1533.2	-2.8	1.975e-37	4.094e-35
CCS	5907.9	-2.7	3.414e-37	5.041e-35
TREX1	201.8	3.7	3.424e-37	5.595e-35
SERTAD2	2617.4	-4	4.340e-37	6.451e-35
TMEM241	1027	-4.3	3.525e-37	7.064e-35
CBFA2T2	2775.6	-5.6	8.690e-37	1.275e-34
DCAF12	45031	-5.1	1.155e-36	1.681e-34
BNIP3L	45320	-3.7	1.543e-36	2.168e-34
SDE2	7126	-3.3	1.590e-36	2.612e-34
CHEK1	665.3	3.5	1.947e-36	2.777e-34
IFIT3	6371.3	-5	2.811e-36	3.979e-34
SERPINF2	174.2	-6.3	2.647e-36	4.021e-34
YOD1	7112.6	-3.4	3.942e-36	5.493e-34
SFXN1	1626.1	3.3	4.401e-36	7.017e-34
PHF8	866.1	-1.6	6.179e-36	7.421e-34
EAF1	1019.7	-1.9	5.203e-36	8.171e-34
SMC4	2589.6	1.9	8.466e-36	1.109e-33
SLC16A1	2961.9	-4.9	1.263e-35	1.935e-33
STK17B	6911.7	-3.7	1.676e-35	2.214e-33
WDR19	704.7	-2.8	2.931e-35	3.872e-33
C6orf106	3266.8	-2.3	5.735e-35	7.493e-33
HUWE1	6607.7	-1.6	7.431e-35	9.638e-33
WBP2	9732	-2.5	7.603e-35	9.757e-33
GLUL	32373	-3.1	7.711e-35	9.860e-33
CCDC127	451.9	-2.5	1.043e-34	1.413e-32
IP6K1	3946.7	-2.9	1.417e-34	1.794e-32
IRGQ	953.3	-2.7	1.266e-34	2.146e-32
CYLD	1199.3	-2.4	1.453e-34	2.452e-32
TBCEL	5563.9	-6.2	2.331e-34	2.877e-32
TESPA1	1256.9	-3.4	2.026e-34	3.365e-32
VPS26A	5154.8	-2.4	2.999e-34	3.555e-32
TDP2	3451.9	-4.1	5.211e-34	6.134e-32
MED29	1858.7	-1.9	4.869e-34	7.925e-32
MRFAP1L1	2629.2	-2.1	8.016e-34	9.533e-32
