gene	baseMean	log2FoldChange	pvalue	padj
TNS1	26244.5	-4.3	2.969e-68	4.547e-64
ITSN1	1173.7	-3.8	2.378e-47	1.821e-43
MGST1	385.3	6.2	1.028e-37	4.480e-34
PKM	1976.4	4.5	7.561e-35	2.514e-31
C7orf73	6939.9	-2	8.874e-35	2.718e-31
ANXA2	697.7	5.2	5.064e-32	1.122e-28
PMP22	734	3.5	1.246e-31	2.367e-28
KANK1	103	3.9	5.149e-31	8.380e-28
SMOX	3874.6	-3.6	1.840e-30	2.770e-27
TSPO2	1800.8	-3.6	7.428e-30	9.307e-27
TXNIP	17597.1	-2.1	4.882e-28	6.797e-25
DMTN	16505.4	-2.2	8.377e-28	8.747e-25
FAM216A	145.8	3.3	2.442e-27	2.446e-24
AGPAT2	143.6	3.8	3.280e-27	2.826e-24
SLC27A5	116.7	2.7	5.301e-27	4.602e-24
TRAK2	13529.9	-2.4	5.826e-27	4.666e-24
SP2	1226.4	-1.3	6.183e-27	4.929e-24
RP11-85G21.3	3063.1	-4	7.361e-27	5.438e-24
RP11-343N15.5	162.2	-2.1	2.602e-26	1.256e-23
ARG2	1045.5	-3.2	6.960e-26	4.716e-23
IRF9	258.8	-2.3	7.304e-25	4.488e-22
ERGIC1	205.9	2.4	1.895e-24	7.897e-22
LY9	95.4	-4.2	3.731e-24	2.112e-21
AGPAT4	1443.3	-4.2	4.090e-24	2.136e-21
RAD23A	10450.8	-1.7	6.980e-24	4.276e-21
PPP1R26	67.9	3.6	9.889e-24	4.588e-21
DENND2D	442.6	3.7	1.092e-23	5.067e-21
IL9R	309	5	2.616e-23	1.510e-20
C5orf42	1495.2	-4.2	3.963e-23	1.817e-20
STAT5A	962.2	3.8	6.226e-23	3.179e-20
SLC25A37	195757.6	-2.5	7.739e-23	3.199e-20
RAD21	3461.5	-1.3	1.408e-22	5.638e-20
NTRK1	265.8	-4.6	2.213e-22	8.668e-20
BST2	428.4	2.9	2.859e-22	1.054e-19
