gene	baseMean	log2FoldChange	pvalue	padj
PPIP5K2	4135.1	1.8	8.852e-26	8.792e-22
SFT2D2	1455.9	2	3.848e-23	1.674e-19
INTS3	721.2	2	5.546e-23	2.115e-19
METTL14	531.7	1.6	1.517e-20	4.391e-17
KLHL9	845.2	1.7	1.973e-19	4.262e-16
SKA2	1273.7	2.4	2.391e-19	4.262e-16
CAMLG	743	-1.6	7.912e-19	1.309e-15
KLC4	206.5	-1.7	1.621e-18	2.905e-15
KIAA1524	629.6	3	3.629e-18	4.418e-15
LSM10	1016.7	-2	7.887e-18	7.460e-15
EPN2	378.6	2.7	1.212e-17	1.289e-14
BRMS1	1083.4	-1.3	1.785e-17	1.407e-14
DIS3L2	317.4	3.4	4.644e-17	3.880e-14
IRF9	258.8	1.7	3.763e-17	3.880e-14
POLR3GL	643.7	1.6	5.804e-17	4.240e-14
CIT	1560.8	2.8	8.583e-17	4.824e-14
INPP5D	3925.4	1.2	9.592e-17	5.424e-14
WDR62	1159.1	2.1	1.032e-16	5.424e-14
AGGF1	652.8	1.7	2.245e-16	1.532e-13
BET1L	799.5	-1.8	4.356e-16	2.386e-13
IKZF1	1630.4	2.2	5.785e-16	2.397e-13
PTTG1	3224.9	2.5	5.949e-16	2.720e-13
SDSL	596	2.4	6.473e-16	2.720e-13
ETF1	2662.2	-1.1	8.304e-16	3.172e-13
SMC2	2180.4	2.5	7.754e-16	3.172e-13
ADCK1	413.1	2.6	4.425e-16	3.172e-13
CASC5	1804.5	2.5	9.980e-16	3.496e-13
CARKD	585.4	1.4	1.478e-15	6.842e-13
RAB6B	1286.1	2.5	2.766e-15	8.769e-13
CENPT	1100.3	1.6	3.794e-15	1.100e-12
MKI67	6957.4	2.9	5.918e-15	1.770e-12
MDC1	544.2	2.2	5.591e-15	1.998e-12
SIN3A	1323.6	-1.1	7.352e-15	2.048e-12
CCDC93	363.3	2.1	6.959e-15	2.144e-12
SESN2	2971	-2.3	7.312e-15	2.516e-12
DYNLT1	529	2	9.123e-15	2.732e-12
MIEN1	802.5	-1.4	9.227e-15	2.732e-12
NKIRAS2	1283.3	-1.1	1.166e-14	2.846e-12
SCYL1	2900	-1.6	1.010e-14	3.118e-12
ZNF384	429.9	-1.6	1.442e-14	3.685e-12
MICAL3	1468.3	1.8	1.632e-14	3.685e-12
HDAC8	367.1	1.5	1.882e-14	4.586e-12
CALM3	4166.5	1.8	1.947e-14	4.609e-12
CYB5B	733.2	1.9	2.316e-14	6.022e-12
VEZF1	1844.2	-1.2	3.640e-14	7.274e-12
IMMP1L	388.9	1.6	4.232e-14	9.415e-12
DNPEP	583.2	-1.1	4.798e-14	9.866e-12
HLTF	1302.9	1.8	5.961e-14	1.152e-11
SPN	2595	2.2	6.069e-14	1.261e-11
UBE2T	1768	2.5	7.511e-14	1.381e-11
WDR34	1809.3	2.5	7.849e-14	1.384e-11
POP1	252.6	2.4	4.928e-14	1.492e-11
POLQ	890.5	2.7	7.067e-14	1.525e-11
KDM3B	1715.2	-1.1	8.858e-14	1.551e-11
ADD3	1000.3	1.7	9.370e-14	1.611e-11
PARP9	648.4	1.9	7.931e-14	1.836e-11
ESCO1	440.1	-1.4	9.916e-14	2.035e-11
FAF1	294.7	2.6	1.249e-13	2.239e-11
MTRF1	315.8	1.2	1.291e-13	2.239e-11
FASTKD1	578.8	1.7	1.433e-13	2.733e-11
STK10	759.1	1.7	1.440e-13	2.734e-11
PHF19	332.2	2.4	1.464e-13	2.763e-11
DHODH	359.9	1.9	1.930e-13	3.209e-11
RNGTT	497.8	2.4	2.037e-13	3.724e-11
