gene	baseMean	log2FoldChange	pvalue	padj
TNS1	26244.5	-6.5	1.675e-155	6.013e-151
TMCC2	105740.7	-13.4	6.138e-132	1.102e-127
HIST1H2AC	2792.2	-8.2	1.602e-123	1.480e-119
SP2	1226.4	-2.8	1.493e-122	1.024e-118
RAPGEF2	7579.3	-5.4	5.869e-122	2.684e-118
TCP11L2	15354.7	-12	3.843e-122	2.684e-118
MICAL2	11231.7	-5.7	1.894e-121	7.425e-118
HDAC5	2641.7	-7	6.386e-121	1.935e-117
LPIN2	26918.4	-7.3	2.584e-120	6.960e-117
WBP2	9732	-5	1.518e-114	3.609e-111
CALCOCO1	15382.8	-6.5	2.762e-113	9.012e-110
MCOLN1	2240.8	-5.2	8.546e-113	1.694e-109
SEC14L1	12265.6	-5.7	1.561e-112	2.912e-109
DMTN	16505.4	-4.6	2.347e-112	5.901e-109
ATG13	5092.7	-3.6	3.651e-112	5.901e-109
RFX3	707.6	-3.7	4.088e-111	5.637e-108
RIOK3	40720.1	-7.1	6.446e-111	9.191e-108
KHNYN	3207.6	-4.8	3.137e-110	4.782e-107
TMUB2	3465.7	-4.6	1.570e-108	2.966e-105
RB1CC1	11739.5	-5.2	1.745e-103	2.116e-100
WDR45	2406.9	-5.4	1.664e-102	2.174e-99
YPEL5	5619.9	-5.4	8.531e-102	1.392e-98
WASF2	10683.5	-3.7	6.372e-101	6.716e-98
MARCH8	25353.1	-6.6	4.247e-100	4.208e-97
MBNL2	6149.7	-4.5	2.024e-98	2.906e-95
INPP5K	4014.4	-4.6	1.657e-97	2.287e-94
EAF1	1019.7	-3.4	4.985e-96	4.391e-93
GABARAPL1	10151.5	-8.6	1.031e-95	1.011e-92
ISCU	18605.1	-5.5	8.526e-96	1.055e-92
OPTN	14737.2	-5.6	1.714e-93	2.051e-90
FAM214B	5742.8	-6.2	4.508e-93	4.032e-90
DYRK1B	560.7	-5.1	7.199e-93	4.963e-90
ABTB1	1717.3	-6	6.457e-93	5.425e-90
MTMR3	5914	-5.2	8.105e-92	5.669e-89
NDEL1	3989.3	-3.7	1.009e-91	7.914e-89
C18orf8	3534.3	-5.1	2.567e-91	1.728e-88
BCL2L1	36101.3	-6.2	9.767e-91	6.399e-88
PNP	8731.6	-4.1	1.994e-90	1.248e-87
SLC25A39	98563.2	-4.4	8.016e-90	4.982e-87
BCL6	1687.5	-9.6	1.003e-89	6.952e-87
NAPB	1175.5	-4.4	2.598e-89	1.739e-86
TUFT1	5528.3	-8.3	8.816e-89	5.088e-86
RAD23A	10450.8	-3.3	1.044e-88	5.884e-86
RFFL	2661.1	-3.7	1.907e-88	1.202e-85
OSER1-AS1	322.5	-5.9	4.420e-88	2.167e-85
CRIPT	1397.9	-4.5	1.253e-87	6.601e-85
CYLD	1199.3	-4.2	1.829e-87	9.254e-85
ZNF24	2411	-2.9	2.574e-87	1.487e-84
RNF19A	6648.3	-4.6	2.129e-86	1.053e-83
DDIT3	3088	-6.3	5.469e-86	2.652e-83
ARG2	1045.5	-6	6.649e-86	3.615e-83
ARG1	5418.7	-9.8	7.222e-86	3.811e-83
RMND5A	3672.4	-3	7.807e-86	4.085e-83
C9orf78	9726	-4.6	1.582e-85	1.051e-82
DCAF8	6505.5	-4.5	3.831e-85	1.657e-82
TMEM140	5277	-7.8	5.368e-85	2.279e-82
UBR2	11072.7	-6	8.651e-84	5.447e-81
SLC2A1	41223.5	-5.3	1.401e-83	6.700e-81
CNPPD1	17880.9	-6.3	2.551e-82	1.048e-79
YOD1	7112.6	-5.6	3.050e-82	1.410e-79
FOXP1	3370.9	-4.4	3.937e-82	1.771e-79
NSUN3	3585.9	-6.6	2.092e-81	9.355e-79
TAX1BP1	8207.6	-4.2	1.842e-81	1.049e-78
HIST3H2A	569.1	-5.5	2.920e-81	1.072e-78
TAOK3	4882.4	-3.7	2.259e-81	1.247e-78
GUK1	12315.9	-4.2	8.521e-81	3.580e-78
REEP4	7049.4	-4.7	7.065e-81	3.785e-78
C17orf103	17641.6	-7.1	1.232e-80	4.391e-78
TXNIP	17597.1	-3.6	1.240e-79	4.274e-77
C7orf73	6939.9	-3.1	1.514e-79	5.935e-77
FBXL4	1533.2	-4.5	2.316e-79	8.951e-77
DEDD2	5693.4	-5	2.215e-79	1.104e-76
NONO	4125.9	2.8	2.884e-79	1.418e-76
SLC25A37	195757.6	-4.8	6.515e-79	3.160e-76
HIST1H1C	8884.9	-7.1	1.106e-78	4.088e-76
ABHD4	6353.7	-5.9	1.430e-78	5.163e-76
FBXO9	2111.6	-3.2	1.992e-78	7.098e-76
MAST3	6505.5	-6.4	6.709e-78	2.085e-75
CLN8	2359.1	-5.4	5.095e-78	2.315e-75
PIK3IP1	3784	-9.4	6.478e-77	2.222e-74
SECISBP2	1489.7	-2.9	9.810e-77	2.936e-74
FOXO3	10380.9	-6	8.834e-77	2.987e-74
DENND4A	5636.4	-3.9	1.206e-76	5.214e-74
KLHL28	719.9	-3.5	2.238e-76	6.275e-74
ATG14	6298.3	-6.5	3.776e-76	1.077e-73
TRAK2	13529.9	-4.1	5.542e-76	1.562e-73
FKBP8	4842.3	-5.1	6.119e-76	1.673e-73
UBE2H	4999.6	-7.6	4.629e-76	1.888e-73
FBXO30	9303.7	-6.8	8.979e-76	2.399e-73
OSER1	8037.9	-6.4	6.770e-76	2.700e-73
POLL	1880.4	-3.4	3.366e-75	1.080e-72
TPP1	13578	-3.4	5.203e-74	1.345e-71
FGD6	2497.8	-7.6	6.356e-74	1.657e-71
RP11-85G21.3	3063.1	-6.8	1.120e-73	2.889e-71
KIAA0513	2358	-5.4	1.077e-73	3.109e-71
KIAA0232	3373.5	-5.2	1.532e-73	3.868e-71
BIRC2	3653.6	-4.7	2.368e-73	6.769e-71
RUNDC3A	3593.7	-8.8	4.480e-73	1.268e-70
HEXIM1	2272.7	-5.7	1.069e-72	2.962e-70
TOP1	7987.8	-3.7	1.556e-72	3.773e-70
USP7	4871.3	-4.8	5.008e-72	1.202e-69
RP11-690G19.3	714.3	-3.6	1.336e-71	3.510e-69
KLHL24	2379.8	-5.7	1.142e-71	3.981e-69
NCOA2	3035.8	-3.9	1.218e-71	4.203e-69
SLC22A23	1694.7	-3.9	6.467e-71	1.493e-68
ALS2CR12	315.9	-6.2	8.037e-71	1.634e-68
LRP10	3237.4	-4.8	8.602e-71	1.912e-68
IP6K1	3946.7	-4.6	8.712e-71	2.237e-68
TBC1D17	846.3	-4.2	1.315e-70	3.233e-68
IRF1	2676.9	-4.6	2.563e-70	6.462e-68
B4GALT3	11218.1	-5.8	5.633e-70	1.223e-67
WNK1	32593.1	-5.6	4.992e-70	1.223e-67
ENTPD5	1590.8	-3.1	2.544e-69	5.354e-67
ARL4A	20871	-6.2	2.405e-69	5.849e-67
NUB1	2629.4	-4	1.888e-69	5.894e-67
UIMC1	5192.6	-5	5.336e-69	1.094e-66
TMEM115	2156.6	-4	8.454e-69	1.752e-66
HPS1	25197	-4.4	8.700e-69	1.753e-66
LRRC2	648.6	-7.4	1.039e-68	1.927e-66
YPEL4	4670.4	-6	1.508e-68	3.046e-66
FAM46C	42890.7	-6.4	1.634e-68	3.705e-66
ZNFX1	6655.9	-4.6	2.200e-68	5.000e-66
MIR22HG	4577.4	-8.2	2.999e-68	5.799e-66
BNIP3L	45320	-5.6	2.743e-68	6.133e-66
IBA57	1129.2	-3.9	4.448e-68	8.625e-66
ATP6V0E1	4963.1	-3.3	4.704e-68	1.035e-65
FURIN	3704.6	-4.5	6.731e-68	1.470e-65
TRIM38	1849.1	-4.4	7.428e-68	1.695e-65
IFIT1B	22416.6	-12.1	1.090e-67	2.343e-65
STK17B	6911.7	-5.6	9.155e-68	2.528e-65
VPS28	3826.8	-3.6	2.559e-67	5.416e-65
EPB41	20751.3	-4.8	4.923e-67	8.870e-65
RBM38	9159.5	-5.7	5.792e-67	1.036e-64
COL4A3BP	581.5	-2.2	7.717e-67	1.353e-64
DUT	1801.7	4.1	1.860e-66	3.781e-64
KDM3B	1715.2	-2.7	2.704e-66	5.514e-64
SEC62	14965.7	-4.9	3.205e-66	6.487e-64
MAT2B	18115.5	-5.4	5.002e-66	9.902e-64
CCDC28A	1762.6	-3.7	4.964e-66	9.902e-64
SFT2D2	1455.9	3.5	7.412e-66	1.283e-63
SLC7A5	15329.1	-4.7	7.156e-66	1.407e-63
SAT1	13709.7	-4.8	1.135e-65	1.937e-63
SP100	2723.9	-2.4	1.160e-65	2.912e-63
TSC1	4677	-4.5	2.756e-65	4.640e-63
ZC3HAV1	12620.3	-4.2	2.574e-65	6.371e-63
CHP1	10003.2	-3.3	5.830e-65	9.496e-63
PPM1A	3013.3	-5.2	5.732e-65	1.081e-62
DCTN4	4026.2	-2.8	6.842e-65	1.121e-62
USP33	4285.3	-3.2	1.502e-64	2.397e-62
FBXL20	1424.9	-4.2	1.872e-64	3.424e-62
GABARAPL2	10882.6	-5.4	2.262e-64	3.631e-62
MSRB1	2670.3	-5	2.299e-64	4.194e-62
BSDC1	9863	-3.3	2.507e-64	5.880e-62
SRSF7	2218.7	3.9	4.187e-64	7.539e-62
UBAP1	13992	-6.2	8.773e-64	1.569e-61
PPP1R15A	21268.6	-4.5	1.090e-63	1.662e-61
TCEANC	2799.7	-6.3	1.304e-63	1.976e-61
NR3C1	2904.5	-4.7	1.190e-63	2.088e-61
HIST2H2BE	463.5	-6.6	2.293e-63	3.109e-61
SEPT11	827	4	2.955e-63	4.351e-61
