gene	baseMean	log2FoldChange	pvalue	padj
TNS1	26244.5	-7.4	1.154e-196	1.656e-192
SMOX	3874.6	-7	7.317e-106	5.251e-102
TSPO2	1800.8	-7	2.082e-99	1.033e-95
SLC25A37	195757.6	-5.4	5.495e-98	1.986e-94
ITSN1	1173.7	-5.5	2.556e-93	7.339e-90
TRAK2	13529.9	-4.5	6.834e-91	1.647e-87
C7orf73	6939.9	-3.2	4.970e-85	1.027e-81
TXNIP	17597.1	-3.7	1.097e-84	1.910e-81
IRF9	258.8	-4.2	5.847e-77	9.058e-74
CR1L	2068.2	-5.8	3.270e-76	4.717e-73
RP11-85G21.3	3063.1	-7.1	6.251e-76	8.157e-73
RP11-343N15.5	162.2	-3.7	1.022e-66	1.310e-63
DMTN	16505.4	-3.5	3.517e-66	3.767e-63
ART4	1560.2	-8.7	1.824e-64	1.870e-61
STAT5A	962.2	6.9	2.354e-64	2.185e-61
RAD23A	10450.8	-2.8	1.886e-63	1.755e-60
AQP1	1602.8	-10	2.915e-62	2.387e-59
RFX3	707.6	-2.8	3.136e-61	2.688e-58
TCP11L2	15354.7	-8.5	6.700e-61	5.062e-58
RAPGEF2	7579.3	-3.8	1.460e-59	1.016e-56
BTG2	8282.4	-4	2.539e-59	1.748e-56
MICAL2	11231.7	-4	2.909e-59	1.898e-56
PIGQ	7370.2	-3.4	5.394e-59	3.265e-56
RNF19A	6648.3	-3.8	4.329e-58	2.602e-55
SLC4A1	63651.4	-7.1	8.700e-58	4.995e-55
FAM214B	5742.8	-4.8	1.105e-56	6.098e-54
PKM	1976.4	5.2	1.802e-56	9.258e-54
WIPI1	1018.4	-2.9	1.797e-56	9.258e-54
ARG1	5418.7	-7.9	1.913e-56	9.538e-54
FZD3	217.2	6	5.380e-56	2.532e-53
ISG20	3261.8	-5.6	2.158e-55	1.036e-52
CALCOCO1	15382.8	-4.5	3.230e-55	1.502e-52
CLK3	8742.9	-4.4	2.276e-54	9.962e-52
SP2	1226.4	-1.8	2.296e-54	9.962e-52
S100A4	2549.2	6	4.185e-54	1.729e-51
KLHDC8A	1648.1	-5.2	5.008e-54	1.937e-51
MARCH8	25353.1	-4.8	1.187e-53	4.465e-51
