gene	baseMean	log2FoldChange	pvalue	padj
SERPINB1	872.4	3	2.369e-33	3.238e-29
ELANE	473.6	10.3	1.180e-32	8.303e-29
MPO	3598.5	9.9	4.861e-32	2.030e-28
AGPAT2	143.6	2.6	5.342e-30	1.971e-26
HLA-E	875.6	2.8	1.765e-25	4.824e-22
GSN	782	3.5	6.337e-25	1.426e-21
PRTN3	352.8	10	6.763e-25	1.426e-21
RABAC1	735.2	2.3	1.084e-23	1.906e-20
HDAC5	2641.7	3.3	1.376e-23	1.916e-20
PBXIP1	703.7	1.8	1.573e-23	2.296e-20
ANK1	27203.9	-2.5	1.135e-22	1.293e-19
LPXN	334.3	2.8	1.784e-22	3.422e-19
ST3GAL4	387.4	3.1	5.323e-22	5.762e-19
TMSB4X	2576.2	3.3	1.160e-21	1.039e-18
NTRK1	265.8	4.5	2.236e-21	2.097e-18
RHBDD2	1141.1	2.5	7.963e-21	6.236e-18
ALOX5	262.5	5.7	1.741e-20	1.441e-17
NFIA	4157	-2.1	2.189e-20	1.524e-17
RGS2	77.9	3.9	2.064e-20	1.604e-17
STAB1	64.7	8.1	2.316e-20	1.629e-17
RASGRP3	488.1	4.7	3.025e-20	2.126e-17
FES	399.9	2.7	9.271e-20	5.932e-17
ALAS1	1346.2	2.9	1.864e-19	1.140e-16
TSPAN17	985.7	-2.1	3.830e-19	2.181e-16
UBA7	473.6	2	3.559e-19	3.150e-16
LAT2	262.6	4.3	5.819e-19	3.150e-16
GRAP2	1003.8	2.8	1.198e-18	6.062e-16
HK3	210.4	7.7	9.266e-19	6.672e-16
MBOAT7	542	3	1.826e-18	9.295e-16
SPINK2	35.3	8.2	2.761e-18	1.340e-15
DNAJA4	3820.7	-2.4	3.482e-18	1.408e-15
CD97	313.2	2.4	3.969e-18	1.920e-15
FCGR2B	62.3	5.7	7.355e-18	1.968e-15
DUSP6	176.1	4.9	5.539e-18	2.522e-15
CORO1A	693.7	3.9	8.053e-18	3.396e-15
GDF15	24091.5	-2.9	9.772e-18	3.401e-15
RAB31	55.3	4.5	1.152e-17	4.381e-15
RFESD	1676.4	-2.6	1.348e-17	4.865e-15
CAMLG	743	1.7	1.480e-17	4.865e-15
CYLD	1199.3	2	1.208e-17	6.071e-15
SLC6A8	1068.7	-3	5.557e-17	1.698e-14
QSOX1	468.5	2.9	1.424e-16	4.554e-14
SCAMP2	1387.2	1	1.560e-16	4.554e-14
PLAUR	199.3	3.8	1.412e-16	4.554e-14
CTSS	108.3	3	1.578e-16	4.934e-14
PARVG	282.4	4.2	1.510e-16	5.080e-14
PROM1	33.4	8.9	1.632e-16	5.374e-14
