gene	baseMean	log2FoldChange	pvalue	padj
PKM	1976.4	10.6	3.605e-190	5.255e-186
TNS1	26244.5	-6.9	2.624e-162	1.913e-158
SLC25A37	195757.6	-6.3	1.564e-133	7.716e-130
TRAK2	13529.9	-4.9	1.253e-105	6.390e-102
AGPAT2	143.6	7.5	1.905e-105	7.528e-102
DOCK2	373.8	8.7	1.806e-99	6.940e-96
SLC4A1	63651.4	-9.4	6.708e-96	1.954e-92
HBA2	781957.4	-8.3	7.037e-94	1.774e-90
CLU	818.5	8.5	5.358e-91	7.618e-88
PIGQ	7370.2	-4.1	2.381e-87	3.650e-84
SNX22	895.2	-5.2	2.226e-86	2.950e-83
CD53	469.7	7.6	8.701e-86	9.997e-83
NFIA	4157	-4.2	9.106e-86	1.413e-82
HLA-E	875.6	5	7.059e-85	7.351e-82
QSOX1	468.5	6.9	1.417e-84	2.485e-81
ARHGDIB	2010.6	6.2	1.450e-83	1.341e-80
GAB1	1977.4	-3.2	1.318e-80	1.563e-77
DNAJA4	3820.7	-4.9	2.590e-80	2.934e-77
ANK1	27203.9	-4.5	1.005e-78	7.709e-76
SLC25A39	98563.2	-4.1	9.473e-78	9.553e-75
S100A11	848.5	8.8	2.408e-77	1.484e-74
SOX6	2724.6	-8	1.166e-76	7.727e-74
EPOR	5014.2	-3.6	4.159e-76	3.647e-73
DMTN	16505.4	-3.7	8.269e-74	5.280e-71
TMEM56	3040.4	-6.7	6.117e-73	3.568e-70
PPOX	3294	-3.3	1.324e-72	7.423e-70
FAM132B	1985.3	-7.1	1.206e-71	6.847e-69
TSPO2	1800.8	-9	1.351e-71	7.033e-69
RAD23A	10450.8	-3	2.069e-71	1.455e-68
HMBS	49478.2	-5.4	8.698e-71	4.227e-68
HAGH	5024.2	-3.5	2.851e-70	1.361e-67
CORO1A	693.7	7.9	1.177e-69	5.009e-67
SLC22A4	2867.3	-4.7	5.215e-69	2.339e-66
NDST1	256.8	7.7	6.420e-69	3.002e-66
GDF15	24091.5	-5.5	6.159e-68	3.588e-65
RAB3IL1	1325.7	-6.5	3.977e-67	1.537e-64
RAP1GAP	10780.6	-7	1.130e-66	4.681e-64
MGST1	385.3	8.3	9.777e-67	6.767e-64
ARHGAP4	456.8	6.5	1.835e-66	1.237e-63
TNXB	2411.1	-6.6	3.159e-65	1.169e-62
CR1L	2068.2	-5.5	7.837e-65	3.898e-62
CAPN5	797.6	-5.9	1.629e-64	4.963e-62
ANXA2	697.7	7.4	2.795e-63	8.319e-61
HCLS1	859.8	4	6.332e-63	1.959e-60
PPP1R26	67.9	5.9	5.094e-62	2.129e-59
ENPP3	348.3	8.2	1.188e-61	3.561e-59
KEL	3675.5	-4.8	1.180e-61	5.063e-59
FXYD5	736.3	5.6	2.494e-61	7.072e-59
IL9R	309	8.2	7.861e-61	4.219e-58
IL15RA	570.3	-3.7	2.111e-60	5.404e-58
SLC2A1	41223.5	-4.5	2.901e-60	8.418e-58
MFSD10	613.7	5.5	6.162e-60	1.613e-57
ACHE	3182	-7.4	4.481e-60	1.724e-57
FES	399.9	4.7	7.852e-60	2.120e-57
RP11-85G21.3	3063.1	-7.2	1.442e-59	4.018e-57
ITSN1	1173.7	-4.4	7.037e-59	1.861e-56
CNN2	459.8	5	9.244e-59	2.364e-56
RFESD	1676.4	-4.6	1.047e-58	2.672e-56
KCNAB2	907.5	3.7	5.816e-58	1.261e-55
GYPC	25713.8	-3.9	1.774e-56	4.376e-54
SLC22A23	1694.7	-3.7	7.263e-56	1.709e-53
SPTA1	21834.6	-5.7	2.964e-55	6.970e-53
SLC6A9	4749.9	-7.1	1.355e-54	3.182e-52
DBI	750.1	4.9	1.727e-54	3.935e-52
CD63	2649.3	6.2	2.184e-54	6.778e-52
KLHDC8A	1648.1	-6.2	4.302e-54	9.503e-52
SMIM5	2302.1	-4.3	6.833e-54	1.509e-51
ICAM3	275.2	5.9	1.711e-53	4.001e-51
OSBP2	10144.9	-6	1.654e-53	4.834e-51
DOK2	136.1	6.1	1.866e-53	5.804e-51
RHCE	7813.1	-6.9	3.314e-53	6.805e-51
HBM	25525	-9.5	4.740e-53	9.599e-51
BST2	428.4	4.5	3.368e-53	1.064e-50
WIPI1	1018.4	-2.8	1.994e-52	3.928e-50
P2RY8	278.9	7.9	4.466e-52	9.409e-50
NAAA	60.5	5.8	8.397e-52	1.373e-49
CTSS	108.3	8.9	9.004e-52	2.547e-49
PRSS57	1058.3	11.2	1.892e-51	3.536e-49
YPEL4	4670.4	-5.5	3.150e-51	8.041e-49
FAM65C	14857.4	-4.5	4.743e-51	1.209e-48
SERPINB1	872.4	3.4	1.211e-50	2.036e-48
MSRB3	143.1	6.3	1.289e-50	3.241e-48
LIMD2	192.3	5.8	1.868e-50	3.765e-48
PARVG	282.4	7.7	1.856e-50	3.765e-48
AHSP	59630.8	-7	2.357e-50	5.593e-48
ALAS2	134100.6	-7.8	3.362e-50	5.700e-48
EPB42	33840.9	-7.3	4.234e-50	9.814e-48
RAB3D	201.8	7.5	1.029e-49	1.859e-47
SLC6A8	1068.7	-5	1.197e-49	1.961e-47
TWF2	100.2	3.4	1.808e-49	3.887e-47
CTSW	161.7	7.6	2.467e-49	4.590e-47
GM2A	447.6	5.7	7.234e-49	1.084e-46
PTPN6	878.1	8.1	8.810e-49	1.226e-46
ART4	1560.2	-9.1	8.881e-49	1.315e-46
SLC25A42	608.3	-3.4	9.833e-49	1.324e-46
HLA-DRB1	144.5	9.6	7.720e-49	1.658e-46
MFSD2B	2577.2	-3.5	1.509e-48	2.302e-46
OPTN	14737.2	-4	1.865e-48	2.816e-46
MICAL2	11231.7	-3.6	2.312e-48	4.763e-46
ITPR2	595.7	4.7	4.251e-48	5.440e-46
GAB2	251.3	6	4.177e-48	7.685e-46
MGST3	5574.7	-4.5	8.685e-48	1.241e-45
BHLHE40	220.9	8.6	8.041e-48	1.322e-45
CD97	313.2	3.9	1.044e-47	1.384e-45
RHOH	163.5	6.3	1.015e-47	1.637e-45
LEPROT	2572.5	-1.9	1.222e-47	1.706e-45
C16orf54	131.1	8	9.234e-48	1.879e-45
GMFG	452.3	5.6	9.312e-48	2.268e-45
UBAC1	9133.3	-4.1	1.538e-47	2.877e-45
NGFRAP1	171.8	7	2.626e-47	3.772e-45
CTSL	4095.8	-4.1	4.789e-47	8.797e-45
FAM13A	1344.5	-3.7	8.235e-47	1.072e-44
CD38	328.2	8	5.156e-47	1.200e-44
FAM122C	276.5	-3	9.408e-47	1.304e-44
KDM4C	2920.6	-2.2	1.090e-46	1.453e-44
SP2	1226.4	-1.7	2.335e-46	2.981e-44
FCHO2	1868.2	-3.5	3.021e-46	3.592e-44
CHAC2	562.6	-3.2	3.644e-46	4.257e-44
MBOAT7	542	4.6	3.725e-46	4.261e-44
ATP1B2	1179.8	-7.7	7.187e-46	8.333e-44
DCUN1D1	9708.7	-2.5	7.458e-46	1.257e-43
AP2A1	2636.9	-3.1	1.208e-45	1.466e-43
ALAS1	1346.2	4.2	1.256e-45	1.512e-43
SPTB	17075.2	-5.7	1.339e-45	1.654e-43
ARHGAP9	281.6	7.5	1.694e-45	2.141e-43
MBNL2	6149.7	-3.1	1.607e-45	2.573e-43
COTL1	440.3	7.6	2.349e-45	2.922e-43
SORBS1	1374.2	-3.5	5.757e-45	6.558e-43
ARHGEF6	959.1	5.6	8.063e-45	9.113e-43
HP1BP3	2905.6	-1.5	1.011e-44	1.151e-42
ANXA1	1977.5	8.8	1.738e-44	1.964e-42
LY6E	228.3	5.7	1.916e-44	2.307e-42
MANBA	292	3.6	3.597e-44	3.729e-42
ACTG1	6880	4.6	4.690e-44	7.059e-42
SYTL1	96.4	4.3	5.483e-44	8.844e-42
ITGB2	679.1	6.9	1.192e-43	1.193e-41
HSH2D	412.7	7.4	1.374e-43	1.585e-41
MSN	3712.2	4.1	1.751e-43	1.878e-41
ARPC1B	814.6	3.8	2.215e-43	2.170e-41
CST7	321.5	10.5	1.810e-43	2.981e-41
RAB37	288.6	6.9	3.697e-43	6.896e-41
ISG20	3261.8	-5.1	7.033e-43	9.989e-41
TANGO2	2825.1	-3.4	2.016e-42	2.055e-40
MBOAT2	3015.1	-3.9	2.640e-42	2.673e-40
ANKRD44	75.3	6.2	3.214e-42	4.571e-40
MYL4	2920	-5.6	7.371e-42	7.472e-40
BTG2	8282.4	-3.3	7.500e-42	7.767e-40
IFITM2	1359.4	7.2	8.251e-42	7.767e-40
ST3GAL4	387.4	4.1	1.656e-41	1.533e-39
RNF130	1140.8	5.9	3.803e-41	3.528e-39
HK2	181.6	6.8	2.913e-41	3.624e-39
RAB6B	1286.1	-4.6	3.911e-41	3.751e-39
ARRB1	130.1	5.7	3.825e-41	4.701e-39
PYGL	582.6	5.6	7.095e-41	6.272e-39
PHOSPHO1	5135.4	-6.7	7.387e-41	7.257e-39
CD37	276.8	4.1	7.139e-41	7.257e-39
PLEK	869.5	9	9.850e-41	8.541e-39
CLCN3	7183	-4.2	1.202e-40	1.109e-38
AHNAK	665.9	7.4	1.245e-40	1.141e-38
TAGAP	91.9	7.3	9.911e-41	1.198e-38
LGALS1	903.3	10.8	1.845e-40	1.482e-38
PLCG2	94.3	7.5	1.418e-40	1.729e-38
SMYD3	113.8	3.8	2.623e-40	3.027e-38
MPO	3598.5	10.5	2.645e-40	3.253e-38
GCNT1	133	6.6	2.903e-40	3.308e-38
GRAMD1A	74.5	6.2	2.925e-40	3.409e-38
ARRDC1	349.3	3.4	2.808e-40	3.876e-38
MLKL	55.6	6.1	3.555e-40	4.025e-38
CAPG	698.9	8.6	1.089e-39	9.391e-38
PPIP5K2	4135.1	-2.4	9.158e-40	1.086e-37
RABGAP1L	3589.4	-2.3	1.316e-39	1.552e-37
IL2RG	361.7	6.8	1.455e-39	1.951e-37
PTPLAD2	231.9	3.1	2.397e-39	2.346e-37
IGLL1	258.3	9.2	2.700e-39	2.627e-37
CERCAM	121.6	8.3	2.192e-39	2.727e-37
FZD5	777.3	-4.2	4.537e-39	3.299e-37
NRROS	101.5	6.6	2.869e-39	3.342e-37
TBC1D10C	109.2	6.1	2.769e-39	3.388e-37
AK1	1137.4	-3.7	5.626e-39	4.512e-37
TMEM123	510.1	3.8	4.271e-39	6.241e-37
GAS2L3	312.4	-3.4	8.377e-39	6.381e-37
FLNB	226.4	6.4	8.363e-39	7.780e-37
UCP2	28065.8	-4	1.046e-38	8.463e-37
SPATA9	162.6	-4.1	9.496e-39	9.696e-37
HYAL3	467.8	4.5	3.508e-38	2.614e-36
ABR	139	4.5	3.374e-38	3.950e-36
TMEM63B	1745.1	-3.2	5.884e-38	4.378e-36
HBB	4178049.6	-6.7	6.685e-38	5.263e-36
FHDC1	6915.9	-5.9	6.957e-38	5.366e-36
ELMO1	417	4.1	5.020e-38	6.913e-36
VAT1	1643.6	5.1	8.901e-38	6.913e-36
RGS19	101.9	6.8	6.361e-38	7.215e-36
SLC2A4	3229.9	-6	6.922e-38	7.233e-36
RILPL2	255.6	4.2	1.060e-37	9.252e-36
PIK3CD	189	6.8	9.915e-38	9.552e-36
LIF	233.2	8.4	1.311e-37	1.056e-35
TRIM10	5395.7	-8.9	1.627e-37	1.266e-35
KANK1	103	4.3	2.823e-37	3.105e-35
GALM	83.4	6.4	4.641e-37	4.607e-35
DARC	1005.1	-5.6	7.576e-37	5.523e-35
SELENBP1	15553.5	-7.5	6.785e-37	6.808e-35
ITGA2B	1319.1	5.7	1.080e-36	7.914e-35
TNFSF10	56.1	6.9	8.458e-37	7.925e-35
PRR5	1004.6	-3.2	1.135e-36	8.238e-35
CLIC2	9423.7	-3.9	1.170e-36	8.444e-35
LAT2	262.6	5.9	1.093e-36	8.979e-35
YIPF6	2016.1	-2.4	1.329e-36	9.502e-35
TMEM14B	1816.3	-2.3	1.416e-36	1.008e-34
SLC16A3	146.1	5.8	1.717e-36	1.623e-34
PDIA5	113.5	5.9	1.791e-36	1.758e-34
METTL4	614.4	-2.2	3.014e-36	1.828e-34
C6orf25	171	10.1	2.707e-36	2.030e-34
TTYH3	177.6	4.8	2.367e-36	2.088e-34
ETV6	271.1	4.7	3.513e-36	3.084e-34
H1F0	3878.3	-4.4	3.356e-36	3.183e-34
ARHGAP25	120.2	7	3.591e-36	3.284e-34
CD33	88.1	7.8	3.634e-36	3.453e-34
MORC3	4798.2	-2.7	3.936e-36	3.681e-34
SLC17A9	331	6	5.715e-36	3.805e-34
CD84	315.1	7	3.730e-36	3.909e-34
LBH	6609.7	-3.4	6.568e-36	4.554e-34
RNF123	6037.2	-3.8	7.642e-36	5.094e-34
