gene	baseMean	log2FoldChange	pvalue	padj
TNS1	26244.5	-6.4	7.368e-145	8.739e-141
SMOX	3874.6	-5.8	2.704e-73	1.603e-69
PKM	1976.4	6.5	2.602e-72	1.087e-68
ITSN1	1173.7	-4.7	1.417e-69	4.569e-66
TSPO2	1800.8	-5.8	2.456e-69	5.985e-66
SLC25A37	195757.6	-4.4	1.031e-67	2.102e-64
AQP1	1602.8	-9.7	6.039e-58	1.113e-54
CR1L	2068.2	-5	5.325e-57	8.140e-54
MGST1	385.3	7.6	1.359e-56	1.975e-53
TXNIP	17597.1	-2.9	5.752e-53	8.058e-50
RP11-343N15.5	162.2	-3.2	1.110e-50	1.452e-47
TRAK2	13529.9	-3.3	1.452e-50	1.695e-47
C7orf73	6939.9	-2.4	1.508e-49	1.419e-46
ART4	1560.2	-7.6	2.042e-49	1.777e-46
SLC4A1	63651.4	-6.5	1.815e-48	1.480e-45
SP2	1226.4	-1.7	6.653e-47	5.210e-44
RP11-85G21.3	3063.1	-5.4	1.609e-45	1.158e-42
IL9R	309	7	5.072e-45	3.500e-42
PIGQ	7370.2	-2.9	3.375e-44	2.106e-41
ANXA2	697.7	6.1	3.544e-44	3.539e-41
RAD23A	10450.8	-2.3	6.101e-43	3.553e-40
KANK1	103	4.6	6.176e-43	3.942e-40
SOX6	2724.6	-5.4	8.657e-43	4.603e-40
IRF9	258.8	-3.1	3.056e-42	1.976e-39
SLC27A5	116.7	3.3	6.903e-42	3.878e-39
WIPI1	1018.4	-2.4	1.236e-41	5.792e-39
BTG2	8282.4	-3.3	4.185e-41	2.172e-38
DMTN	16505.4	-2.7	2.641e-40	1.118e-37
FAM216A	145.8	4	1.274e-39	6.285e-37
SMIM5	2302.1	-3.5	1.368e-37	5.408e-35
PPP1R26	67.9	4.6	1.531e-37	8.237e-35
PMP22	734	3.8	2.799e-37	1.172e-34
HP1BP3	2905.6	-1.3	6.060e-37	2.301e-34
CD53	469.7	4.8	1.005e-35	4.140e-33
HAGH	5024.2	-2.4	1.404e-35	4.905e-33
LY6E	228.3	5	1.233e-35	6.480e-33
MFAP3L	201.8	-4.6	5.567e-35	2.278e-32
EGFL7	698.8	4.8	4.334e-35	2.278e-32
STAT5A	962.2	4.7	7.119e-35	2.510e-32
SLC22A4	2867.3	-3.3	8.446e-35	2.646e-32
ACSL6	1772.4	-8.3	1.243e-34	3.911e-32
AGPAT2	143.6	4.2	1.337e-34	4.680e-32
CLK3	8742.9	-3.5	1.694e-34	4.936e-32
CYB561	156.7	5.3	1.273e-34	5.154e-32
ERGIC1	205.9	2.9	4.008e-34	1.485e-31
ADORA2B	116.8	4.4	6.779e-34	2.166e-31
SNX22	895.2	-2.9	8.174e-34	2.436e-31
E2F2	5017.7	-4.2	5.367e-33	1.401e-30
HK2	181.6	6	1.397e-32	4.747e-30
BCAM	541.1	-8.3	1.188e-32	4.747e-30
TMEM233	682	-7.6	1.270e-32	4.973e-30
FAM122C	276.5	-2.3	2.578e-32	9.375e-30
LRRN2	287.8	-7.9	4.735e-32	1.061e-29
BEST3	480.5	-6.4	4.399e-32	1.092e-29
GCNT2	2813.2	-3.1	1.185e-31	3.018e-29
DOK2	136.1	4.6	2.156e-31	5.976e-29
C21orf58	1019.7	-3.1	8.709e-31	1.861e-28
ULBP1	202.7	-5.5	9.421e-31	2.708e-28
KLHDC8A	1648.1	-3.9	1.845e-30	4.196e-28
IL2RG	361.7	5.9	1.851e-30	4.196e-28
BST2	428.4	3.4	2.061e-30	4.196e-28
MBNL2	6149.7	-2.5	2.296e-30	4.641e-28
LY9	95.4	-6.4	2.195e-30	4.893e-28
ARHGAP4	456.8	4.4	2.648e-30	4.914e-28
HDAC6	2355.3	-1.4	5.821e-30	1.079e-27
ISG20	3261.8	-4.1	5.913e-30	1.079e-27
FAM117B	105.5	3.3	6.644e-30	1.653e-27
S100A11	848.5	5.4	7.169e-30	2.106e-27
HBA2	781957.4	-4.6	1.049e-29	2.130e-27
TRIB3	6103.4	-5.2	1.535e-29	2.600e-27
KAT2B	1336.6	-3.9	1.515e-29	2.752e-27
AGPAT4	1443.3	-4.6	1.693e-29	3.033e-27
IL1R1	361.3	-6.4	2.196e-29	3.573e-27
GNA15	461	4.9	2.525e-29	4.052e-27
JAZF1	3309.2	-4.4	3.320e-29	5.546e-27
PPOX	3294	-2	4.985e-29	8.022e-27
GRAP2	1003.8	-3.2	5.584e-29	9.354e-27
IFITM2	1359.4	5.9	8.041e-29	1.256e-26
HDAC5	2641.7	-3.4	1.004e-28	1.555e-26
YPEL4	4670.4	-3.8	2.126e-28	3.250e-26
RAD21	3461.5	-1.5	3.092e-28	4.783e-26
SLC2A1	41223.5	-3	4.396e-28	6.556e-26
MSN	3712.2	3.3	7.686e-28	1.132e-25
METTL4	614.4	-1.9	4.972e-28	1.168e-25
FZD3	217.2	3.4	7.399e-28	1.252e-25
PAQR9	121.9	-5.5	7.856e-28	1.283e-25
FAXDC2	6447.2	-4.4	1.024e-27	1.439e-25
SLC6A9	4749.9	-4.8	1.100e-27	1.751e-25
RHOH	163.5	4.8	1.109e-27	1.792e-25
HCLS1	859.8	2.6	1.263e-27	1.966e-25
KCNK5	364.4	3.5	1.564e-27	2.042e-25
