gene	baseMean	log2FoldChange	pvalue	padj
PKM	1976.4	3.8	4.434e-34	5.527e-30
SLC4A1	63651.4	-5.4	2.037e-29	1.270e-25
DOCK2	373.8	3.9	3.428e-26	3.786e-22
SLC25A37	195757.6	-2.8	2.453e-24	7.423e-21
CR1L	2068.2	-3.5	6.903e-23	1.721e-19
TNS1	26244.5	-2.6	1.015e-22	2.048e-19
HLA-DRB1	144.5	3.7	9.792e-20	1.484e-16
SOX6	2724.6	-3.9	2.366e-19	3.924e-16
TSPO2	1800.8	-3.4	6.164e-19	1.131e-15
FAM122C	276.5	-1.9	1.640e-17	2.760e-14
WIPI1	1018.4	-1.7	3.863e-17	6.013e-14
LIMD2	192.3	3.1	2.780e-15	3.898e-12
BTG2	8282.4	-2.1	4.056e-15	4.140e-12
ZNF521	64	5.8	8.012e-15	5.833e-12
CD53	469.7	2.9	8.301e-15	9.136e-12
DNAJA4	3820.7	-2.1	1.538e-14	1.159e-11
TMEM233	682	-6.5	4.760e-14	4.622e-11
GYPB	9515.1	-4.9	2.288e-13	1.584e-10
ART4	1560.2	-4.3	1.790e-13	1.588e-10
ACHE	3182	-3.4	3.449e-13	2.088e-10
CA2	8402.7	-3.7	3.339e-13	2.110e-10
PLEKHH3	96.7	-3.2	6.919e-13	4.062e-10
MATK	27.2	5	1.279e-12	5.415e-10
PARVG	282.4	4	1.567e-12	1.098e-09
CD38	328.2	3.9	2.207e-12	1.512e-09
BEST3	480.5	-4.6	3.438e-12	2.264e-09
OPTN	14737.2	-2	6.966e-12	3.216e-09
SYNE3	779.8	-2.3	4.323e-12	4.145e-09
TESPA1	1256.9	2.2	8.344e-12	4.851e-09
CAPN5	797.6	-2.2	1.053e-11	6.011e-09
CFH	74.9	4.1	1.725e-11	7.319e-09
PTK7	35.1	4.9	2.834e-11	9.054e-09
TRAK2	13529.9	-1.6	3.066e-11	1.233e-08
GMFG	452.3	2.7	1.356e-11	1.322e-08
CHAC1	503.2	-3.6	1.430e-11	1.354e-08
ZBTB16	103.3	3.9	3.739e-11	1.366e-08
HEMGN	15316.5	-4.2	3.872e-11	1.388e-08
GAS2L3	312.4	-1.9	1.650e-11	1.439e-08
TAC3	185	-2.7	3.623e-11	1.534e-08
GYPA	14109.7	-4.7	6.342e-11	1.892e-08
CTSW	161.7	3.1	4.571e-11	1.892e-08
PYCARD	106.3	3.9	8.413e-11	2.116e-08
TMEM156	17	4.3	1.109e-10	2.233e-08
TXNIP	17597.1	-1.3	7.436e-11	2.242e-08
C16orf54	131.1	3.1	1.103e-10	2.673e-08
LEPROT	2572.5	-0.9	1.049e-10	2.750e-08
GRAP2	1003.8	-2	7.861e-11	2.761e-08
PAQR9	121.9	-5.1	1.559e-10	3.543e-08
CTSS	108.3	2.5	1.897e-10	4.107e-08
HP1BP3	2905.6	-0.7	1.730e-10	4.171e-08
FABP5	51.4	2.4	3.180e-10	4.204e-08
P2RY8	278.9	3.3	1.355e-10	4.303e-08
PIGQ	7370.2	-1.4	2.413e-10	5.676e-08
PLAC8	94.1	4.7	3.016e-10	6.093e-08
TAGAP	91.9	3	2.641e-10	6.166e-08
ALAS2	134100.6	-3.5	2.553e-10	6.166e-08
ULBP1	202.7	-4.1	2.487e-10	7.343e-08
ITGAL	327.6	5.8	1.338e-10	7.644e-08
CARNS1	54.8	-2.8	4.462e-10	7.709e-08
PRSS57	1058.3	4.5	2.292e-10	8.302e-08
AQP1	1602.8	-4	2.697e-10	9.524e-08
BATF	52.3	2.5	5.793e-10	9.524e-08
CD33	88.1	3.7	5.774e-10	9.998e-08
ARHGEF37	561.1	-2.1	3.820e-10	1.006e-07
CD244	84.4	3.4	5.708e-10	1.134e-07
SOX4	72.4	3.3	6.841e-10	1.346e-07
SPTB	17075.2	-2.6	6.797e-10	1.346e-07
TRIM10	5395.7	-4.5	7.622e-10	1.388e-07
RASSF2	256.3	5.7	5.643e-10	1.388e-07
TMEM56	3040.4	-2.3	9.484e-10	1.640e-07
NDST1	256.8	2.6	7.545e-10	1.792e-07
EPB42	33840.9	-3.2	1.213e-09	2.100e-07
RAB34	121.2	3.6	1.611e-09	2.341e-07
KCNQ5	19.9	4.5	1.796e-09	2.474e-07
IL9R	309	2.6	5.866e-10	2.557e-07
COTL1	440.3	3.4	1.126e-09	2.557e-07
PMM1	464.8	-1.7	1.402e-09	3.069e-07
CYSTM1	3137.2	-2.1	2.001e-09	3.403e-07
MBOAT2	3015.1	-1.8	2.675e-09	4.493e-07
HSH2D	412.7	3.4	2.176e-09	4.586e-07
CLU	818.5	2.6	1.246e-09	5.095e-07
GAL	33.4	2.5	8.107e-09	5.310e-07
CST7	321.5	3.6	2.726e-09	5.625e-07
AHNAK	665.9	3.6	2.852e-09	5.814e-07
HPGDS	111.5	5	5.028e-09	6.453e-07
LRRN2	287.8	-4.7	2.248e-09	8.661e-07
OBSCN	132.3	2.9	7.001e-09	8.778e-07
SMOX	3874.6	-2	6.724e-09	9.526e-07
IL1B	69.5	3.3	1.120e-08	1.625e-06
SLC22A4	2867.3	-1.6	1.238e-08	1.715e-06
SMIM5	2302.1	-1.7	1.379e-08	2.050e-06
PPIP5K2	4135.1	-1.1	1.427e-08	2.057e-06
MGST3	5574.7	-1.8	1.633e-08	2.126e-06
NGFRAP1	171.8	2.6	1.192e-08	2.133e-06
SLC6A9	4749.9	-2.6	2.286e-08	3.193e-06
DPPA4	50.7	3.5	3.217e-08	3.426e-06
ARHGDIB	2010.6	1.9	2.942e-08	3.657e-06
PPP1R26	67.9	1.3	3.456e-08	3.847e-06
MARVELD1	58.8	2.4	3.777e-08	3.850e-06
ISG20	3261.8	-2.2	3.174e-08	3.850e-06
CTTNBP2	66.6	3.7	4.231e-08	4.270e-06
CTD-2562J17.7	54.9	4.3	4.363e-08	4.373e-06
ARHGAP30	301.8	2.9	2.828e-08	4.532e-06
MECOM	23.6	4.2	5.711e-08	4.756e-06
LAPTM4B	126.6	3.4	4.713e-08	4.897e-06
INPP4B	25.6	3.6	6.840e-08	5.008e-06
SEPT6	291.6	2.7	3.701e-08	5.710e-06
MARCKSL1	78	2.1	6.106e-08	5.974e-06
FBXO41	43	4.5	7.092e-08	6.652e-06
CA3	21.1	-5.5	7.239e-08	6.708e-06
SLC25A39	98563.2	-1.3	6.620e-08	7.219e-06
RAD23A	10450.8	-0.9	7.245e-08	7.799e-06
KIF26A	243.7	-3.8	5.361e-08	8.124e-06
PHOSPHO1	5135.4	-2.7	7.101e-08	8.265e-06
CERCAM	121.6	3	9.454e-08	8.968e-06
HMBS	49478.2	-1.7	8.293e-08	9.668e-06
VAT1L	21.6	-5.7	1.476e-07	9.788e-06
RELN	14.9	-7.1	1.650e-07	1.085e-05
CPXM1	103	4.3	1.279e-07	1.131e-05
VAV1	88	2.4	1.032e-07	1.131e-05
GAB1	1977.4	-0.9	1.274e-07	1.274e-05
KLHDC8A	1648.1	-2	7.275e-08	1.284e-05
EDARADD	45.5	4	1.579e-07	1.298e-05
PPFIBP1	34.6	2.2	1.579e-07	1.298e-05
HBA2	781957.4	-2.3	1.354e-07	1.306e-05
CHPF	50.3	4.9	2.490e-07	1.332e-05
CBFB	168.3	3.1	1.077e-07	1.439e-05
FCHO2	1868.2	-1.4	1.207e-07	1.556e-05
HDC	4223.4	4.2	1.761e-07	1.645e-05
HLA-DRA	250.6	4.1	1.324e-07	1.725e-05
CTC-756D1.3	166.5	-2.4	1.343e-07	1.725e-05
ADM	64.1	-6.8	2.392e-07	1.852e-05
SPI1	72.2	4.7	2.352e-07	1.929e-05
XYLT1	142.4	4	2.084e-07	2.046e-05
FMNL1	91.4	4.1	2.869e-07	2.254e-05
AC002454.1	9.5	3.2	1.349e-07	3.084e-05
MYCT1	36.3	3.6	6.292e-07	3.097e-05
FAXDC2	6447.2	-2.2	3.491e-07	3.117e-05
AE000661.50	66.8	4.9	4.482e-07	3.117e-05
HBM	25525	-3.3	3.457e-07	3.117e-05
RABGAP1L	3589.4	-0.9	3.370e-07	3.171e-05
AK1	1137.4	-1.5	2.423e-07	3.707e-05
IGLL1	258.3	3.2	3.318e-07	3.831e-05
FAM83A	2221.9	-2.8	4.665e-07	3.921e-05
OSBPL2	1901.1	-1.1	3.561e-07	4.055e-05
FBXO8	577.9	-1.3	2.261e-07	4.158e-05
AC004381.6	1015	-1.2	3.114e-07	4.602e-05
STAMBPL1	30.7	3.6	1.451e-06	5.231e-05
MBOAT7	542	1.7	4.720e-07	5.231e-05
RP11-23I7.1	74.3	-6.5	7.698e-07	5.386e-05
CA1	17563.7	-5.5	6.522e-07	5.386e-05
SLC35F2	148.4	3	7.714e-07	5.536e-05
EPN2	378.6	-1.7	5.256e-07	5.883e-05
SNX22	895.2	-1.3	2.769e-07	5.958e-05
ARRB1	130.1	2.1	7.225e-07	6.021e-05
MAP4K1	35.5	2.6	9.474e-07	6.191e-05
H1F0	3878.3	-1.8	8.590e-07	6.623e-05
MOSPD1	4786.9	-1.6	8.689e-07	6.630e-05
ACSL6	1772.4	-4	4.885e-07	6.675e-05
GALNT14	24.3	4.8	1.103e-06	6.679e-05
RNF182	211	-4.4	6.390e-07	6.679e-05
FNBP1	132.1	3.3	8.856e-07	7.192e-05
ITPR2	595.7	1.7	4.390e-07	7.232e-05
RAB3D	201.8	2.5	7.209e-07	7.481e-05
LGALS1	903.3	4	7.307e-07	7.481e-05
LAIR1	396.5	4.4	4.041e-07	8.065e-05
RTKN2	12	3.9	1.648e-06	8.548e-05
IGFBP7	40.8	5.1	1.428e-06	8.692e-05
TUBG2	184	-1.9	8.959e-07	9.024e-05
SLC25A42	608.3	-1.2	9.241e-07	9.024e-05
UCP2	28065.8	-1.6	1.316e-06	9.314e-05
MGST1	385.3	1.9	5.262e-07	1.002e-04
CD300LF	127.7	5.1	1.642e-06	1.002e-04
SLC25A23	18.8	1.7	2.000e-06	1.002e-04
RHCE	7813.1	-2.3	1.330e-06	1.009e-04
KDM4C	2920.6	-0.8	1.354e-06	1.021e-04
NFIA	4157	-1.1	1.370e-06	1.027e-04
MPV17L	73.7	2	1.688e-06	1.034e-04
PITPNM2	21.3	3.6	1.854e-06	1.053e-04
PLCB2	328.7	4.3	5.707e-07	1.053e-04
ALCAM	60.4	2.6	3.549e-06	1.053e-04
ITGAM	169.3	3.6	1.157e-06	1.072e-04
CAPG	698.9	3.3	1.239e-06	1.142e-04
ARHGAP9	281.6	2.6	1.242e-06	1.155e-04
PRKAG2	55	2.2	2.156e-06	1.191e-04
TPTEP1	157.1	2.1	1.305e-06	1.201e-04
CNR2	51.6	5	2.238e-06	1.220e-04
TNFRSF8	13.9	3.5	2.691e-06	1.240e-04
MYO1F	325.9	3.9	4.515e-07	1.297e-04
PPOX	3294	-0.9	1.874e-06	1.302e-04
ANPEP	260.3	3.2	1.449e-06	1.302e-04
PARP6	119.1	2.7	1.958e-06	1.317e-04
AC016629.3	211.9	-2.9	1.541e-06	1.346e-04
RAB38	52.6	3.1	2.746e-06	1.378e-04
HK2	181.6	2.2	1.712e-06	1.442e-04
MAML3	99.3	2.2	2.141e-06	1.442e-04
DBN1	49.4	2.7	4.381e-06	1.499e-04
NCEH1	3331.4	-2.5	2.397e-06	1.509e-04
GYPE	3452	-3.5	2.319e-06	1.537e-04
CTSL	4095.8	-1.4	2.556e-06	1.537e-04
LGALS12	43.7	3.8	3.022e-06	1.537e-04
ACP6	34.1	1.6	3.133e-06	1.581e-04
TRERF1	69.9	5	2.528e-06	1.635e-04
FES	399.9	1.5	6.144e-07	1.635e-04
CLC	16420.4	4.7	2.700e-06	1.642e-04
CTDSPL	153.8	1.7	2.044e-06	1.672e-04
SETD7	34.7	1.9	3.413e-06	1.672e-04
ADAM28	68.9	3.6	3.267e-06	1.672e-04
RP11-343N15.5	162.2	-1.2	2.086e-06	1.686e-04
IL15RA	570.3	-1.1	2.064e-06	1.686e-04
CIITA	41.3	3	3.569e-06	1.724e-04
PDE4D	55.4	2.6	5.578e-06	1.774e-04
LIN7A	72.6	5.6	3.645e-06	1.808e-04
SLC27A5	116.7	1.1	3.003e-06	1.846e-04
CEP44	663.1	-1	2.342e-06	1.865e-04
RCAN3	20.7	3.5	4.728e-06	1.887e-04
P2RY2	55.2	5.2	6.074e-06	1.887e-04
WAS	48.7	2.8	6.129e-06	1.896e-04
KCNAB2	907.5	1.2	2.496e-06	1.951e-04
TNFSF14	22.7	3.4	5.583e-06	1.970e-04
UBAC1	9133.3	-1.4	3.529e-06	1.990e-04
RP11-20D14.6	5111.4	-2.7	3.761e-06	2.051e-04
GIMAP6	14.1	5.5	4.547e-06	2.085e-04
ARHGAP4	456.8	1.8	2.775e-06	2.089e-04
KLF10	1190.6	-1.3	3.005e-06	2.205e-04
IGFBP2	24.8	6.2	5.025e-06	2.267e-04
SATB1	438.4	1.5	1.555e-06	2.270e-04
LTBR	176.8	2.2	3.072e-06	2.272e-04
TMEM14B	1816.3	-0.9	2.408e-06	2.275e-04
GAB2	251.3	2	3.163e-06	2.275e-04
PAQR7	26	2.1	6.093e-06	2.285e-04
PSEN2	66.2	1.5	8.012e-06	2.324e-04
GAPT	111.4	5.1	4.985e-06	2.324e-04
GATM	16.3	2.4	7.007e-06	2.324e-04
PTPN22	152.5	2.2	3.260e-06	2.339e-04
TNFRSF25	38	2	8.189e-06	2.339e-04
OBSL1	48	4.4	5.756e-06	2.472e-04
YIPF6	2016.1	-0.9	4.337e-06	2.472e-04
NAAA	60.5	1.4	1.111e-05	2.496e-04
PLXDC2	97.9	2.8	5.712e-06	2.515e-04
SV2A	20.6	5.1	5.948e-06	2.516e-04
PRSS23	78.2	3.1	4.715e-06	2.517e-04
CELF2	525.9	3.1	1.860e-06	2.536e-04
DPF3	129.4	-2.2	4.805e-06	2.543e-04
IRF5	47.8	4.6	6.620e-06	2.757e-04
AGPAT2	143.6	1.1	6.394e-06	2.757e-04
TXNDC17	728.4	1	3.987e-06	2.764e-04
ATP7A	2739.6	-1.3	5.233e-06	2.799e-04
ZNF470	30.8	1.6	7.220e-06	2.823e-04
CHMP2A	3562.5	-0.8	5.917e-06	2.853e-04
DOK2	136.1	1.6	5.700e-06	2.933e-04
SLC44A2	2649	-1.3	5.869e-06	3.150e-04
CYBA	51.4	4.3	1.536e-05	3.260e-04
MFSD10	613.7	1.7	2.569e-06	3.351e-04
C1orf162	125.4	3.9	8.159e-06	3.394e-04
HTR1F	11.8	3	1.014e-05	3.430e-04
RP11-689B22.2	30.3	-1.9	8.775e-06	3.481e-04
GRIK5	21.6	4.2	8.876e-06	3.507e-04
BCAM	541.1	-4.2	5.560e-06	3.544e-04
LPCAT2	240.3	3.2	5.627e-06	3.674e-04
FKBP7	29	1.9	1.858e-05	3.823e-04
GRAMD1A	74.5	1.7	9.239e-06	3.847e-04
HS6ST1	115.3	2.8	7.753e-06	3.878e-04
TYROBP	248.9	4.4	6.418e-06	4.013e-04
HOXA9	36.1	3.1	1.145e-05	4.207e-04
FAM117B	105.5	1.3	1.032e-05	4.232e-04
RAB33A	34.1	3.4	2.107e-05	4.239e-04
DACH1	20.6	7.4	1.116e-05	4.245e-04
NQO1	120.4	2.3	1.051e-05	4.260e-04
GKN2	15.3	-3.8	1.395e-05	4.476e-04
PTGER2	19.5	4.5	1.208e-05	4.559e-04
RASGRP2	135.7	3.7	1.179e-05	4.577e-04
METTL4	614.4	-0.9	3.771e-06	4.577e-04
CERK	62.3	2.9	1.870e-05	4.600e-04
PSRC1	170	-1.7	7.888e-06	4.911e-04
ELMO1	417	1.5	8.048e-06	4.993e-04
PIK3R5	78.9	6.9	1.072e-05	5.093e-04
SCN9A	20.3	2.4	1.694e-05	5.260e-04
LTF	70.8	-2.8	1.133e-05	5.260e-04
PLCH1	11.6	3	1.512e-05	5.466e-04
CLCN3	7183	-1.5	1.139e-05	5.466e-04
RILPL2	255.6	1.5	9.292e-06	5.466e-04
MAPK12	48.7	1.9	3.006e-05	5.705e-04
CARD9	99.3	2.3	1.268e-05	5.874e-04
ANKS6	13.9	4.5	1.941e-05	5.897e-04
TMEM150A	21.4	2.3	1.993e-05	6.027e-04
LAMB2	26.5	5.4	3.221e-05	6.027e-04
FLI1	120.7	4.2	1.668e-05	6.117e-04
IL8	150.2	5	1.063e-05	6.169e-04
AKAP7	139.3	-1.5	1.360e-05	6.169e-04
SPIRE1	78.9	4.2	1.374e-05	6.212e-04
ETV6	271.1	1.7	1.080e-05	6.226e-04
WDFY2	177.7	1.1	1.100e-05	6.426e-04
CACNB3	19.8	2.7	2.188e-05	6.446e-04
LY6E	228.3	1.7	1.142e-05	6.570e-04
SLC2A3	269.5	2.7	1.163e-05	6.610e-04
THAP11	86.9	1.3	1.811e-05	6.653e-04
TRIM52	225.4	-0.8	1.212e-05	6.964e-04
RNF125	30.1	3.6	3.131e-05	7.061e-04
ALDH7A1	22.3	3.9	2.298e-05	7.435e-04
RAB44	87.4	5.6	1.701e-05	7.435e-04
RUNX2	75.7	4.5	2.135e-05	7.487e-04
DAPK2	25	4.4	2.226e-05	7.487e-04
TANGO2	2825.1	-1.1	1.697e-05	7.549e-04
KIF5A	121.4	-2.7	2.181e-05	7.557e-04
ARF3	288.2	2	1.366e-05	7.644e-04
SERPING1	15.5	3.8	2.745e-05	7.745e-04
CORO1A	693.7	2.1	7.350e-06	7.906e-04
SRGN	16589.3	3	2.032e-05	7.928e-04
HMHA1	352.7	1.7	1.490e-05	8.231e-04
DIAPH2	24.8	3.2	2.546e-05	8.359e-04
RAB3IL1	1325.7	-1.5	1.552e-05	8.359e-04
RNASE6	33	2.4	3.875e-05	8.359e-04
ARHGAP27	640.6	4.2	1.684e-05	8.855e-04
PRR3	254.6	0.8	1.650e-05	8.913e-04
AIF1	80.1	3.7	2.181e-05	8.913e-04
NCF1	136.1	4.3	2.656e-05	8.913e-04
DOCK11	470.3	1.7	1.726e-05	9.151e-04
PDIA5	113.5	1.9	2.788e-05	9.233e-04
KRBA1	21.3	1.8	3.835e-05	9.300e-04
GNB5	44.2	1.9	3.077e-05	9.333e-04
GALM	83.4	1.9	2.898e-05	9.548e-04
MORC3	4798.2	-1	2.548e-05	9.548e-04
FGR	40.3	7.2	5.765e-05	9.556e-04
C6orf89	3498.8	-0.8	2.606e-05	9.645e-04
CD36	12856	-2	2.365e-05	9.645e-04
DENND1C	75.9	3.8	2.440e-05	9.645e-04
MBNL1-AS1	150.9	2.7	1.935e-05	9.947e-04
PTRF	392.9	1.8	1.914e-05	9.959e-04
LEPREL4	13.4	3	3.795e-05	9.960e-04
TOX	19.9	6.3	4.252e-05	9.970e-04
CD74	726.3	3.5	1.966e-05	9.984e-04
TRIM15	149.9	-2.4	2.595e-05	1.007e-03
CXCR3	8.8	4.9	1.027e-05	1.025e-03
EZH1	2585.6	-1	2.588e-05	1.025e-03
GTPBP1	3872	-0.8	2.605e-05	1.029e-03
BCR	160.7	1.4	2.073e-05	1.035e-03
TMEM123	510.1	1.3	2.177e-05	1.060e-03
PLXNC1	124.1	2	3.291e-05	1.060e-03
GCNT2	2813.2	-1.2	3.036e-05	1.076e-03
CRISPLD1	26.1	4.1	4.235e-05	1.076e-03
ADCY9	23.8	3.2	3.825e-05	1.089e-03
TMOD2	39.6	-2.6	3.677e-05	1.093e-03
SVOPL	18.3	6.4	3.721e-05	1.103e-03
PPP6R1	1026.4	0.7	2.257e-05	1.103e-03
CD276	41.2	4.6	3.766e-05	1.113e-03
CYTIP	38.2	3.8	7.303e-05	1.127e-03
STAP1	84.4	3.1	3.037e-05	1.127e-03
CLEC12A	75	6	3.951e-05	1.201e-03
RP11-768F21.1	42	-4.5	4.178e-05	1.217e-03
LBH	6609.7	-1.2	3.531e-05	1.218e-03
SH2D2A	42.2	3.4	4.199e-05	1.219e-03
CD84	315.1	2.4	2.585e-05	1.225e-03
ZC3H6	187.5	-1.7	2.584e-05	1.225e-03
C17orf103	17641.6	-1.7	3.617e-05	1.225e-03
SLFN14	2392.8	-1.9	3.599e-05	1.225e-03
PTAFR	118.5	2.9	3.375e-05	1.244e-03
CTDSP2	1028.8	1	2.606e-05	1.246e-03
SLC36A1	2845.6	-1.3	3.707e-05	1.250e-03
HAGH	5024.2	-0.9	3.763e-05	1.259e-03
PLEKHG2	79.2	2.7	3.519e-05	1.259e-03
SEMA4A	94.8	2.6	4.339e-05	1.266e-03
ADAP1	31.2	3.6	4.537e-05	1.271e-03
AFF2	40.6	6.9	4.522e-05	1.271e-03
ARHGAP22	29.7	2.4	4.576e-05	1.271e-03
SLC29A2	59.5	2.1	6.884e-05	1.271e-03
CD300A	120.4	3.5	3.539e-05	1.271e-03
ANKRA2	856.3	-0.7	2.772e-05	1.290e-03
SPARC	45.3	2.6	4.705e-05	1.304e-03
RHOC	51	1.7	9.009e-05	1.308e-03
RAB27A	339.4	-1.5	2.879e-05	1.308e-03
GORAB	38.3	1.8	4.788e-05	1.316e-03
PNPLA8	2327.8	-1.3	4.345e-05	1.404e-03
VIM	472.3	3.4	3.088e-05	1.414e-03
PTGDR2	39.3	3.6	9.926e-05	1.422e-03
GCNT1	133	1.9	5.047e-05	1.424e-03
FAM13A	1344.5	-1.1	2.530e-05	1.458e-03
EIF5A2	628.2	-1.1	3.236e-05	1.466e-03
SASH3	171.6	3.5	3.436e-05	1.497e-03
