gene	baseMean	log2FoldChange	pvalue	padj
TNS1	26244.5	-6.5	3.487e-155	8.688e-151
RAPGEF2	7579.3	-5.3	1.105e-116	1.377e-112
MICAL2	11231.7	-5.6	5.460e-114	4.816e-110
TMCC2	105740.7	-12.3	3.272e-112	2.108e-108
TCP11L2	15354.7	-11	1.500e-103	7.475e-100
LPIN2	26918.4	-6.7	2.281e-101	9.797e-98
RNF19A	6648.3	-4.9	8.277e-99	3.047e-95
RFX3	707.6	-3.5	1.772e-96	4.271e-93
CALCOCO1	15382.8	-5.9	7.216e-94	1.615e-90
KHNYN	3207.6	-4.4	1.018e-93	2.049e-90
TRAK2	13529.9	-4.5	9.640e-93	2.184e-89
DMTN	16505.4	-4.1	8.449e-92	1.417e-88
C7orf73	6939.9	-3.4	9.316e-92	1.443e-88
MARCH8	25353.1	-6.2	9.927e-89	1.767e-85
BCL2L1	36101.3	-6.1	4.674e-87	6.276e-84
ARG1	5418.7	-9.9	1.937e-86	3.204e-83
FAM214B	5742.8	-5.9	4.653e-84	5.513e-81
RIOK3	40720.1	-6.1	1.054e-83	1.509e-80
TXNIP	17597.1	-3.7	6.134e-83	8.045e-80
RB1CC1	11739.5	-4.6	1.858e-82	1.871e-79
SEC14L1	12265.6	-4.9	6.161e-82	7.561e-79
ATG13	5092.7	-3.1	1.188e-80	1.346e-77
PNP	8731.6	-3.9	8.817e-79	7.721e-76
MCOLN1	2240.8	-4.4	1.470e-78	1.233e-75
NDEL1	3989.3	-3.4	1.489e-78	1.485e-75
TOP1	7987.8	-3.9	2.904e-78	2.249e-75
MTMR3	5914	-4.8	2.531e-78	2.336e-75
HIST1H2AC	2792.2	-6.4	6.819e-76	6.069e-73
WDR45	2406.9	-4.6	1.165e-75	1.036e-72
SLC2A1	41223.5	-5	2.610e-75	2.168e-72
SLC25A37	195757.6	-4.7	3.306e-74	2.822e-71
FBXO9	2111.6	-3.1	5.513e-74	4.559e-71
HDAC5	2641.7	-5.4	9.353e-74	7.499e-71
WBP2	9732	-4	2.137e-73	1.265e-70
MBNL2	6149.7	-3.9	2.761e-73	1.545e-70
SMOX	3874.6	-5.7	2.711e-73	1.545e-70
DENND4A	5636.4	-3.8	2.281e-73	1.588e-70
SLC22A23	1694.7	-3.9	5.467e-73	2.896e-70
RP11-85G21.3	3063.1	-6.8	6.585e-73	3.401e-70
KIAA0232	3373.5	-5.2	7.795e-73	5.156e-70
DYRK1B	560.7	-4.5	1.169e-72	5.497e-70
RFFL	2661.1	-3.3	9.794e-73	6.010e-70
BSDC1	9863	-3.5	3.992e-72	1.870e-69
UBR2	11072.7	-5.5	4.249e-72	2.555e-69
FOXO3	10380.9	-5.8	4.376e-72	2.573e-69
YPEL5	5619.9	-4.5	8.826e-72	3.864e-69
FBXO30	9303.7	-6.6	2.586e-71	1.107e-68
TUFT1	5528.3	-7.4	3.368e-71	1.413e-68
UBE2H	4999.6	-7.4	3.350e-71	1.809e-68
CCS	5907.9	-4.2	5.558e-71	2.239e-68
ABTB1	1717.3	-5.2	2.801e-70	9.410e-68
GABARAPL1	10151.5	-7.3	2.420e-70	1.232e-67
INPP5K	4014.4	-3.9	6.697e-70	3.344e-67
ITSN1	1173.7	-4.7	1.604e-69	6.957e-67
HERC1	10899.8	-4.3	1.473e-68	5.390e-66
DCAF8	6505.5	-4	3.419e-68	1.229e-65
SP2	1226.4	-2.1	5.313e-68	2.184e-65
BCL6	1687.5	-8.3	9.977e-68	4.261e-65
IFIT1B	22416.6	-12.1	2.112e-67	7.209e-65
WASF2	10683.5	-3	6.580e-67	2.902e-64
SLC25A39	98563.2	-3.8	9.147e-67	3.864e-64
GUK1	12315.9	-3.8	9.659e-67	3.882e-64
XPO7	33970	-6.4	9.943e-67	4.176e-64
ATG14	6298.3	-6.1	3.662e-66	1.426e-63
MAST3	6505.5	-5.9	1.252e-65	3.880e-63
LRP10	3237.4	-4.6	1.356e-65	5.119e-63
TBC1D22B	3136.1	-4.5	1.610e-65	6.264e-63
ZNFX1	6655.9	-4.5	2.092e-65	6.264e-63
RSAD2	10196.2	-7.4	9.065e-65	2.645e-62
FAM46C	42890.7	-6.2	2.566e-64	9.448e-62
CLN8	2359.1	-4.9	5.660e-64	1.986e-61
RUNDC3A	3593.7	-8.2	7.088e-64	2.537e-61
RBM38	9159.5	-5.6	1.024e-63	3.497e-61
TESPA1	1256.9	-5.1	1.203e-63	3.808e-61
RAD23A	10450.8	-2.8	1.621e-63	5.718e-61
WNK1	32593.1	-5.3	1.939e-63	6.574e-61
TSPO2	1800.8	-5.3	3.897e-63	1.186e-60
C18orf8	3534.3	-4.3	3.748e-63	1.238e-60
