gene	baseMean	log2FoldChange	pvalue	padj
TNS1	26244.5	-9.2	8.299e-290	2.545e-285
SLC25A37	195757.6	-7.6	1.888e-193	2.895e-189
OPTN	14737.2	-7.6	5.883e-169	6.063e-165
SP2	1226.4	-3.3	1.429e-164	8.626e-161
WBP2	9732	-5.7	3.733e-149	2.289e-145
SLC25A39	98563.2	-5.7	1.796e-147	9.296e-144
HDAC5	2641.7	-7.9	4.845e-147	2.149e-143
TXNIP	17597.1	-4.9	8.306e-147	3.200e-143
RAD23A	10450.8	-4.2	2.448e-145	8.382e-142
CALCOCO1	15382.8	-7.4	9.542e-144	2.944e-140
TRAK2	13529.9	-5.6	7.185e-143	2.003e-139
RAPGEF2	7579.3	-5.9	1.262e-141	3.243e-138
MBNL2	6149.7	-5.4	4.924e-140	1.167e-136
SEC14L1	12265.6	-6.4	9.022e-139	1.976e-135
RIOK3	40720.1	-7.9	5.133e-137	1.055e-133
TMCC2	105740.7	-13.6	1.774e-135	3.428e-132
DMTN	16505.4	-5	9.247e-133	1.676e-129
LPIN2	26918.4	-7.7	1.455e-132	2.511e-129
MARCH8	25353.1	-7.5	5.922e-131	9.557e-128
YPEL5	5619.9	-6.1	6.853e-131	1.047e-127
MICAL2	11231.7	-6	7.078e-131	1.047e-127
MCOLN1	2240.8	-5.7	2.051e-130	2.859e-127
TMUB2	3465.7	-5.1	7.763e-130	1.040e-126
RFX3	707.6	-4.1	1.621e-129	1.884e-126
RFFL	2661.1	-4.5	4.284e-128	5.255e-125
TCP11L2	15354.7	-12.4	3.431e-126	4.047e-123
ATG13	5092.7	-3.8	4.102e-123	4.687e-120
KHNYN	3207.6	-5.1	6.303e-122	6.903e-119
C17orf103	17641.6	-8.7	2.722e-120	2.914e-117
RNF19A	6648.3	-5.4	5.738e-119	5.865e-116
INPP5K	4014.4	-5.1	2.225e-118	2.219e-115
FAM214B	5742.8	-7	3.182e-115	3.074e-112
RB1CC1	11739.5	-5.4	6.558e-115	6.144e-112
HIST1H2AC	2792.2	-7.8	8.694e-115	7.889e-112
PNP	8731.6	-4.7	6.600e-114	5.855e-111
SLC2A1	41223.5	-6.2	8.472e-114	7.252e-111
BTG2	8282.4	-5.6	9.962e-114	8.297e-111
WASF2	10683.5	-3.9	2.003e-113	1.626e-110
WDR45	2406.9	-5.6	9.695e-112	7.661e-109
GABARAPL1	10151.5	-9.2	3.409e-108	2.635e-105
SLC4A1	63651.4	-9.7	2.248e-104	1.703e-101
NDEL1	3989.3	-4	4.781e-104	3.508e-101
TSPO2	1800.8	-7.9	2.949e-103	1.532e-100
DENND4A	5636.4	-4.5	2.572e-103	1.801e-100
ENTPD5	1590.8	-3.9	5.841e-103	2.900e-100
NAPB	1175.5	-4.8	6.855e-103	3.206e-100
