gene	baseMean	log2FoldChange	pvalue	padj
TNS1	26244.5	-8	1.085e-215	2.045e-211
PKM	1976.4	9.4	4.465e-176	4.208e-172
SLC25A37	195757.6	-7.2	5.394e-175	3.220e-171
TRAK2	13529.9	-6.1	1.218e-160	5.273e-157
HBA2	781957.4	-9.5	7.504e-123	2.829e-119
SLC25A39	98563.2	-4.9	1.188e-110	3.427e-107
SLC4A1	63651.4	-10	1.017e-108	2.516e-105
DMTN	16505.4	-4.5	1.145e-107	2.710e-104
PIGQ	7370.2	-4.6	1.090e-107	2.710e-104
SNX22	895.2	-5.6	4.536e-103	7.555e-100
ANK1	27203.9	-5.2	1.255e-102	2.150e-99
ARHGDIB	2010.6	6.9	6.496e-101	1.296e-97
RAD23A	10450.8	-3.5	2.926e-97	4.793e-94
EPOR	5014.2	-4	1.607e-95	2.164e-92
RAP1GAP	10780.6	-8.4	4.014e-95	5.699e-92
SLC2A1	41223.5	-5.7	1.039e-94	1.163e-91
SLC22A23	1694.7	-4.8	5.118e-94	5.538e-91
MICAL2	11231.7	-5.1	3.106e-93	2.987e-90
CLU	818.5	9.1	2.324e-92	2.303e-89
TSPO2	1800.8	-10.2	6.560e-91	6.033e-88
GDF15	24091.5	-6.4	7.644e-91	6.301e-88
HAGH	5024.2	-3.9	6.188e-90	5.301e-87
CAPN5	797.6	-6.9	3.945e-89	3.155e-86
RP11-85G21.3	3063.1	-8.8	9.195e-89	9.168e-86
SLC22A4	2867.3	-5.4	1.342e-88	1.011e-85
SOX6	2724.6	-8.6	1.803e-88	1.307e-85
DOCK2	373.8	7.5	3.894e-88	2.487e-85
GAB1	1977.4	-3.4	4.393e-88	2.957e-85
QSOX1	468.5	7.3	3.911e-87	2.335e-84
PPOX	3294	-3.6	9.908e-87	6.225e-84
TNXB	2411.1	-7.5	9.286e-85	5.364e-82
CR1L	2068.2	-6.3	1.400e-84	7.835e-82
HMBS	49478.2	-5.9	1.864e-83	1.011e-80
NFIA	4157	-4.1	2.702e-82	1.901e-79
RAB3IL1	1325.7	-7.1	2.149e-81	1.063e-78
ITSN1	1173.7	-5.2	1.644e-80	8.399e-78
KLHDC8A	1648.1	-7.6	2.092e-79	1.040e-76
FAM65C	14857.4	-5.5	1.323e-77	8.330e-75
YPEL4	4670.4	-6.8	1.213e-76	5.572e-74
CD63	2649.3	7.5	1.135e-76	6.041e-74
GYPC	25713.8	-4.6	3.225e-76	1.362e-73
TMEM56	3040.4	-6.9	3.661e-76	1.856e-73
DCUN1D1	9708.7	-3.2	6.418e-76	3.179e-73
SORBS1	1374.2	-4.6	1.275e-75	5.190e-73
HCLS1	859.8	4.4	1.866e-75	7.428e-73
FXYD5	736.3	6.4	4.435e-75	1.774e-72
