gene	baseMean	log2FoldChange	pvalue	padj
TNS1	26244.5	-6.9	1.574e-166	2.658e-162
PKM	1976.4	8.3	3.033e-117	2.561e-113
SLC25A37	195757.6	-5.3	2.869e-95	1.631e-91
TSPO2	1800.8	-7	1.662e-82	6.442e-79
CR1L	2068.2	-6.2	2.273e-79	7.677e-76
SLC4A1	63651.4	-8.4	2.234e-78	5.771e-75
WIPI1	1018.4	-3.4	2.247e-73	4.976e-70
TXNIP	17597.1	-3.4	9.986e-72	2.081e-68
TRAK2	13529.9	-3.9	7.366e-71	1.365e-67
SMOX	3874.6	-5.6	1.493e-67	2.425e-64
SOX6	2724.6	-7	2.006e-65	3.080e-62
MGST1	385.3	8.1	6.034e-64	7.169e-61
BTG2	8282.4	-4.1	7.384e-63	9.470e-60
ITSN1	1173.7	-4.3	1.202e-56	8.085e-54
RAD23A	10450.8	-2.6	2.697e-56	2.998e-53
PIGQ	7370.2	-3.3	1.288e-55	1.373e-52
CD53	469.7	6	3.934e-53	4.117e-50
SLC27A5	116.7	3.8	1.182e-52	9.722e-50
FAM122C	276.5	-3.1	3.945e-52	2.679e-49
IL9R	309	7.6	2.709e-52	2.679e-49
AQP1	1602.8	-9	1.366e-51	1.008e-48
ART4	1560.2	-8.4	5.122e-51	2.192e-48
HP1BP3	2905.6	-1.6	2.612e-50	1.845e-47
KANK1	103	5	2.475e-50	2.164e-47
DOCK2	373.8	6.1	6.810e-50	5.318e-47
SP2	1226.4	-1.8	3.493e-49	1.265e-46
C7orf73	6939.9	-2.4	6.402e-49	3.852e-46
SLC22A4	2867.3	-3.9	3.119e-48	1.667e-45
ANXA2	697.7	6.4	2.574e-48	1.667e-45
RP11-343N15.5	162.2	-3.3	7.452e-48	3.182e-45
SMIM5	2302.1	-4	1.557e-47	8.565e-45
FAM216A	145.8	4.3	8.029e-46	3.405e-43
AGPAT2	143.6	4.9	6.507e-45	2.676e-42
RP11-85G21.3	3063.1	-5.4	1.524e-44	7.283e-42
OPTN	14737.2	-3.8	5.718e-44	2.532e-41
PPP1R26	67.9	5	7.113e-44	4.147e-41
LY6E	228.3	5.6	2.983e-43	1.095e-40
ISG20	3261.8	-5	3.722e-43	1.591e-40
IRF9	258.8	-3.2	4.586e-42	1.597e-39
ARHGAP4	456.8	5.2	7.229e-42	3.524e-39
HAGH	5024.2	-2.6	5.768e-41	2.181e-38
GRAP2	1003.8	-3.9	1.429e-40	5.056e-38
HBA2	781957.4	-5.4	1.473e-40	5.710e-38
ERGIC1	205.9	3.1	2.467e-40	8.159e-38
GCNT2	2813.2	-3.5	2.124e-40	8.159e-38
EGFL7	698.8	5.1	3.432e-40	1.327e-37
SNX22	895.2	-3.2	4.456e-40	1.540e-37
HK2	181.6	6.7	6.511e-40	1.843e-37
CAPN5	797.6	-3.9	6.197e-40	2.466e-37
KLHDC8A	1648.1	-4.6	1.959e-39	5.820e-37
ARHGDIB	2010.6	4.2	2.772e-39	9.268e-37
CLU	818.5	5.5	4.486e-39	1.337e-36
MBNL2	6149.7	-2.8	5.692e-39	1.832e-36
STAT5A	962.2	4.9	1.720e-38	2.999e-36
METTL4	614.4	-2.2	2.201e-38	6.500e-36
SLC25A39	98563.2	-2.8	2.768e-38	8.029e-36
DMTN	16505.4	-2.6	2.885e-38	8.546e-36
NGFRAP1	171.8	6.2	3.816e-37	9.793e-35
ADORA2B	116.8	4.6	6.731e-37	2.394e-34
S100A11	848.5	6	8.200e-37	2.665e-34
PPOX	3294	-2.3	4.101e-36	1.042e-33
CYB561	156.7	5.3	9.625e-36	1.989e-33
KLF10	1190.6	-3.3	1.341e-35	2.503e-33
FAM117B	105.5	3.6	2.586e-35	6.905e-33
MGST3	5574.7	-3.8	3.318e-35	8.512e-33
SLC6A9	4749.9	-5.5	3.438e-35	8.796e-33
CLK3	8742.9	-3.5	4.825e-35	1.228e-32
JAZF1	3309.2	-4.8	1.143e-34	2.802e-32
CHMP2A	3562.5	-2	1.724e-34	4.059e-32
IFITM2	1359.4	6.5	2.347e-34	5.197e-32
GYPB	9515.1	-7.7	2.915e-34	6.932e-32
RAD21	3461.5	-1.6	3.229e-34	6.951e-32
IL2RG	361.7	6.3	9.834e-34	2.630e-31
LTBR	176.8	5.7	2.259e-33	3.911e-31
ACHE	3182	-5.2	2.529e-33	5.751e-31
DOK2	136.1	4.7	3.556e-33	6.840e-31
KDM4C	2920.6	-1.8	3.385e-33	6.840e-31
ACSL6	1772.4	-9	8.700e-33	1.657e-30
LEPROT	2572.5	-1.6	8.285e-33	1.771e-30
HCLS1	859.8	2.8	1.215e-32	2.354e-30
H1F0	3878.3	-4.2	1.255e-32	2.583e-30
HDAC6	2355.3	-1.4	1.335e-32	2.749e-30
TMEM233	682	-9.8	1.226e-32	2.881e-30
FAXDC2	6447.2	-4.8	1.540e-32	3.096e-30
NDST1	256.8	5.2	1.996e-32	3.189e-30
GRAMD1A	74.5	5.5	2.004e-32	3.982e-30
GAS2L3	312.4	-3	3.034e-32	6.205e-30
FXYD5	736.3	4	3.572e-32	6.595e-30
YIPF6	2016.1	-2.2	1.350e-31	2.561e-29
GNA15	461	5.1	1.799e-31	2.850e-29
YPEL4	4670.4	-4.1	1.893e-31	3.513e-29
LIMD2	192.3	4.5	2.733e-31	4.203e-29
HBM	25525	-7.1	4.452e-31	7.981e-29
SLC2A1	41223.5	-3.2	5.120e-31	8.443e-29
HEMGN	15316.5	-6.9	5.681e-31	9.971e-29
BRPF3	848.8	-2.3	7.462e-31	1.383e-28
NQO1	120.4	6.9	1.126e-30	1.575e-28
FCHO2	1868.2	-2.8	1.291e-30	2.042e-28
RAP1GAP	10780.6	-4.6	1.229e-30	2.117e-28
KAT2B	1336.6	-4	1.503e-30	2.233e-28
FZD3	217.2	3.6	1.726e-30	2.322e-28
CTSW	161.7	5.9	2.174e-30	2.730e-28
GAB1	1977.4	-1.9	1.751e-30	2.870e-28
CHAC1	503.2	-5.8	2.398e-30	3.415e-28
EZH1	2585.6	-2.5	2.689e-30	4.270e-28
FABP5	51.4	6.4	4.680e-30	6.246e-28
AP2A1	2636.9	-2.4	4.106e-30	6.479e-28
E2F2	5017.7	-4	6.759e-30	9.701e-28
SLC25A42	608.3	-2.5	5.669e-30	1.014e-27
ALAS2	134100.6	-5.9	7.309e-30	1.133e-27
