gene	baseMean	log2FoldChange	pvalue	padj
PKM	1976.4	6.1	1.062e-84	1.506e-80
DOCK2	373.8	6.5	1.472e-69	1.163e-65
DNAJA4	3820.7	-4.5	1.086e-59	5.454e-56
AGPAT2	143.6	3.7	1.807e-55	7.674e-52
HLA-DRB1	144.5	6	1.206e-48	3.413e-45
PARVG	282.4	8.2	1.101e-48	3.413e-45
SERPINB1	872.4	3.6	9.297e-48	2.098e-44
CTSS	108.3	5.5	1.429e-45	3.305e-42
HLA-E	875.6	3.8	2.982e-45	4.919e-42
NFIA	4157	-3.2	8.437e-45	1.422e-41
FES	399.9	4.2	2.354e-44	3.383e-41
SLC25A37	195757.6	-3.8	1.628e-43	2.285e-40
TMEM56	3040.4	-5.5	4.038e-43	5.266e-40
TESPA1	1256.9	4.5	5.892e-43	5.599e-40
MBOAT7	542	4.7	8.142e-43	8.058e-40
AHNAK	665.9	8.2	2.390e-42	1.941e-39
SLC4A1	63651.4	-6.4	4.497e-40	4.484e-37
CLU	818.5	5.6	6.426e-40	5.639e-37
TMSB4X	2576.2	4.5	3.829e-39	2.857e-36
CORO1A	693.7	6	9.299e-39	6.902e-36
NTRK1	265.8	6.3	6.611e-37	5.346e-34
ST3GAL4	387.4	4.1	1.353e-36	9.723e-34
TAGAP	91.9	5.8	1.935e-36	1.557e-33
ZBTB16	103.3	7.3	3.392e-36	2.157e-33
GDF15	24091.5	-4.2	3.176e-36	2.157e-33
RAB3D	201.8	6.4	4.451e-36	2.721e-33
GAB1	1977.4	-2.3	9.348e-36	4.897e-33
TSPAN17	985.7	-3	9.292e-36	4.897e-33
HSH2D	412.7	7	1.163e-35	6.335e-33
KCNAB2	907.5	3.1	1.358e-35	6.589e-33
LPXN	334.3	3.6	4.201e-35	2.202e-32
ENPP3	348.3	5.9	2.222e-34	1.128e-31
CD53	469.7	4.6	3.683e-34	1.813e-31
NDST1	256.8	5	5.171e-34	2.466e-31
RFESD	1676.4	-3.6	1.467e-33	4.094e-31
ANK1	27203.9	-3.1	1.322e-33	4.602e-31
HBA2	781957.4	-5.2	2.171e-33	9.947e-31
RABAC1	735.2	2.7	5.172e-33	2.008e-30
ARHGAP30	301.8	6.2	6.693e-33	2.767e-30
RAB3IL1	1325.7	-4.7	2.527e-32	7.916e-30
GMFG	452.3	4.8	2.162e-32	8.564e-30
ITGAL	327.6	10.6	3.512e-32	1.348e-29
SNX22	895.2	-3.3	6.350e-32	2.192e-29
PYCARD	106.3	7	7.614e-32	3.218e-29
CAPG	698.9	8	1.799e-31	5.805e-29
LAT2	262.6	5.8	1.308e-31	5.805e-29
HDC	4223.4	9.3	3.174e-31	1.138e-28
ELANE	473.6	9.6	4.266e-31	1.444e-28
ACHE	3182	-5.6	9.567e-31	2.446e-28
ANPEP	260.3	7.6	6.174e-31	2.477e-28
UBAC1	9133.3	-3.5	8.343e-31	2.773e-28
P2RY8	278.9	5.9	8.684e-31	3.372e-28
HMBS	49478.2	-3.7	2.056e-30	5.764e-28
ARHGDIB	2010.6	3.9	2.196e-30	5.764e-28
KEL	3675.5	-3.5	3.440e-30	1.054e-27
COTL1	440.3	6.3	5.702e-30	1.629e-27
QSOX1	468.5	4	1.061e-29	2.943e-27
CD33	88.1	6.7	1.221e-29	3.915e-27
IL15RA	570.3	-2.7	1.880e-29	4.730e-27
CAPN5	797.6	-4.1	2.603e-29	5.622e-27
MPO	3598.5	9.4	2.737e-29	5.622e-27
SOX4	72.4	6	6.207e-29	1.591e-26
LIMD2	192.3	4.4	6.230e-29	1.997e-26
RASSF2	256.3	10.2	8.339e-29	2.071e-26
RAB31	55.3	6.4	2.205e-28	4.423e-26
ITGB2	679.1	5.8	2.937e-28	6.475e-26
MFSD10	613.7	3.9	3.649e-28	8.086e-26
C16orf54	131.1	5.3	3.055e-28	8.356e-26
ITGAM	169.3	8.1	4.114e-28	9.667e-26
FAM132B	1985.3	-4.6	5.429e-28	1.100e-25
CD38	328.2	6.1	5.162e-28	1.148e-25
ARHGAP9	281.6	5.9	6.647e-28	1.568e-25
AMMECR1	3925.5	-3.3	1.812e-27	3.519e-25
SOX6	2724.6	-5	2.324e-27	4.452e-25
SLC25A39	98563.2	-2.5	4.706e-27	9.455e-25
ALOX5	262.5	6.7	5.324e-27	1.190e-24
GAB2	251.3	4.6	7.633e-27	1.683e-24
ANXA6	89.6	6.1	8.464e-27	1.725e-24
ACTG1	6880	3.8	1.162e-26	2.464e-24
PRSS57	1058.3	7.6	1.561e-26	2.464e-24
RHBDD2	1141.1	2.9	2.796e-26	3.371e-24
ADRBK1	481.6	2.8	2.482e-26	4.918e-24
ALAS1	1346.2	3.4	3.131e-26	5.018e-24
CFH	74.9	6.5	3.129e-26	5.921e-24
SPARC	45.3	6.5	4.247e-26	6.514e-24
TRAK2	13529.9	-2.5	5.353e-26	8.825e-24
GSN	782	3.6	7.402e-26	1.263e-23
EPOR	5014.2	-2.2	1.119e-25	2.142e-23
PLAUR	199.3	4.9	1.501e-25	2.680e-23
TSPO2	1800.8	-5.4	1.841e-25	3.018e-23
ALCAM	60.4	5.8	2.395e-25	4.183e-23
GP9	37.5	5.2	2.886e-25	5.086e-23
CAST	3075.2	-3.1	3.069e-25	5.594e-23
SELL	135.7	7.7	3.401e-25	6.145e-23
LEPR	1387.8	-4.6	7.470e-25	7.680e-23
PRTN3	352.8	9.9	8.755e-25	1.471e-22
MAX	2536.3	2.9	1.002e-24	1.557e-22
PIGQ	7370.2	-2.3	1.511e-24	2.324e-22
TBC1D10C	109.2	4.8	1.833e-24	3.143e-22
LOXL3	44.4	3.6	2.597e-24	3.386e-22
CTSW	161.7	4.8	2.072e-24	4.114e-22
HYAL3	467.8	3.7	2.846e-24	4.411e-22
CD244	84.4	5.6	2.958e-24	4.564e-22
RASGRP3	488.1	5.2	3.905e-24	5.930e-22
EDARADD	45.5	7.7	6.591e-24	8.183e-22
MSRB3	143.1	4.2	7.479e-24	1.122e-21
CAMLG	743	2.1	8.385e-24	1.156e-21
MYO1F	325.9	7.8	8.436e-24	1.269e-21
EPB42	33840.9	-5.2	1.133e-23	1.303e-21
VIM	472.3	8.1	9.117e-24	1.309e-21
AHSP	59630.8	-5.1	1.002e-23	1.361e-21
TMEM14B	1816.3	-1.9	1.741e-23	2.068e-21
LGALS1	903.3	8.1	1.650e-23	2.168e-21
MBOAT2	3015.1	-3.1	1.916e-23	2.532e-21
PPOX	3294	-2	2.086e-23	3.056e-21
CD300A	120.4	8.3	2.338e-23	3.268e-21
HK3	210.4	9.4	2.883e-23	3.996e-21
XYLT1	142.4	7.6	2.761e-23	4.330e-21
ANKRD44	75.3	4.3	2.909e-23	4.547e-21
DENND3	213.5	5.5	2.922e-23	4.884e-21
PTPRCAP	66.9	7.7	3.523e-23	4.944e-21
GNB5	44.2	4.4	3.800e-23	5.068e-21
ARHGEF37	561.1	-3.6	6.655e-23	8.032e-21
SPTAN1	101.8	7.3	6.432e-23	8.411e-21
PLXDC2	97.9	6.1	6.010e-23	8.941e-21
S100A11	848.5	4.6	8.244e-23	9.520e-21
TWF2	100.2	2.2	6.849e-23	9.951e-21
LAIR1	396.5	8.5	7.816e-23	9.951e-21
SLC6A8	1068.7	-3.5	1.691e-22	1.280e-20
