gene	baseMean	log2FoldChange	pvalue	padj
ZNF24	2411	-1.6	1.829e-33	2.710e-29
PNKD	4735.3	-3.4	2.496e-29	1.081e-25
NUB1	2629.4	-2.3	2.120e-29	1.081e-25
PDP2	121.4	-3	7.220e-28	1.819e-24
NSUN3	3585.9	-3.5	9.830e-28	2.081e-24
ATG13	5092.7	-1.6	1.023e-27	2.081e-24
LPIN2	26918.4	-3.2	1.158e-27	2.081e-24
CENPU	2095.4	1.9	4.001e-27	6.318e-24
TMUB2	3465.7	-2	6.434e-26	9.029e-23
TAOK3	4882.4	-1.9	1.334e-25	1.689e-22
IRF3	2183.9	-2.5	1.418e-25	1.910e-22
ATP6V0E1	4963.1	-1.8	4.542e-25	4.520e-22
MCOLN1	2240.8	-2.2	4.652e-25	4.520e-22
HUWE1	6607.7	-1.3	7.746e-25	8.199e-22
SMC4	2589.6	1.5	1.418e-24	1.194e-21
FOXP1	3370.9	-2.2	1.486e-24	1.206e-21
RELA	1865.2	-2.2	1.825e-24	1.356e-21
MED29	1858.7	-1.6	8.584e-24	5.793e-21
EPM2A	266.6	-4.9	1.092e-23	6.495e-21
DUT	1801.7	2.1	1.233e-23	7.787e-21
HRSP12	525.8	-2.1	2.011e-23	1.579e-20
DAZAP2	8849.6	-1.4	7.265e-23	4.894e-20
POLR1D	6065.3	-2.2	8.940e-23	4.910e-20
CBFA2T2	2775.6	-4.3	9.640e-23	5.083e-20
TRPV2	1527.4	-4.8	1.158e-22	5.495e-20
ISCU	18605.1	-2.4	1.265e-22	7.211e-20
SLC35C2	1933.5	-2.2	1.763e-22	8.266e-20
KPNA6	7029.8	-1.8	2.456e-22	1.300e-19
TREX1	201.8	2.8	5.235e-22	2.344e-19
ZC3HAV1	12620.3	-2.2	4.934e-22	2.377e-19
RP11-690G19.3	714.3	-1.8	4.469e-22	2.377e-19
TNPO1	1472.5	-2.1	7.057e-22	2.596e-19
MAT2B	18115.5	-2.8	7.578e-22	2.596e-19
C18orf8	3534.3	-2.2	6.997e-22	2.596e-19
MIS18A	485.2	2.5	6.625e-22	2.596e-19
SPATA2	344.4	-1.7	1.690e-21	5.931e-19
RB1CC1	11739.5	-2.1	1.750e-21	5.975e-19
REEP4	7049.4	-2.2	2.050e-21	6.828e-19
PNP	8731.6	-1.8	2.353e-21	7.622e-19
HMGN2	5374.6	1.8	2.564e-21	8.325e-19
SAT1	13709.7	-2.4	3.132e-21	8.739e-19
HIST1H2AC	2792.2	-2.9	3.724e-21	1.120e-18
DUSP26	100.8	-4.6	5.449e-21	1.594e-18
RSBN1L-AS1	248	-2.5	6.705e-21	1.979e-18
CNPPD1	17880.9	-2.9	7.243e-21	2.090e-18
EXOSC8	821.9	2.3	7.717e-21	2.119e-18
MYLIP	599.9	-2.9	8.482e-21	2.273e-18
TAX1BP1	8207.6	-1.9	8.896e-21	2.324e-18
OGT	5076.2	-1.6	8.769e-21	2.324e-18
OSER1	8037.9	-3	9.270e-21	2.342e-18
C1orf116	695.2	-4.2	1.343e-20	3.420e-18
EAF1	1019.7	-1.4	1.661e-20	4.149e-18
NONO	4125.9	1.3	1.936e-20	4.544e-18
ATXN7L3	821.3	-2.4	1.489e-20	4.544e-18
USP33	4285.3	-1.6	1.848e-20	4.890e-18
FBXL20	1424.9	-2.1	2.128e-20	4.890e-18
WASF2	10683.5	-1.5	2.202e-20	5.681e-18
CRIPT	1397.9	-1.9	2.581e-20	5.681e-18
DHFR	374.4	2.3	2.624e-20	5.681e-18
POLL	1880.4	-1.6	2.892e-20	5.854e-18
NR1D1	187.2	-5.4	2.836e-20	6.039e-18
UIMC1	5192.6	-2.4	3.216e-20	7.686e-18
KHNYN	3207.6	-1.8	3.754e-20	7.739e-18
UBR2	11072.7	-2.6	4.200e-20	8.289e-18
CD55	5776.5	-2.7	3.970e-20	9.052e-18
DCAF8	6505.5	-1.9	6.019e-20	1.167e-17
DDX52	3776.5	-2	6.131e-20	1.167e-17
NPEPPS	2385	-2.3	7.188e-20	1.209e-17
DPH1	883.1	-2.6	6.904e-20	1.260e-17
UBAP1	13992	-3.1	5.999e-20	1.270e-17
RIOK3	40720.1	-2.7	8.860e-20	1.849e-17
SGTB	218.9	-3	1.064e-19	2.044e-17
TAF4B	172.6	-2.8	1.350e-19	2.090e-17
CYLD	1199.3	-1.8	1.327e-19	2.126e-17
INPP5K	4014.4	-1.8	1.686e-19	2.571e-17
KLHL28	719.9	-1.6	1.524e-19	2.605e-17
AMBRA1	2404.4	-1.8	1.992e-19	3.789e-17
CPSF7	836.1	1.4	1.793e-19	3.789e-17
FGFR4	89.4	-4.7	2.638e-19	4.200e-17
SRSF7	2218.7	1.9	3.113e-19	4.451e-17
HSD17B13	86.1	-5	3.138e-19	4.942e-17
SDE2	7126	-2.3	3.780e-19	5.823e-17
LMNB2	540.1	2.2	5.422e-19	8.252e-17
B4GALT3	11218.1	-2.7	4.776e-19	8.426e-17
MSRB1	2670.3	-2.4	5.832e-19	8.666e-17
IFIT2	2009.3	-4.1	5.161e-19	8.893e-17
IFIT3	6371.3	-3.5	6.294e-19	9.134e-17
SEC14L1	12265.6	-2.1	5.424e-19	9.134e-17
MRFAP1L1	2629.2	-1.5	7.545e-19	1.062e-16
WDR45	2406.9	-2	6.451e-19	1.062e-16
RMND5A	3672.4	-1.3	8.373e-19	1.164e-16
NFYB	537.5	1.8	8.033e-19	1.405e-16
CHP1	10003.2	-1.6	1.185e-18	1.457e-16
ENOSF1	1057.7	2.1	1.159e-18	1.557e-16
TYMS	1120.1	2.4	1.236e-18	1.644e-16
RFFL	2661.1	-1.5	1.497e-18	1.970e-16
TTC1	1774	-1.6	1.589e-18	1.990e-16
IBA57	1129.2	-1.8	1.561e-18	2.053e-16
RNF19A	6648.3	-1.9	1.565e-18	2.053e-16
KANSL3	3259.7	-2	1.840e-18	2.324e-16
DHX40	1418.2	-2.4	2.004e-18	2.507e-16
XRCC2	245.8	2.2	2.548e-18	2.824e-16
TMEM115	2156.6	-1.8	2.507e-18	3.074e-16
SYF2	2083.3	-1.5	2.576e-18	3.135e-16
BIRC2	3653.6	-2.1	2.258e-18	3.187e-16
C9orf78	9726	-1.9	2.347e-18	3.281e-16
KDM3A	1885.9	-1.8	2.805e-18	3.405e-16
PLEKHM3	612	-2.3	2.394e-18	3.654e-16
CHEK1	665.3	2.4	3.520e-18	4.194e-16
FANCD2	1857.1	1.1	4.725e-18	5.048e-16
FAM65A	722.5	2.3	3.380e-18	5.048e-16
IRGQ	953.3	-1.9	4.676e-18	5.273e-16
AMPD2	463.9	-3	3.754e-18	5.370e-16
RRP12	2020.3	-3.2	4.728e-18	5.386e-16
HIST1H1C	8884.9	-3	6.086e-18	6.698e-16
RAD51C	819.2	1.5	6.277e-18	6.815e-16
WDR86	54.4	-5.1	6.612e-18	7.109e-16
GTF2I	573.9	-1.7	6.824e-18	7.282e-16
HMGB1	5234.3	1.7	8.012e-18	7.637e-16
PIAS4	655.7	-1.9	7.021e-18	7.637e-16
FAM96B	2302.4	-1.5	7.546e-18	7.877e-16
STAT6	5613.2	-2.2	1.114e-17	1.186e-15
DENND4A	5636.4	-1.7	1.151e-17	1.215e-15
TSC1	4677	-2.1	1.200e-17	1.224e-15
TDP2	3451.9	-2.9	1.277e-17	1.291e-15
PER1	2006.6	-3.2	1.311e-17	1.351e-15
RAPGEF2	7579.3	-1.8	1.398e-17	1.429e-15
SERPINF2	174.2	-3.6	1.930e-17	1.958e-15
VCPIP1	4468	-2.5	1.742e-17	2.002e-15
VPS28	3826.8	-1.6	1.789e-17	2.039e-15
SP100	2723.9	-1.1	2.127e-17	2.109e-15
HPS1	25197	-1.9	2.713e-17	2.601e-15
TMCC2	105740.7	-4.2	2.850e-17	2.712e-15
SELPLG	3810.8	-2.8	2.992e-17	2.820e-15
SFXN1	1626.1	2.2	3.552e-17	3.417e-15
YPEL5	5619.9	-1.9	3.730e-17	3.561e-15
IP6K1	3946.7	-2	4.058e-17	3.847e-15
AMMECR1L	553	-1.6	4.388e-17	4.100e-15
ASB7	642.9	-1.9	3.456e-17	4.100e-15
RPGR	283.7	-1.7	4.567e-17	4.121e-15
MRPL11	683	1.8	4.669e-17	4.182e-15
RAB9A	1726.2	-2.5	5.440e-17	4.824e-15
RBL1	602.2	2.3	4.185e-17	4.824e-15
CSTB	5822.8	-1.8	4.886e-17	5.028e-15
FBXO9	2111.6	-1.3	5.095e-17	5.207e-15
ISG15	1129.2	-3.2	6.666e-17	5.930e-15
XPR1	1750.5	-1.7	7.392e-17	6.364e-15
CDK2	687.7	2.2	7.636e-17	6.473e-15
G2E3	847.8	1.4	7.659e-17	6.473e-15
C5orf34	227.8	2	1.012e-16	8.520e-15
PCBD2	280.8	1.4	9.427e-17	8.632e-15
LSM10	1016.7	-1.9	1.036e-16	8.850e-15
RAB39B	272.8	-3.1	1.246e-16	1.058e-14
FANK1	540.9	-3.1	1.264e-16	1.066e-14
SEPT11	827	1.7	1.110e-16	1.149e-14
HMOX1	11266.3	-4.9	1.416e-16	1.149e-14
BACH1	4111.6	-2.1	1.427e-16	1.180e-14
UBQLN1	4767.8	-1.9	1.684e-16	1.349e-14
NRM	229.1	2	1.994e-16	1.418e-14
RAB7A	6483.7	-1.4	1.711e-16	1.584e-14
PCMTD2	4187	-2.2	1.882e-16	1.732e-14
SERTAD3	583	-2.2	2.448e-16	1.909e-14
DENND2D	442.6	-3	2.420e-16	1.928e-14
RNF181	1459.2	-1.3	2.807e-16	2.030e-14
