gene	baseMean	log2FoldChange	pvalue	padj
TNS1	26244.5	-8.6	5.784e-263	2.011e-258
SP2	1226.4	-3.2	1.776e-162	1.405e-158
SLC25A37	195757.6	-6.7	4.507e-153	5.181e-149
HDAC5	2641.7	-7.8	1.935e-148	1.677e-144
RFX3	707.6	-4.2	9.219e-141	4.572e-137
DMTN	16505.4	-5.1	1.062e-136	6.135e-133
TMCC2	105740.7	-13.6	2.641e-136	1.308e-132
TCP11L2	15354.7	-12.8	1.848e-134	7.265e-131
WBP2	9732	-5.4	1.951e-134	7.265e-131
RAPGEF2	7579.3	-5.7	2.826e-134	7.777e-131
CALCOCO1	15382.8	-7.1	2.907e-134	9.187e-131
OPTN	14737.2	-6.7	5.147e-133	1.180e-129
MICAL2	11231.7	-6	6.309e-132	1.626e-128
LPIN2	26918.4	-7.5	4.247e-127	1.055e-123
MCOLN1	2240.8	-5.6	1.421e-126	3.174e-123
RIOK3	40720.1	-7.5	5.432e-126	1.171e-122
SEC14L1	12265.6	-6	4.871e-125	9.603e-122
MARCH8	25353.1	-7.3	7.508e-124	1.446e-120
MBNL2	6149.7	-5.1	1.492e-123	2.730e-120
SLC25A39	98563.2	-5.2	2.050e-123	3.435e-120
RAD23A	10450.8	-3.9	2.150e-123	3.548e-120
YPEL5	5619.9	-5.9	7.634e-122	1.206e-118
HIST1H2AC	2792.2	-8	1.160e-120	1.689e-117
TXNIP	17597.1	-4.4	2.179e-119	2.498e-116
TMUB2	3465.7	-4.9	1.848e-118	2.570e-115
KHNYN	3207.6	-5	1.948e-117	2.605e-114
ATG13	5092.7	-3.7	8.392e-116	8.553e-113
RFFL	2661.1	-4.2	6.583e-115	8.173e-112
RNF19A	6648.3	-5.3	1.092e-114	1.305e-111
FAM214B	5742.8	-6.9	1.104e-113	1.280e-110
TRAK2	13529.9	-5	1.706e-113	1.897e-110
WDR45	2406.9	-5.6	8.173e-113	8.807e-110
WASF2	10683.5	-3.9	1.731e-111	1.809e-108
INPP5K	4014.4	-4.9	4.649e-109	3.763e-106
SLC2A1	41223.5	-6.1	4.402e-108	4.359e-105
DYRK1B	560.7	-5.5	4.869e-107	2.876e-104
RB1CC1	11739.5	-5.2	2.417e-105	2.189e-102
C17orf103	17641.6	-8.1	7.418e-105	5.372e-102
GABARAPL1	10151.5	-9	1.632e-104	1.402e-101
MTMR3	5914	-5.5	4.102e-102	3.537e-99
RP11-85G21.3	3063.1	-8.2	5.510e-102	4.657e-99
DDIT3	3088	-6.9	9.727e-102	7.761e-99
C7orf73	6939.9	-3.5	2.038e-101	1.588e-98
EAF1	1019.7	-3.4	5.015e-100	1.898e-97
PNP	8731.6	-4.4	1.196e-99	9.166e-97
RUNDC3A	3593.7	-11.1	1.956e-99	1.425e-96
OSER1-AS1	322.5	-6.2	3.547e-98	1.334e-95
TUFT1	5528.3	-8.8	2.580e-98	1.479e-95
ABTB1	1717.3	-6.2	4.895e-98	1.540e-95
NAPB	1175.5	-4.6	7.545e-98	2.326e-95
DENND4A	5636.4	-4.4	5.296e-97	3.581e-94
NDEL1	3989.3	-3.8	5.669e-97	3.778e-94
YPEL4	4670.4	-7.2	9.042e-96	5.883e-93
SMOX	3874.6	-6.6	5.938e-95	3.823e-92
DCAF8	6505.5	-4.7	4.510e-94	2.257e-91
BCL6	1687.5	-11.8	1.579e-93	4.463e-91
BCL2L1	36101.3	-6.3	1.410e-93	6.807e-91
SECISBP2	1489.7	-3.2	1.285e-92	3.690e-90
GUK1	12315.9	-4.5	9.551e-93	5.583e-90
TPP1	13578	-3.9	1.174e-92	6.558e-90
ARG1	5418.7	-10.2	7.783e-92	4.422e-89
C18orf8	3534.3	-5.1	1.016e-91	5.695e-89
RMND5A	3672.4	-3.1	1.136e-91	6.219e-89
ISCU	18605.1	-5.4	1.875e-91	1.018e-88
NONO	4125.9	3.1	2.553e-91	1.316e-88
TSPO2	1800.8	-6.6	1.134e-90	2.719e-88
RP11-690G19.3	714.3	-4	2.032e-90	6.450e-88
HIST1H1C	8884.9	-7.7	1.465e-90	7.431e-88
TMEM140	5277	-8.1	2.474e-90	9.867e-88
KIAA0513	2358	-6	3.644e-90	1.804e-87
SLC22A23	1694.7	-4.3	6.734e-88	1.501e-85
CYLD	1199.3	-4.2	1.870e-87	4.110e-85
SLC7A5	15329.1	-5.4	9.647e-88	4.580e-85
POLL	1880.4	-3.6	2.526e-86	5.864e-84
DCTN4	4026.2	-3.2	1.803e-86	8.356e-84
FBXO9	2111.6	-3.4	2.301e-86	1.044e-83
ABHD4	6353.7	-6.2	3.509e-86	1.579e-83
ENTPD5	1590.8	-3.5	1.737e-85	3.432e-83
REEP4	7049.4	-4.8	1.465e-85	6.446e-83
HPS1	25197	-4.9	1.914e-85	8.292e-83
FOXO3	10380.9	-6.4	3.157e-85	1.344e-82
ZNF24	2411	-2.8	6.364e-85	2.601e-82
KIAA0232	3373.5	-5.6	7.636e-85	3.160e-82
TAOK3	4882.4	-3.8	7.603e-85	3.160e-82
ALS2CR12	315.9	-7.1	1.323e-84	4.581e-82
C9orf78	9726	-4.6	1.764e-84	7.130e-82
TAX1BP1	8207.6	-4.3	2.680e-84	1.032e-81
FOXP1	3370.9	-4.5	4.504e-84	1.408e-81
CNPPD1	17880.9	-6.4	5.123e-84	2.001e-81
BTG2	8282.4	-4.7	8.891e-84	2.718e-81
TBC1D17	846.3	-4.5	1.479e-83	4.075e-81
WNK1	32593.1	-6.1	1.433e-83	5.415e-81
DEDD2	5693.4	-5.1	2.625e-83	9.458e-81
ARG2	1045.5	-5.8	8.089e-83	1.326e-80
UBE2H	4999.6	-8	6.176e-83	2.253e-80
PIK3IP1	3784	-9.8	7.640e-83	2.667e-80
KLHDC8A	1648.1	-6.5	1.933e-82	3.318e-80
PPP1R15A	21268.6	-5.2	1.874e-82	6.593e-80
HDAC6	2355.3	-2.3	1.938e-82	6.785e-80
NSUN3	3585.9	-6.6	2.235e-82	7.491e-80
MAST3	6505.5	-6.6	4.365e-82	1.448e-79
TNRC6B	5374.6	-3.5	4.484e-82	1.528e-79
CRIPT	1397.9	-4.3	2.842e-81	4.740e-79
SP100	2723.9	-2.7	1.488e-81	4.974e-79
HBA2	781957.4	-7.7	2.893e-81	9.234e-79
IRF1	2676.9	-5	4.449e-81	1.155e-78
IFIT1B	22416.6	-13.8	3.694e-81	1.200e-78
VPS28	3826.8	-3.9	2.242e-80	7.160e-78
CLN8	2359.1	-5.5	2.672e-80	8.496e-78
EPB41	20751.3	-5.3	6.008e-80	1.884e-77
ATG14	6298.3	-6.7	7.183e-80	2.243e-77
YOD1	7112.6	-5.5	7.515e-80	2.249e-77
BSDC1	9863	-3.7	9.414e-80	2.896e-77
KLHL24	2379.8	-6	1.103e-79	3.338e-77
EZH1	2585.6	-4.2	1.413e-79	3.382e-77
CHMP2A	3562.5	-3.1	8.764e-79	2.079e-76
TCEANC	2799.7	-7.1	1.298e-78	3.718e-76
BSG	79544.1	-5.3	4.676e-78	1.090e-75
UBR2	11072.7	-5.7	8.805e-78	2.552e-75
TOP1	7987.8	-3.9	9.412e-78	2.628e-75
TRIB3	6103.4	-8.5	2.441e-77	6.991e-75
BNIP3L	45320	-5.9	7.575e-77	2.141e-74
SMIM5	2302.1	-5.1	1.223e-76	3.429e-74
RBM38	9159.5	-6.1	1.574e-76	3.494e-74
BIRC2	3653.6	-4.8	1.836e-76	4.921e-74
OSER1	8037.9	-6.4	2.087e-76	5.712e-74
FKBP8	4842.3	-5.1	2.540e-76	6.897e-74
IBA57	1129.2	-4.1	7.322e-76	9.052e-74
FAM46C	42890.7	-6.7	9.404e-76	2.534e-73
IFRD1	1260.7	-2.9	1.055e-74	1.351e-72
MIR22HG	4577.4	-8.5	5.837e-74	1.226e-71
UIMC1	5192.6	-5.2	4.770e-74	1.246e-71
COL4A3BP	581.5	-2.3	8.095e-74	1.294e-71
STK17B	6911.7	-5.8	7.853e-74	1.613e-71
FBXL20	1424.9	-4.5	1.963e-73	2.421e-71
HIST3H2A	569.1	-5.1	1.490e-73	2.500e-71
FCHO2	1868.2	-4.3	4.685e-73	5.694e-71
RP5-1198O20.4	161.6	-6	3.470e-73	9.779e-71
MEF2A	594.4	-3	3.494e-72	5.736e-70
RARRES3	287.9	-5.4	4.613e-72	5.824e-70
BPGM	17869	-7	5.406e-72	1.285e-69
FBXO30	9303.7	-6.6	5.749e-72	1.357e-69
ADIPOR1	32325.5	-5.7	1.066e-71	2.591e-69
NCOA2	3035.8	-3.9	1.340e-71	3.235e-69
USP7	4871.3	-4.7	1.507e-71	3.483e-69
LRP10	3237.4	-4.8	4.295e-71	8.094e-69
VEZF1	1844.2	-3.1	8.527e-71	8.941e-69
ZNFX1	6655.9	-4.7	4.113e-71	9.584e-69
FBXL4	1533.2	-4.2	2.649e-70	3.054e-68
CCDC28A	1762.6	-3.8	2.435e-70	4.070e-68
B4GALT3	11218.1	-5.8	9.498e-70	2.108e-67
HEXIM1	2272.7	-5.5	1.143e-69	2.594e-67
STAG2	4432.8	-2.9	2.114e-69	4.803e-67
IP6K1	3946.7	-4.6	2.767e-69	4.945e-67
SLC4A1	63651.4	-7.8	2.508e-69	5.579e-67
ATG9A	14115	-5	2.762e-69	6.106e-67
SEPT11	827	4.1	6.300e-69	1.006e-66
CCS	5907.9	-4.1	4.905e-69	1.071e-66
TMEM115	2156.6	-4	8.327e-69	1.821e-66
PLEKHM3	612	-5.1	1.812e-68	2.808e-66
DNAJC10	594.6	5.4	2.190e-68	3.374e-66
KLHL28	719.9	-3.3	3.441e-68	3.965e-66
PCMTD1	2713.6	-5.6	3.041e-68	6.466e-66
