gene	baseMean	log2FoldChange	pvalue	padj
TNS1	26244.5	-9.2	2.189e-289	6.599e-285
SLC25A37	195757.6	-7.4	5.257e-186	7.925e-182
TRAK2	13529.9	-6.1	1.603e-165	1.622e-161
TXNIP	17597.1	-5	2.690e-151	1.129e-147
RAPGEF2	7579.3	-5.8	5.961e-136	3.595e-132
RNF19A	6648.3	-5.8	2.005e-133	5.607e-130
TSPO2	1800.8	-8.7	1.525e-126	3.655e-123
SMOX	3874.6	-7.7	1.993e-125	6.777e-122
MICAL2	11231.7	-5.8	3.907e-123	1.180e-119
CALCOCO1	15382.8	-6.8	8.380e-122	1.437e-118
BTG2	8282.4	-5.7	5.819e-119	1.595e-115
MARCH8	25353.1	-7.1	6.571e-118	9.391e-115
SLC25A39	98563.2	-5.1	2.407e-117	5.036e-114
TMCC2	105740.7	-12.5	1.523e-115	3.228e-112
OPTN	14737.2	-6.3	1.780e-115	3.228e-112
RFX3	707.6	-3.8	6.283e-114	6.790e-111
C7orf73	6939.9	-3.8	4.714e-114	8.414e-111
LPIN2	26918.4	-7.1	1.203e-112	1.121e-109
RAD23A	10450.8	-3.7	1.859e-112	2.950e-109
DMTN	16505.4	-4.5	2.549e-110	3.466e-107
MBNL2	6149.7	-4.8	9.346e-110	7.468e-107
RFFL	2661.1	-4.1	3.982e-109	5.457e-106
CR1L	2068.2	-7.3	6.253e-109	7.394e-106
SLC4A1	63651.4	-9.9	2.681e-108	1.916e-105
TCP11L2	15354.7	-11.5	1.256e-107	1.515e-104
RIOK3	40720.1	-6.9	1.500e-106	1.739e-103
FAM214B	5742.8	-6.7	3.183e-105	2.022e-102
SEC14L1	12265.6	-5.5	1.500e-104	8.991e-102
KHNYN	3207.6	-4.7	1.434e-104	1.491e-101
SLC2A1	41223.5	-5.9	4.267e-104	4.288e-101
WBP2	9732	-4.7	1.405e-101	1.376e-98
SP2	1226.4	-2.6	1.244e-100	7.910e-98
PNP	8731.6	-4.4	8.735e-101	8.031e-98
DENND4A	5636.4	-4.4	1.643e-99	8.290e-97
RP11-85G21.3	3063.1	-8.2	1.122e-98	5.379e-96
KLHDC8A	1648.1	-7.4	1.150e-98	5.527e-96
YPEL5	5619.9	-5.3	1.361e-96	1.001e-93
BSDC1	9863	-4.1	3.608e-96	1.628e-93
HDAC5	2641.7	-6.3	2.041e-95	1.423e-92
CCS	5907.9	-4.8	2.024e-94	1.536e-91
MCOLN1	2240.8	-4.8	1.445e-93	5.913e-91
HDAC6	2355.3	-2.5	1.727e-93	1.118e-90
ARG1	5418.7	-10.5	8.042e-93	5.086e-90
RB1CC1	11739.5	-4.9	1.091e-92	7.517e-90
C17orf103	17641.6	-7.6	1.115e-92	7.517e-90
GCNT2	2813.2	-5.4	7.087e-92	4.190e-89
YPEL4	4670.4	-7.1	1.288e-91	4.699e-89
SLC22A23	1694.7	-4.4	8.926e-91	3.784e-88
HBA2	781957.4	-8.1	1.535e-90	8.522e-88
ISG20	3261.8	-7.4	2.282e-90	1.241e-87
ATG13	5092.7	-3.3	5.481e-90	1.803e-87
NDEL1	3989.3	-3.7	5.323e-90	3.106e-87
FAM65C	14857.4	-5.9	3.777e-89	2.162e-86
INPP5K	4014.4	-4.4	8.897e-88	2.826e-85
BCL2L1	36101.3	-6.1	6.828e-88	3.743e-85
KIAA0513	2358	-5.9	2.141e-87	6.556e-85
FBXO9	2111.6	-3.4	2.523e-87	1.335e-84
MOSPD1	4786.9	-6	4.088e-87	2.138e-84
DCUN1D1	9708.7	-3.4	2.120e-85	9.771e-83
TBC1D22B	3136.1	-5.1	3.002e-85	1.518e-82
TNRC6B	5374.6	-3.5	3.695e-84	1.016e-81
RUNDC3A	3593.7	-10.5	4.393e-84	2.136e-81
WDR45	2406.9	-4.9	1.048e-83	5.047e-81
HPS1	25197	-4.8	3.479e-83	1.639e-80
SMIM5	2302.1	-5.3	4.693e-83	1.964e-80
MTMR3	5914	-4.9	6.174e-83	2.820e-80
TOP1	7987.8	-4	6.855e-83	3.104e-80
TUFT1	5528.3	-8.1	8.395e-83	3.358e-80
SOX6	2724.6	-7.8	2.262e-81	5.622e-79
BPGM	17869	-7.4	2.612e-81	6.260e-79
GABARAPL1	10151.5	-7.9	3.230e-81	1.372e-78
SLC7A5	15329.1	-5.2	1.304e-80	3.038e-78
ITSN1	1173.7	-5.1	1.868e-80	4.233e-78
BSG	79544.1	-5.4	6.398e-80	2.607e-77
BNIP3L	45320	-6	8.570e-80	3.467e-77
IRF9	258.8	-4.5	1.846e-79	3.994e-77
DCTN4	4026.2	-3.1	3.904e-79	8.507e-77
FCHO2	1868.2	-4.5	9.113e-79	1.933e-76
TPP1	13578	-3.6	1.471e-78	3.124e-76
EZH1	2585.6	-4.2	1.092e-78	3.711e-76
CHMP2A	3562.5	-3.1	6.534e-78	2.448e-75
GUK1	12315.9	-4.1	8.932e-78	2.962e-75
WASF2	10683.5	-3.2	3.870e-77	1.406e-74
DYRK1B	560.7	-4.7	1.353e-76	2.275e-74
RSAD2	10196.2	-8.1	1.566e-76	5.009e-74
EPB41	20751.3	-5.2	2.940e-76	1.031e-73
TMUB2	3465.7	-3.9	3.301e-76	1.032e-73
DCAF8	6505.5	-4.2	5.339e-76	1.041e-73
IFIT1B	22416.6	-15.3	8.268e-76	1.593e-73
KIAA0232	3373.5	-5.3	7.516e-76	2.490e-73
CLK3	8742.9	-5.2	1.314e-75	2.490e-73
FOXO3	10380.9	-6	1.313e-75	4.304e-73
CAPN5	797.6	-5.4	6.242e-74	1.161e-71
FAM46C	42890.7	-6.7	7.898e-74	1.410e-71
HERC1	10899.8	-4.4	1.391e-73	3.983e-71
