N_unmapped	15005109	15005109	15005109
N_multimapping	0	0	0
N_noFeature	5824668	12597897	12608995
N_ambiguous	833814	176986	179158
ENSG00000243485	0	0	0
ENSG00000237613	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	0	0	0
ENSG00000239945	0	0	0
ENSG00000237683	9	5	5
ENSG00000239906	0	0	0
ENSG00000241599	0	0	0
ENSG00000228463	2	1	1
ENSG00000237094	1	1	1
ENSG00000235249	0	0	0
ENSG00000236601	0	0	0
ENSG00000236743	0	0	0
ENSG00000231709	0	0	0
ENSG00000235146	0	0	0
ENSG00000239664	0	0	0
ENSG00000230021	1	0	1
ENSG00000223659	0	0	0
ENSG00000185097	0	0	0
ENSG00000235373	11	6	5
ENSG00000240618	1	0	1
ENSG00000229905	0	0	0
ENSG00000228327	15	7	8
ENSG00000237491	24	10	15
ENSG00000269831	1	1	1
ENSG00000177757	15	5	10
ENSG00000225880	17	9	8
ENSG00000230368	0	0	0
ENSG00000269308	0	0	0
ENSG00000272438	0	0	0
ENSG00000230699	0	0	0
ENSG00000241180	0	0	0
ENSG00000223764	0	0	0
ENSG00000187634	0	23	17
ENSG00000268179	0	0	0
ENSG00000188976	257	135	162
ENSG00000187961	13	7	6
ENSG00000187583	0	0	0
ENSG00000187642	0	0	0
ENSG00000272512	0	0	0
ENSG00000188290	0	0	0
ENSG00000224969	0	0	0
ENSG00000187608	279	144	135
ENSG00000188157	27	15	12
ENSG00000273443	0	0	0
ENSG00000237330	0	0	0
ENSG00000131591	80	47	33
ENSG00000223823	0	0	0
ENSG00000272141	0	0	0
ENSG00000205231	0	0	0
ENSG00000162571	0	0	0
ENSG00000186891	1	0	1
ENSG00000186827	1	0	1
ENSG00000078808	206	106	100
ENSG00000176022	4	0	4
ENSG00000184163	2	2	0
ENSG00000260179	0	0	0
ENSG00000160087	478	242	236
ENSG00000230415	1	1	0
ENSG00000162572	3	1	2
ENSG00000131584	10	6	12
ENSG00000169972	18	39	35
ENSG00000127054	841	429	460
ENSG00000224051	109	53	56
ENSG00000169962	36	19	17
ENSG00000107404	6	5	1
ENSG00000162576	0	0	0
ENSG00000175756	710	380	330
ENSG00000221978	1730	866	864
ENSG00000224870	123	152	160
ENSG00000242485	416	299	306
ENSG00000272455	7	2	5
ENSG00000235098	0	0	0
ENSG00000225905	0	0	0
ENSG00000205116	0	0	0
ENSG00000225285	0	0	0
ENSG00000179403	0	0	0
ENSG00000215915	0	0	0
ENSG00000160072	27	16	11
ENSG00000197785	26	9	18
ENSG00000205090	0	0	0
ENSG00000160075	761	370	391
ENSG00000215014	5	4	1
ENSG00000228594	0	0	0
ENSG00000272106	20	13	7
ENSG00000197530	14	5	9
ENSG00000189409	1	0	1
ENSG00000248333	202	95	107
ENSG00000272004	0	43	30
ENSG00000189339	638	344	367
ENSG00000269737	27	17	10
ENSG00000008128	979	470	510
ENSG00000215790	68	36	32
ENSG00000008130	113	60	53
ENSG00000078369	349	173	176
ENSG00000231050	0	0	0
ENSG00000169885	0	0	0
ENSG00000178821	2	1	1
ENSG00000142609	0	0	0
ENSG00000233542	0	0	0
ENSG00000187730	0	0	0
ENSG00000226969	0	0	0
ENSG00000067606	0	0	0
ENSG00000271806	0	0	0
ENSG00000182873	0	0	0
ENSG00000162585	16	10	23
ENSG00000269554	0	14	3
ENSG00000203301	0	0	0
ENSG00000243558	0	0	0
ENSG00000234396	0	0	0
ENSG00000157933	24	11	13
ENSG00000116151	31	15	16
ENSG00000269753	1	1	0
ENSG00000157916	1063	577	579
ENSG00000157911	51	67	77
ENSG00000149527	1	1	0
ENSG00000224387	0	0	0
ENSG00000229393	0	0	0
ENSG00000157881	99	47	52
ENSG00000197921	0	0	0
ENSG00000272449	0	0	0
ENSG00000157873	371	177	194
ENSG00000225931	0	0	0
ENSG00000228037	0	0	0
ENSG00000157870	37	23	23
ENSG00000142606	0	4	5
ENSG00000237058	0	0	0
ENSG00000215912	1	1	0
ENSG00000233234	0	0	0
ENSG00000231630	1	1	0
ENSG00000169717	0	0	0
ENSG00000177133	0	0	0
ENSG00000142611	0	0	0
ENSG00000226286	0	0	0
ENSG00000272235	0	0	0
ENSG00000130762	0	0	0
ENSG00000272088	0	0	0
ENSG00000162591	7	4	3
ENSG00000238260	11	3	8
ENSG00000158109	1208	602	607
ENSG00000116213	192	99	93
ENSG00000078900	17	14	13
ENSG00000227589	0	0	0
ENSG00000235131	0	0	0
ENSG00000227372	286	170	126
ENSG00000162592	15	7	8
ENSG00000235169	1362	618	744
ENSG00000130764	223	114	125
ENSG00000272153	13	16	13
ENSG00000116198	133	59	75
ENSG00000169598	5	2	3
ENSG00000198912	147	63	84
ENSG00000236423	16	8	8
ENSG00000233304	0	0	0
ENSG00000226374	0	0	0
ENSG00000235054	0	0	0
ENSG00000227169	0	0	0
ENSG00000232596	1	1	0
ENSG00000196581	0	0	0
ENSG00000231510	0	0	0
ENSG00000260972	0	0	0
ENSG00000236948	0	0	0
ENSG00000131697	64	35	29
ENSG00000069424	138	69	76
ENSG00000268332	0	2	5
ENSG00000116254	3	2	1
ENSG00000116251	511	232	279
ENSG00000226944	0	0	0
ENSG00000158286	0	2	1
ENSG00000116237	73	30	46
ENSG00000225077	0	0	0
ENSG00000173673	0	0	0
ENSG00000158292	0	0	0
ENSG00000097021	25	10	15
ENSG00000271746	0	0	0
ENSG00000069812	2	1	1
ENSG00000187017	302	151	191
ENSG00000231868	1	26	6
ENSG00000215788	58	21	46
ENSG00000171680	0	0	0
ENSG00000162408	174	77	97
ENSG00000173662	13	5	8
ENSG00000204859	266	130	136
ENSG00000162413	6305	3158	3147
ENSG00000116273	205	111	94
ENSG00000041988	245	186	190
ENSG00000007923	161	146	146
ENSG00000228750	0	0	0
ENSG00000237436	0	0	0
ENSG00000171735	147	81	66
ENSG00000237365	0	0	0
ENSG00000237728	0	0	0
ENSG00000225126	0	0	0
ENSG00000270171	0	0	0
ENSG00000270035	0	0	0
ENSG00000269978	0	0	0
ENSG00000049245	671	310	361
ENSG00000049246	12	8	9
ENSG00000236266	0	0	1
ENSG00000049247	0	1	3
ENSG00000049249	0	0	0
ENSG00000116288	1278	627	651
ENSG00000116285	5	3	2
ENSG00000238290	0	0	0
ENSG00000227634	0	0	0
ENSG00000233645	0	0	0
ENSG00000162426	0	0	0
ENSG00000142599	128	69	59
ENSG00000232912	0	0	0
ENSG00000228423	7	4	3
ENSG00000074800	512	241	271
ENSG00000230679	1	1	0
ENSG00000131686	0	0	0
ENSG00000197241	0	0	0
ENSG00000142583	2	1	1
ENSG00000180758	2	1	1
ENSG00000228526	5	2	6
ENSG00000234546	4	5	2
ENSG00000049239	25	6	19
ENSG00000171621	3	3	0
ENSG00000235263	0	0	0
ENSG00000171612	14	7	7
ENSG00000188807	16	8	8
ENSG00000171608	6	4	2
ENSG00000179840	1	0	1
ENSG00000231789	0	0	0
ENSG00000171603	9	6	3
ENSG00000178585	0	0	0
ENSG00000223989	0	0	0
ENSG00000162441	193	99	94
ENSG00000173614	9	5	4
ENSG00000162444	0	0	0
ENSG00000130939	1913	952	961
ENSG00000054523	15	7	8
ENSG00000142657	407	209	198
ENSG00000271989	0	3	2
ENSG00000175279	4	2	2
ENSG00000251503	0	0	0
ENSG00000241563	0	0	0
ENSG00000160049	106	59	59
ENSG00000203469	0	3	1
ENSG00000142655	38	19	27
ENSG00000130940	39	32	39
ENSG00000272078	7	25	14
ENSG00000175262	0	0	0
ENSG00000120948	1149	600	549
ENSG00000009724	9	20	20
ENSG00000271895	60	45	46
ENSG00000116649	6	3	3
ENSG00000171824	319	210	178
ENSG00000226849	2	24	27
ENSG00000230337	3	10	13
ENSG00000198793	700	361	346
ENSG00000225602	8	10	5
ENSG00000171819	8	5	3
ENSG00000120942	309	154	155
ENSG00000204624	0	0	0
ENSG00000235643	0	0	0
ENSG00000116661	0	0	0
ENSG00000132879	0	0	0
ENSG00000116663	8	2	6
ENSG00000116670	111	59	52
ENSG00000162490	1	1	1
ENSG00000177674	366	191	175
ENSG00000215910	2	568	525
ENSG00000177553	0	0	0
ENSG00000177000	2937	2022	2058
ENSG00000011021	1275	686	640
ENSG00000242349	30	58	52
ENSG00000175206	43	55	68
ENSG00000120937	0	0	0
ENSG00000116685	125	66	59
ENSG00000083444	97	41	56
ENSG00000116688	5519	2827	2692
ENSG00000116691	1281	692	589
ENSG00000120949	0	0	0
ENSG00000028137	5	3	2
ENSG00000048707	516	259	257
ENSG00000229484	0	0	0
ENSG00000162496	7	3	4
ENSG00000272482	0	0	0
ENSG00000204518	0	0	0
ENSG00000188984	0	0	0
ENSG00000157330	0	0	0
ENSG00000116726	0	0	0
ENSG00000116721	0	0	0
ENSG00000228338	0	0	0
ENSG00000204513	0	0	0
ENSG00000179172	0	0	0
ENSG00000120952	0	0	0
ENSG00000243073	0	0	0
ENSG00000187545	0	0	0
ENSG00000204510	0	0	0
ENSG00000232423	0	0	0
ENSG00000204508	0	0	0
ENSG00000239810	0	0	0
ENSG00000233336	0	0	0
ENSG00000229571	0	0	0
ENSG00000204503	0	0	0
