Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_REGULATION_OF_AUTOPHAGY	249	33	2.5159946351e-09	1.11609522013e-05	PINK1:RRAGC:TMEM59:USP33:KIAA1324:PIP4K2A:SVIP:AMBRA1:ULK1:ATG14:HERC1:MAP1LC3B:PHF23:IFT20:CDK5R1:RNF152:ATP6V1B1:TP53INP2:MTMR3:EP300:RAB5A:CISD2:DAP:PLK2:EPM2A:LZTS1:BNIP3L:RB1CC1:TP53INP1:UBQLN1:DAPK1:TSC1:TAB3	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_AUTOPHAGY
GO_bp	GO_REGULATION_OF_CATABOLIC_PROCESS	728	63	4.55729459206e-08	7.86834766266e-05	PINK1:RRAGC:TMEM59:USP33:KIAA1324:BTG2:YOD1:PIP4K2A:PNPLA2:BRSK2:SVIP:AMBRA1:STX5:RELA:VPS11:CDKN1B:ULK1:IRS2:ATG14:HERC1:FURIN:RHBDF1:GABARAPL2:MAP1LC3B:PHF23:IFT20:CDK5R1:TEX14:NEDD4L:RNF152:ZFP36:PPP1CB:PSME4:ATP6V1B1:DNAJB2:TP53INP2:MTMR3:EP300:RAB5A:CISD2:DAP:PLK2:CREBRF:HFE:GCLC:EPM2A:ZFAND2A:GNA12:ZC3HAV1:NUB1:PPP1R3B:LZTS1:BNIP3L:PTK2B:RB1CC1:TP53INP1:RNF19A:UBQLN1:DAPK1:PTPN3:TSC1:TAB3:OGT	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_CATABOLIC_PROCESS
GO_bp	GO_AUTOPHAGY	392	41	5.32124503787e-08	7.86834766266e-05	PINK1:RRAGC:TMEM59:KIAA1324:PRKAB2:OPTN:STAM:ANXA7:AMBRA1:VPS11:GABARAPL1:MAP1LC3B2:ULK1:ATG14:VTI1B:ATG2B:MYH11:GABARAPL2:MAP1LC3B:PHF23:NBR1:EPG5:TP53INP2:MTMR3:MTMR14:CCDC36:BOC:CISD2:DAP:HIST1H3E:HIST1H3H:EPM2A:WIPI2:PDK4:VPS37A:RB1CC1:TP53INP1:UBQLN1:C5:STOM:VAMP7	http://www.broadinstitute.org/gsea/msigdb/cards/GO_AUTOPHAGY
GO_bp	GO_RESPONSE_TO_STARVATION	152	22	1.45415237561e-07	0.00012236005855	RRAGC:USP33:KIAA1324:NUAK2:ATF3:GABARAPL1:MAP1LC3B2:ULK1:ATG14:ADSSL1:GABARAPL2:MAP1LC3B:PPM1D:RNF152:ZFP36:MTMR3:DAP:FNIP1:CPEB4:HFE:PDK4:PFKFB1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_RESPONSE_TO_STARVATION
GO_bp	GO_MACROAUTOPHAGY	279	32	1.47088889977e-07	0.00012236005855	PINK1:RRAGC:KIAA1324:PRKAB2:OPTN:AMBRA1:GABARAPL1:MAP1LC3B2:ULK1:ATG14:VTI1B:ATG2B:MYH11:GABARAPL2:MAP1LC3B:NBR1:EPG5:TP53INP2:MTMR3:MTMR14:CCDC36:BOC:HIST1H3E:HIST1H3H:WIPI2:PDK4:RB1CC1:TP53INP1:UBQLN1:C5:STOM:VAMP7	http://www.broadinstitute.org/gsea/msigdb/cards/GO_MACROAUTOPHAGY
GO_bp	GO_AUTOPHAGOSOME_ORGANIZATION	43	11	1.6550053005e-07	0.00012236005855	KIAA1324:GABARAPL1:MAP1LC3B2:ATG14:ATG2B:GABARAPL2:MAP1LC3B:TP53INP2:WIPI2:RB1CC1:TP53INP1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_AUTOPHAGOSOME_ORGANIZATION
GO_bp	GO_CELLULAR_RESPONSE_TO_STARVATION	115	18	4.3715856051e-07	0.000277033624917	RRAGC:USP33:KIAA1324:NUAK2:ATF3:GABARAPL1:MAP1LC3B2:ATG14:GABARAPL2:MAP1LC3B:PPM1D:RNF152:MTMR3:DAP:FNIP1:CPEB4:HFE:PDK4	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_STARVATION
GO_bp	GO_POSITIVE_REGULATION_OF_AUTOPHAGY	75	14	5.73333642248e-07	0.000317913504627	PINK1:TMEM59:KIAA1324:PIP4K2A:SVIP:AMBRA1:ULK1:ATG14:RNF152:TP53INP2:PLK2:EPM2A:BNIP3L:TP53INP1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_AUTOPHAGY
GO_bp	GO_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY	34	9	1.0492496745e-06	0.000517163506231	PINK1:KIAA1324:PIP4K2A:AMBRA1:PHF23:IFT20:MTMR3:RAB5A:UBQLN1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_REGULATION_OF_AUTOPHAGOSOME_ASSEMBLY
GO_bp	GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS	186	23	1.55535678637e-06	0.000689956270434	RRAGC:USP33:KIAA1324:NUAK2:ATF3:FOSL1:GABARAPL1:MAP1LC3B2:ULK1:ATG14:GABARAPL2:MAP1LC3B:PPM1D:RNF152:MTMR3:HMOX1:SFRP2:DAP:FNIP1:CPEB4:HFE:PDK4:TSC1	http://www.broadinstitute.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_EXTRACELLULAR_STIMULUS
GO_bp	GO_VACUOLE_ORGANIZATION	166	21	2.68779845524e-06	0.0010839158134	KIAA1324:STAM:TPP1:MYO7A:VPS11:GABARAPL1:RAB5B:MAP1LC3B2:ATG14:VTI1B:ATG2B:GABARAPL2:MAP1LC3B:EPG5:TP53INP2:WIPI2:CLN8:VPS37A:RB1CC1:TP53INP1:VAMP7	http://www.broadinstitute.org/gsea/msigdb/cards/GO_VACUOLE_ORGANIZATION
GO_bp	GO_PROTEIN_K48_LINKED_UBIQUITINATION	47	10	3.66525402046e-06	0.00135492223623	SYVN1:AMFR:RFFL:NEDD4L:RNF152:UBE2D3:MARCH6:UBE2B:TRIM38:UBE2H	http://www.broadinstitute.org/gsea/msigdb/cards/GO_PROTEIN_K48_LINKED_UBIQUITINATION
