chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr22	39759851	39760101	63.7	4.2	5.302e-33	3.351e-28
chr9	111772998	111773248	44.5	-3.7	8.935e-31	2.823e-26
chr11	62608965	62609215	178.9	3.2	1.478e-30	2.957e-26
chr5	173209109	173209359	51.9	-4.5	2.071e-30	3.138e-26
chr17	16282001	16282251	51.2	-4	2.003e-30	3.138e-26
chr1	205218333	205218583	79.9	-5	5.043e-29	3.813e-25
chr1	207996081	207996331	99.2	-3.4	5.944e-27	3.852e-23
chr11	71659769	71660019	48.1	4.1	1.249e-26	9.181e-23
chr17	18753269	18753519	34.4	-5.5	5.258e-26	4.011e-22
chr1	224058362	224058612	99.5	4.1	1.485e-25	8.311e-22
chr3	195638815	195639065	38.4	-3.4	2.153e-25	1.279e-21
chr10	100669863	100670113	114.1	4.4	2.131e-25	1.279e-21
chr19	3503053	3503303	153.4	-2.5	3.119e-25	1.409e-21
chr9	88963431	88963681	47.1	-4.2	5.165e-25	2.331e-21
chr22	25124997	25125247	113.9	3.7	1.332e-24	5.214e-21
chr8	11666482	11666732	54.5	-2.8	3.310e-24	1.232e-20
chr17	56406963	56407213	75.7	3.2	4.854e-24	1.288e-20
chr5	85822667	85822917	70.9	5.2	4.862e-24	1.530e-20
chr12	122884477	122884727	36.4	-3	4.235e-24	1.530e-20
chr20	61062572	61062822	43.9	4.2	4.373e-24	1.686e-20
chr22	22108975	22109225	70.7	3.6	5.117e-24	1.686e-20
chr1	85744584	85744834	30.6	-3.5	6.533e-24	1.970e-20
chr19	18132247	18132497	51.2	-3.7	9.584e-24	2.451e-20
chr3	40543564	40543814	73.4	4.9	9.615e-24	2.749e-20
chr19	4130779	4131029	79.6	3.8	1.784e-23	3.220e-20
chr6	3433357	3433607	35.1	-3.2	1.463e-23	3.396e-20
chr12	57068547	57068797	35.9	-4.6	1.525e-23	3.407e-20
chr11	71706780	71707030	93.7	4.1	1.724e-23	3.447e-20
chr2	28094639	28094889	86.7	4.6	2.599e-23	5.081e-20
chr4	55437479	55437729	66.6	3.6	2.219e-23	5.116e-20
chr22	33277272	33277522	142.5	3.3	2.397e-23	5.213e-20
chr11	114086659	114086909	68.9	4.1	3.564e-23	7.028e-20
chr1	19235616	19235866	49.2	4.3	4.296e-23	7.751e-20
chr6	6704691	6704941	54.7	3.7	4.323e-23	8.725e-20
chr18	43733267	43733517	66.8	4.1	4.447e-23	8.788e-20
chr6	37102398	37102648	32.7	-4.6	5.714e-23	1.083e-19
chr17	16302050	16302300	60.7	-3.3	6.811e-23	1.083e-19
chr3	196359244	196359494	116.4	3.3	9.073e-23	1.407e-19
