chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr19	3503053	3503303	153.4	-3.9	1.375e-46	1.353e-41
chr1	23840628	23840878	97.1	-5.5	1.326e-31	4.160e-27
chr8	11666482	11666732	54.5	-3.9	2.722e-31	6.234e-27
chr17	21176312	21176562	111.3	-3	1.544e-30	2.401e-26
chr1	207996081	207996331	99.2	-3.8	9.448e-30	1.186e-25
chr20	32142831	32143081	71.1	-3.3	1.079e-28	1.040e-24
chr17	42345485	42345735	119.2	-4	8.747e-29	1.067e-24
chr17	16282001	16282251	51.2	-4.1	1.270e-28	1.094e-24
chr9	111772998	111773248	44.5	-3.6	4.718e-28	3.614e-24
chr11	62608965	62609215	178.9	3	5.129e-28	5.077e-24
chr17	56406963	56407213	75.7	3.4	1.676e-27	9.561e-24
chr9	132949524	132949774	99.1	-2.6	2.668e-27	1.452e-23
chr22	39759851	39760101	63.7	3.8	3.916e-27	1.789e-23
chr1	205218333	205218583	79.9	-4.8	7.043e-27	3.158e-23
chr20	44844597	44844847	62.6	5	9.598e-27	3.800e-23
chr2	26995286	26995536	78.5	-3.5	2.252e-26	9.982e-23
chr5	173209109	173209359	51.9	-4	4.319e-26	1.752e-22
chr6	3433357	3433607	35.1	-4.6	2.179e-25	8.113e-22
chr1	151512110	151512360	95.2	-3.6	4.007e-25	1.324e-21
chr14	105147271	105147521	86.4	-3.3	3.561e-24	1.108e-20
chr17	18753269	18753519	34.4	-5.2	4.764e-24	1.357e-20
chr17	21181906	21182156	80.2	-4.1	5.026e-24	1.357e-20
chr19	18110459	18110709	155.2	-2.8	3.159e-24	1.357e-20
chr8	100150187	100150437	113.1	-3.4	6.145e-24	2.534e-20
chr2	218706847	218707097	79.9	-3.9	1.160e-23	2.911e-20
chr1	181110635	181110885	49.8	-3.5	1.504e-23	4.129e-20
chr20	30298323	30298573	83.5	-4.1	1.920e-23	4.644e-20
chr2	158115130	158115380	75.6	-3.5	3.116e-23	6.984e-20
chr1	43418240	43418490	82.1	-2.8	5.386e-23	1.156e-19
chr12	122884477	122884727	36.4	-3.1	5.767e-23	1.296e-19
chr12	124508924	124509174	45.4	4.5	6.012e-23	1.333e-19
chr5	178054086	178054336	67.2	-2.6	8.472e-23	1.567e-19
chr14	50810845	50811095	104	-3.3	8.657e-23	1.713e-19
chr7	43623014	43623264	106.4	-2.3	8.462e-23	1.765e-19
chr3	196359244	196359494	116.4	3.3	9.161e-23	2.236e-19
chr1	28975438	28975688	44.6	4.8	1.451e-22	2.779e-19
chr1	53791818	53792068	112.8	2.8	1.203e-22	3.206e-19
chr3	49062920	49063170	43.8	3.9	2.261e-22	4.168e-19
chr17	40464799	40465049	74	2.9	4.751e-22	7.234e-19
chr16	84047615	84047865	66.7	4.6	6.627e-22	9.575e-19
chr19	18132247	18132497	51.2	-3.6	5.827e-22	9.766e-19
chr2	8944209	8944459	58.4	-3.4	8.547e-22	1.182e-18
chr22	38092773	38093023	51.4	4.2	7.376e-22	1.182e-18
chr6	37102398	37102648	32.7	-5	1.047e-21	1.635e-18
chr1	207226446	207226696	85.3	-2.7	1.063e-21	1.676e-18
chr15	50552742	50552992	58.2	4.7	1.423e-21	1.837e-18
chr17	16302050	16302300	60.7	-3.2	1.513e-21	1.911e-18
chr6	17962721	17962971	44.5	3.7	1.475e-21	2.081e-18
chr17	57367810	57368060	55.5	5	1.456e-21	2.081e-18
chr9	34158425	34158675	36	-3.5	1.494e-21	2.208e-18
chr1	51701812	51702062	97.9	-2.3	1.917e-21	2.339e-18
chr8	11665777	11666027	49.3	-2.5	1.881e-21	2.486e-18
chr12	57068547	57068797	35.9	-4.4	1.977e-21	2.563e-18
chr11	65255077	65255327	41.5	-3.6	2.420e-21	2.985e-18
chr14	102974809	102975059	78.4	-2.8	2.514e-21	2.985e-18
chr6	3455408	3455658	52.1	-3.7	2.626e-21	3.286e-18
chr22	35767904	35768154	38.9	-3.5	3.379e-21	3.998e-18
chr5	72251637	72251887	88.6	-2.1	3.918e-21	4.196e-18
chr1	85744584	85744834	30.6	-3.3	3.825e-21	4.455e-18
chr7	30174263	30174513	55.9	-2.4	5.138e-21	4.949e-18
chr18	2982902	2983152	115.5	-3	4.279e-21	5.386e-18
chr17	65213626	65213876	40.5	3.9	5.252e-21	5.712e-18
chr12	106696309	106696559	55	-2.4	5.706e-21	6.223e-18
chr8	21998345	21998595	89.3	-2.7	7.464e-21	7.320e-18
chr7	44665223	44665473	64.1	-3.8	9.499e-21	8.546e-18
chr19	18259924	18260174	51.2	-2.8	8.182e-21	8.546e-18
chr1	110336988	110337238	49.6	5.8	8.875e-21	9.455e-18
chr6	150284859	150285109	73	-2.8	1.173e-20	1.025e-17
chr1	234679949	234680199	34.2	-3.8	1.542e-20	1.386e-17
chr1	23851292	23851542	211.8	-2.6	1.421e-20	2.010e-17
chr5	53309505	53309755	34.3	-3.8	2.245e-20	2.063e-17
chr6	37271823	37272073	46.4	-3.2	2.272e-20	2.253e-17
chr12	106697046	106697296	40.8	-3.1	2.491e-20	2.301e-17
chr1	203274374	203274624	129.8	-2.4	2.272e-20	2.589e-17
chr4	84195140	84195390	31.2	-5.2	2.825e-20	2.589e-17
chr16	29674697	29674947	50.8	3.1	2.944e-20	2.675e-17
chr1	23445747	23445997	36.3	-3.4	3.128e-20	2.739e-17
chr1	19536169	19536419	48.1	-2.4	3.301e-20	2.918e-17
chr1	203661760	203662010	174.9	-3	2.841e-20	3.034e-17
chr7	1573551	1573801	52.4	-3.5	3.498e-20	3.034e-17
chr11	114086659	114086909	68.9	3.8	4.228e-20	3.099e-17
chr11	71749551	71749801	27	-4.4	3.766e-20	3.290e-17
chr3	193973341	193973591	60.8	3.5	4.404e-20	3.604e-17
chr8	95956697	95956947	34.5	-3.6	4.639e-20	3.604e-17
chr9	88963431	88963681	47.1	-3.6	4.679e-20	3.794e-17
chr21	33032111	33032361	50.6	-2.4	5.035e-20	4.179e-17
chr3	195638815	195639065	38.4	-2.8	5.897e-20	4.749e-17
chr15	66923261	66923511	40.7	3.2	5.690e-20	4.780e-17
chr1	156430355	156430605	47	4.3	7.818e-20	6.154e-17
chr9	14395756	14396006	87.8	-3.6	9.086e-20	6.336e-17
chr9	126964826	126965076	37.9	3.3	9.603e-20	7.394e-17
chr3	195634626	195634876	276.4	-2.4	7.262e-20	7.767e-17
chr8	129057247	129057497	41.2	4	1.145e-19	8.162e-17
chr11	118965618	118965868	67	-2.1	1.284e-19	8.162e-17
chr2	97018753	97019003	41.6	-3.1	1.091e-19	8.492e-17
chr17	3868507	3868757	46.1	4.2	1.283e-19	9.216e-17
chr7	134832654	134832904	48.2	-3.9	1.472e-19	1.043e-16
chr16	75109169	75109419	61.1	3.4	1.937e-19	1.174e-16
