chr	start	end	baseMean	log2FoldChange	pvalue	padj
chr22	39759851	39760101	63.7	3.2	4.183e-34	2.126e-29
chr17	16282001	16282251	51.2	-4.1	1.413e-33	4.398e-29
chr11	71659769	71660019	48.1	3.4	1.670e-29	2.731e-25
chr20	61062572	61062822	43.9	3.8	1.396e-29	2.731e-25
chr1	23840628	23840878	97.1	-3.3	4.079e-29	3.902e-25
chr9	132891469	132891719	35.4	3.9	5.883e-29	6.414e-25
chr4	55437479	55437729	66.6	3.8	3.253e-28	2.368e-24
chr3	195638815	195639065	38.4	-3.5	4.632e-28	3.771e-24
chr1	116958406	116958656	52.9	3.8	5.755e-28	4.122e-24
chr1	147806570	147806820	43.9	4.1	1.447e-27	8.192e-24
chr5	85822667	85822917	70.9	4.8	1.411e-27	8.192e-24
chr11	114086659	114086909	68.9	4.1	2.381e-27	1.162e-23
chr1	207996081	207996331	99.2	-3.4	1.123e-26	4.103e-23
chr17	57367810	57368060	55.5	4.6	8.911e-27	4.103e-23
chr9	3548719	3548969	54.6	-4.7	1.773e-26	7.621e-23
chr1	45187238	45187488	51.1	4.9	1.998e-26	7.925e-23
chr1	205218333	205218583	79.9	-4.7	4.743e-26	1.332e-22
chr10	112618088	112618338	31.1	4.6	3.843e-26	1.391e-22
chr5	173209109	173209359	51.9	-4.2	5.766e-26	1.890e-22
chr15	69407007	69407257	53	4.6	6.575e-26	2.119e-22
chr14	106326083	106326333	40.2	3.3	1.135e-25	3.532e-22
chr19	3503053	3503303	153.4	-2.4	2.536e-25	3.532e-22
chr20	44844597	44844847	62.6	4.6	1.776e-25	3.959e-22
chr11	61637316	61637566	53.6	3.3	1.552e-25	4.027e-22
chr16	50297291	50297541	49.4	3.4	2.649e-25	6.598e-22
chr9	123529027	123529277	31.4	3.5	2.646e-25	6.696e-22
chr17	42077607	42077857	54	4	3.048e-25	8.598e-22
chr3	193973341	193973591	60.8	3.5	6.640e-25	1.208e-21
chr16	84047615	84047865	66.7	4.5	7.368e-25	1.291e-21
chr11	5173025	5173275	30.7	4.2	6.335e-25	1.390e-21
chr9	111772998	111773248	44.5	-3.3	7.408e-25	1.517e-21
chr1	54598265	54598515	55	4.6	7.820e-25	1.551e-21
chr10	32261475	32261725	47.9	4.7	8.416e-25	1.619e-21
chr7	132174597	132174847	56.5	5	1.093e-24	1.884e-21
chr1	41099709	41099959	63.8	4.8	1.531e-24	2.013e-21
chr1	156430355	156430605	47	3.7	1.110e-24	2.013e-21
chr2	70026256	70026506	69.6	4.8	1.333e-24	2.013e-21
chr6	33928744	33928994	45.4	3.7	1.218e-24	2.013e-21
chr17	33212141	33212391	31.5	4.7	1.202e-24	2.013e-21
chr5	140058695	140058945	59.9	3.8	2.677e-24	3.432e-21
chr14	56273805	56274055	36.3	4.4	2.628e-24	4.193e-21
chr1	110336988	110337238	49.6	4.7	2.763e-24	4.242e-21
chr7	5497579	5497829	32.4	4.6	3.093e-24	4.305e-21
